Datum,Year,Street,RainDur,T,T_max_h1,p,StrGlo
2013-10-04T00:00+0100,2013,Zch_Rosengartenstrasse,191.77,,,969.68,
2013-10-05T00:00+0100,2013,Zch_Rosengartenstrasse,84.13,,,968.27,
2013-10-06T00:00+0100,2013,Zch_Rosengartenstrasse,147.52,,,973.08,
2013-10-07T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,,,973.86,
2013-10-08T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,,,973.71,
2013-10-09T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,,,970.63,
2013-10-10T00:00+0100,2013,Zch_Rosengartenstrasse,139.18,8.99,13.01,961.82,
2013-10-11T00:00+0100,2013,Zch_Rosengartenstrasse,43.47,7.56,9.3,963.17,
2013-10-12T00:00+0100,2013,Zch_Rosengartenstrasse,75.12,7.82,10.48,965.94,
2013-10-13T00:00+0100,2013,Zch_Rosengartenstrasse,50.57,10.27,13.86,969.63,
2013-10-14T00:00+0100,2013,Zch_Rosengartenstrasse,63.63,12.45,15.2,968.57,
2013-10-15T00:00+0100,2013,Zch_Rosengartenstrasse,234.38,13.42,16.7,963.46,
2013-10-16T00:00+0100,2013,Zch_Rosengartenstrasse,5.27,12.11,14.91,965.29,
2013-10-17T00:00+0100,2013,Zch_Rosengartenstrasse,119.88,13.21,16.44,969.54,
2013-10-18T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,11.69,16.11,968.38,
2013-10-19T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,13.65,19.08,967.17,
2013-10-20T00:00+0100,2013,Zch_Rosengartenstrasse,132.83,14.68,16.22,968.84,
2013-10-21T00:00+0100,2013,Zch_Rosengartenstrasse,33.15,14.74,18.2,969.08,
2013-10-22T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,14.35,18.99,962.78,
2013-10-23T00:00+0100,2013,Zch_Rosengartenstrasse,155.72,13.96,16.2,963.91,
2013-10-24T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,12.75,16.16,969.02,
2013-10-25T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,13.32,17.29,967.97,
2013-10-26T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,14.49,19.45,968.67,
2013-10-27T00:00+0100,2013,Zch_Rosengartenstrasse,140.97,15.52,17.8,966.45,
2013-10-28T00:00+0100,2013,Zch_Rosengartenstrasse,17.33,17.49,23.2,961.82,
2013-10-29T00:00+0100,2013,Zch_Rosengartenstrasse,77.5,11.09,13.29,968.22,
2013-10-30T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,9.84,11.89,973.75,
2013-10-31T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,7.39,9.99,974.31,
2013-11-01T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,8.39,11.56,969.69,
2013-11-02T00:00+0100,2013,Zch_Rosengartenstrasse,166.22,13.92,17.73,961.25,
2013-11-03T00:00+0100,2013,Zch_Rosengartenstrasse,24.57,9.58,14.08,961.68,
2013-11-04T00:00+0100,2013,Zch_Rosengartenstrasse,60.0,9.05,10.62,951.21,
2013-11-05T00:00+0100,2013,Zch_Rosengartenstrasse,75.48,7.95,10.0,952.68,
2013-11-06T00:00+0100,2013,Zch_Rosengartenstrasse,44.02,11.48,14.26,960.08,
2013-11-07T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,14.45,17.62,965.41,
2013-11-08T00:00+0100,2013,Zch_Rosengartenstrasse,16.33,13.28,17.41,962.69,
2013-11-09T00:00+0100,2013,Zch_Rosengartenstrasse,31.28,9.41,11.46,964.79,
2013-11-10T00:00+0100,2013,Zch_Rosengartenstrasse,34.15,6.62,8.86,960.3,
2013-11-11T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,5.07,7.15,976.94,
2013-11-12T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,3.31,4.84,975.53,
2013-11-13T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,3.54,5.93,977.29,
2013-11-14T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,5.13,5.96,971.46,
2013-11-15T00:00+0100,2013,Zch_Rosengartenstrasse,9.73,4.34,5.15,970.44,
2013-11-16T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,4.92,5.29,975.71,
2013-11-17T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,5.03,5.87,971.12,
2013-11-18T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,4.81,5.99,962.63,
2013-11-19T00:00+0100,2013,Zch_Rosengartenstrasse,169.43,4.29,5.49,955.19,
2013-11-20T00:00+0100,2013,Zch_Rosengartenstrasse,65.68,3.38,4.48,955.34,
2013-11-21T00:00+0100,2013,Zch_Rosengartenstrasse,415.73,2.17,3.37,948.15,
2013-11-22T00:00+0100,2013,Zch_Rosengartenstrasse,160.1,1.87,2.92,952.88,
2013-11-23T00:00+0100,2013,Zch_Rosengartenstrasse,609.82,3.31,5.05,959.47,
2013-11-24T00:00+0100,2013,Zch_Rosengartenstrasse,44.82,4.64,5.4,966.32,
2013-11-25T00:00+0100,2013,Zch_Rosengartenstrasse,22.37,1.58,3.6,975.81,
2013-11-26T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,0.0,1.38,979.53,
2013-11-27T00:00+0100,2013,Zch_Rosengartenstrasse,0.03,-1.36,0.8,979.96,
2013-11-28T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,-1.28,0.65,980.54,
2013-11-29T00:00+0100,2013,Zch_Rosengartenstrasse,80.45,1.77,3.63,975.54,
2013-11-30T00:00+0100,2013,Zch_Rosengartenstrasse,374.7,1.31,2.86,969.46,
2013-12-01T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,1.05,3.32,975.94,
2013-12-02T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,2.47,4.95,977.05,
2013-12-03T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,-0.85,0.89,978.3,
2013-12-04T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,1.01,5.79,977.5,
2013-12-05T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,3.01,4.94,976.09,
2013-12-06T00:00+0100,2013,Zch_Rosengartenstrasse,281.02,3.97,5.19,974.32,
2013-12-07T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,2.84,5.75,978.39,
2013-12-08T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,1.0,5.44,978.92,
2013-12-09T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,1.47,6.14,981.46,
2013-12-10T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,1.53,5.89,983.26,
2013-12-11T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,-0.76,1.4,983.17,
2013-12-12T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,-1.24,0.03,980.36,
2013-12-13T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,-1.47,0.02,976.6,
2013-12-14T00:00+0100,2013,Zch_Rosengartenstrasse,141.83,0.39,2.65,980.36,
2013-12-15T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,1.41,3.68,982.86,
2013-12-16T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,0.29,4.76,981.41,
2013-12-17T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,0.27,4.93,977.96,
2013-12-18T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,1.86,7.15,973.46,
2013-12-19T00:00+0100,2013,Zch_Rosengartenstrasse,153.72,3.27,6.56,964.08,
2013-12-20T00:00+0100,2013,Zch_Rosengartenstrasse,125.48,5.03,5.87,975.05,
2013-12-21T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,2.0,3.89,981.32,
2013-12-22T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,6.44,10.69,974.92,
2013-12-23T00:00+0100,2013,Zch_Rosengartenstrasse,13.37,8.71,11.78,970.03,
2013-12-24T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,6.45,11.01,955.27,
2013-12-25T00:00+0100,2013,Zch_Rosengartenstrasse,301.25,6.21,8.24,945.34,
2013-12-26T00:00+0100,2013,Zch_Rosengartenstrasse,540.18,3.44,4.99,948.5,
2013-12-27T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,3.2,5.82,959.75,
2013-12-28T00:00+0100,2013,Zch_Rosengartenstrasse,135.85,4.08,7.59,957.65,
2013-12-29T00:00+0100,2013,Zch_Rosengartenstrasse,20.97,5.02,6.99,969.96,
2013-12-30T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,2.55,4.1,975.83,
2013-12-31T00:00+0100,2013,Zch_Rosengartenstrasse,0.0,0.67,3.92,969.23,
2014-01-01T00:00+0100,2014,Zch_Rosengartenstrasse,111.63,3.42,7.24,964.4,
2014-01-02T00:00+0100,2014,Zch_Rosengartenstrasse,82.57,4.38,7.9,959.99,
2014-01-03T00:00+0100,2014,Zch_Rosengartenstrasse,55.02,4.99,8.42,964.53,
2014-01-04T00:00+0100,2014,Zch_Rosengartenstrasse,261.97,6.11,7.76,958.21,
2014-01-05T00:00+0100,2014,Zch_Rosengartenstrasse,134.92,5.14,7.26,960.8,
2014-01-06T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,4.75,7.64,965.69,
2014-01-07T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,8.78,12.05,969.1,
2014-01-08T00:00+0100,2014,Zch_Rosengartenstrasse,74.82,8.91,12.47,972.09,
2014-01-09T00:00+0100,2014,Zch_Rosengartenstrasse,29.45,8.93,13.09,966.55,
2014-01-10T00:00+0100,2014,Zch_Rosengartenstrasse,347.63,5.58,8.24,969.48,
2014-01-11T00:00+0100,2014,Zch_Rosengartenstrasse,55.62,5.32,7.85,969.78,
2014-01-12T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,6.39,7.81,972.1,
2014-01-13T00:00+0100,2014,Zch_Rosengartenstrasse,26.0,5.72,7.25,965.48,
2014-01-14T00:00+0100,2014,Zch_Rosengartenstrasse,714.63,4.67,5.97,958.35,
2014-01-15T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,3.73,6.0,962.41,
2014-01-16T00:00+0100,2014,Zch_Rosengartenstrasse,130.92,5.59,7.05,957.18,
2014-01-17T00:00+0100,2014,Zch_Rosengartenstrasse,228.6,5.73,7.52,956.07,
2014-01-18T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,3.17,4.31,952.84,
2014-01-19T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,2.67,3.68,949.23,
2014-01-20T00:00+0100,2014,Zch_Rosengartenstrasse,13.17,4.69,6.08,953.24,
2014-01-21T00:00+0100,2014,Zch_Rosengartenstrasse,151.02,4.67,5.36,961.47,
2014-01-22T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,4.51,5.76,961.75,
2014-01-23T00:00+0100,2014,Zch_Rosengartenstrasse,46.97,3.37,5.7,965.2,
2014-01-24T00:00+0100,2014,Zch_Rosengartenstrasse,270.1,2.53,4.54,964.97,
2014-01-25T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,1.02,2.47,967.26,
2014-01-26T00:00+0100,2014,Zch_Rosengartenstrasse,168.6,4.22,5.93,961.3,
2014-01-27T00:00+0100,2014,Zch_Rosengartenstrasse,235.48,3.99,5.39,951.17,
2014-01-28T00:00+0100,2014,Zch_Rosengartenstrasse,0.65,3.13,5.92,950.7,
2014-01-29T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,0.56,2.62,949.25,
2014-01-30T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,0.38,1.31,954.45,
2014-01-31T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,1.96,6.24,958.38,
2014-02-01T00:00+0100,2014,Zch_Rosengartenstrasse,181.42,2.96,7.67,956.57,
2014-02-02T00:00+0100,2014,Zch_Rosengartenstrasse,464.75,3.65,4.73,963.22,
2014-02-03T00:00+0100,2014,Zch_Rosengartenstrasse,3.38,3.83,4.88,960.48,
2014-02-04T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,3.8,5.84,960.84,
2014-02-05T00:00+0100,2014,Zch_Rosengartenstrasse,146.5,3.39,5.92,954.55,
2014-02-06T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,6.45,10.65,958.69,
2014-02-07T00:00+0100,2014,Zch_Rosengartenstrasse,202.18,5.19,6.94,955.63,
2014-02-08T00:00+0100,2014,Zch_Rosengartenstrasse,17.58,4.14,6.19,952.89,
2014-02-09T00:00+0100,2014,Zch_Rosengartenstrasse,41.38,5.55,7.47,952.68,
2014-02-10T00:00+0100,2014,Zch_Rosengartenstrasse,98.88,5.29,9.93,945.63,
2014-02-11T00:00+0100,2014,Zch_Rosengartenstrasse,147.82,5.12,7.44,957.06,
2014-02-12T00:00+0100,2014,Zch_Rosengartenstrasse,31.73,5.0,8.64,960.33,
2014-02-13T00:00+0100,2014,Zch_Rosengartenstrasse,162.48,5.54,7.44,954.37,
2014-02-14T00:00+0100,2014,Zch_Rosengartenstrasse,0.08,4.6,6.53,959.94,
2014-02-15T00:00+0100,2014,Zch_Rosengartenstrasse,112.43,7.0,13.08,956.82,
2014-02-16T00:00+0100,2014,Zch_Rosengartenstrasse,71.65,5.56,7.21,964.82,
2014-02-17T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,5.83,8.9,965.53,
2014-02-18T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,4.67,8.99,965.65,
2014-02-19T00:00+0100,2014,Zch_Rosengartenstrasse,8.37,6.47,7.31,965.99,
2014-02-20T00:00+0100,2014,Zch_Rosengartenstrasse,3.22,7.31,11.42,964.48,
2014-02-21T00:00+0100,2014,Zch_Rosengartenstrasse,331.1,6.0,6.9,962.42,
2014-02-22T00:00+0100,2014,Zch_Rosengartenstrasse,198.07,5.38,9.02,967.48,
2014-02-23T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,6.44,10.29,971.38,
2014-02-24T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,5.74,12.57,967.21,
2014-02-25T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,6.84,11.7,965.17,
2014-02-26T00:00+0100,2014,Zch_Rosengartenstrasse,187.58,6.9,10.11,965.76,
2014-02-27T00:00+0100,2014,Zch_Rosengartenstrasse,485.48,5.37,8.18,968.0,
2014-02-28T00:00+0100,2014,Zch_Rosengartenstrasse,44.95,6.75,10.35,955.72,
2014-03-01T00:00+0100,2014,Zch_Rosengartenstrasse,430.03,4.55,6.8,952.58,
2014-03-02T00:00+0100,2014,Zch_Rosengartenstrasse,2.57,4.37,5.87,953.18,
2014-03-03T00:00+0100,2014,Zch_Rosengartenstrasse,118.55,4.46,6.6,946.32,
2014-03-04T00:00+0100,2014,Zch_Rosengartenstrasse,577.87,3.99,4.47,952.92,
2014-03-05T00:00+0100,2014,Zch_Rosengartenstrasse,28.78,6.03,9.75,966.52,
2014-03-06T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,6.2,10.1,974.94,
2014-03-07T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,7.0,12.98,974.99,
2014-03-08T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,8.77,14.88,978.4,
2014-03-09T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,9.08,15.56,977.48,
2014-03-10T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,8.78,13.96,972.08,
2014-03-11T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,8.72,13.13,973.65,
2014-03-12T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,8.79,15.05,977.44,
2014-03-13T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,10.16,16.76,976.86,
2014-03-14T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,11.05,17.38,974.77,
2014-03-15T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,9.57,13.18,973.16,
2014-03-16T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,11.59,16.94,973.62,
2014-03-17T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,12.76,19.12,971.67,
2014-03-18T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,13.58,20.01,967.9,
2014-03-19T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,11.48,14.5,975.51,
2014-03-20T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,12.28,20.78,969.99,
2014-03-21T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,14.26,20.42,964.69,
2014-03-22T00:00+0100,2014,Zch_Rosengartenstrasse,482.65,9.52,13.46,958.81,
2014-03-23T00:00+0100,2014,Zch_Rosengartenstrasse,368.46,4.27,6.19,958.51,
2014-03-24T00:00+0100,2014,Zch_Rosengartenstrasse,49.82,4.28,6.43,962.18,
2014-03-25T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,4.46,8.2,959.18,
2014-03-26T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,4.01,6.71,959.5,
2014-03-27T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,6.86,13.4,959.55,
2014-03-28T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,10.1,16.12,964.29,
2014-03-29T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,11.23,17.72,967.37,
2014-03-30T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,12.85,20.74,965.69,
2014-03-31T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,13.36,19.59,964.6,
2014-04-01T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,14.31,19.93,962.51,
2014-04-02T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,15.6,21.99,958.9,
2014-04-03T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,14.51,18.23,955.42,
2014-04-04T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,13.49,17.86,956.67,
2014-04-05T00:00+0100,2014,Zch_Rosengartenstrasse,245.62,11.91,12.85,964.73,
2014-04-06T00:00+0100,2014,Zch_Rosengartenstrasse,166.95,13.69,18.35,969.62,
2014-04-07T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,15.0,20.76,968.0,
2014-04-08T00:00+0100,2014,Zch_Rosengartenstrasse,290.73,12.63,15.37,969.89,
2014-04-09T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,11.15,15.33,974.67,
2014-04-10T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,11.8,17.94,970.94,
2014-04-11T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,14.16,20.84,965.92,
2014-04-12T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,15.63,21.0,965.65,
2014-04-13T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,15.11,19.31,968.46,
2014-04-14T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,12.31,17.17,968.79,
2014-04-15T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,8.51,11.54,972.57,
2014-04-16T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,8.12,12.15,974.97,
2014-04-17T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,9.68,15.77,969.85,
2014-04-18T00:00+0100,2014,Zch_Rosengartenstrasse,469.45,7.03,10.66,962.89,
2014-04-19T00:00+0100,2014,Zch_Rosengartenstrasse,0.2,6.07,9.22,959.48,
2014-04-20T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,10.53,15.94,955.65,
2014-04-21T00:00+0100,2014,Zch_Rosengartenstrasse,162.38,11.81,14.55,955.22,
2014-04-22T00:00+0100,2014,Zch_Rosengartenstrasse,0.13,14.27,19.49,962.11,
2014-04-23T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,15.78,21.53,967.46,
2014-04-24T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,16.77,22.02,965.7,
2014-04-25T00:00+0100,2014,Zch_Rosengartenstrasse,161.37,16.14,22.78,960.96,
2014-04-26T00:00+0100,2014,Zch_Rosengartenstrasse,188.98,15.09,19.57,961.31,
2014-04-27T00:00+0100,2014,Zch_Rosengartenstrasse,564.98,9.61,11.05,960.16,
2014-04-28T00:00+0100,2014,Zch_Rosengartenstrasse,720.63,8.8,9.25,961.19,
2014-04-29T00:00+0100,2014,Zch_Rosengartenstrasse,78.68,10.39,13.33,963.0,
2014-04-30T00:00+0100,2014,Zch_Rosengartenstrasse,628.88,10.29,11.12,961.48,
2014-05-01T00:00+0100,2014,Zch_Rosengartenstrasse,136.42,12.2,15.71,962.41,
2014-05-02T00:00+0100,2014,Zch_Rosengartenstrasse,238.53,11.56,14.61,962.25,
2014-05-03T00:00+0100,2014,Zch_Rosengartenstrasse,333.7,8.31,11.1,968.42,
2014-05-04T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,9.4,13.25,969.81,
2014-05-05T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,12.71,20.66,966.53,
2014-05-06T00:00+0100,2014,Zch_Rosengartenstrasse,173.07,15.7,21.65,965.42,
2014-05-07T00:00+0100,2014,Zch_Rosengartenstrasse,473.12,13.13,15.53,966.52,
2014-05-08T00:00+0100,2014,Zch_Rosengartenstrasse,39.47,15.25,20.51,967.7,
2014-05-09T00:00+0100,2014,Zch_Rosengartenstrasse,170.03,15.88,18.69,968.06,
2014-05-10T00:00+0100,2014,Zch_Rosengartenstrasse,22.1,17.76,21.86,965.42,
2014-05-11T00:00+0100,2014,Zch_Rosengartenstrasse,162.63,12.44,17.13,962.59,
2014-05-12T00:00+0100,2014,Zch_Rosengartenstrasse,57.32,10.3,13.27,965.76,
2014-05-13T00:00+0100,2014,Zch_Rosengartenstrasse,239.22,9.04,11.73,968.21,
2014-05-14T00:00+0100,2014,Zch_Rosengartenstrasse,370.9,8.91,10.67,976.38,
2014-05-15T00:00+0100,2014,Zch_Rosengartenstrasse,171.53,8.92,11.96,978.61,
2014-05-16T00:00+0100,2014,Zch_Rosengartenstrasse,8.6,11.45,15.56,974.96,
2014-05-17T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,12.98,16.86,969.37,
2014-05-18T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,15.21,21.62,963.65,
2014-05-19T00:00+0100,2014,Zch_Rosengartenstrasse,10.13,18.38,24.62,960.02,
2014-05-20T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,19.23,25.23,963.07,
2014-05-21T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,20.78,27.46,962.21,
2014-05-22T00:00+0100,2014,Zch_Rosengartenstrasse,49.98,19.8,27.94,960.2,
2014-05-23T00:00+0100,2014,Zch_Rosengartenstrasse,387.28,15.39,20.23,962.16,
2014-05-24T00:00+0100,2014,Zch_Rosengartenstrasse,29.02,15.77,20.18,966.5,
2014-05-25T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,18.1,22.48,967.07,
2014-05-26T00:00+0100,2014,Zch_Rosengartenstrasse,14.1,16.74,19.75,964.68,
2014-05-27T00:00+0100,2014,Zch_Rosengartenstrasse,73.22,14.08,16.65,963.81,
2014-05-28T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,15.43,19.03,963.58,
2014-05-29T00:00+0100,2014,Zch_Rosengartenstrasse,0.08,16.22,20.33,964.84,
2014-05-30T00:00+0100,2014,Zch_Rosengartenstrasse,146.06,13.41,15.45,968.53,
2014-05-31T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,13.33,18.9,969.52,
2014-06-01T00:00+0100,2014,Zch_Rosengartenstrasse,27.13,16.02,21.48,968.74,
2014-06-02T00:00+0100,2014,Zch_Rosengartenstrasse,68.75,16.4,20.85,967.59,
2014-06-03T00:00+0100,2014,Zch_Rosengartenstrasse,2.57,16.89,20.93,965.39,
2014-06-04T00:00+0100,2014,Zch_Rosengartenstrasse,187.03,15.42,20.05,961.5,
2014-06-05T00:00+0100,2014,Zch_Rosengartenstrasse,16.3,16.16,20.95,965.83,
2014-06-06T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,19.94,26.59,966.81,
2014-06-07T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,23.56,30.97,967.48,
2014-06-08T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,25.4,32.61,969.13,
2014-06-09T00:00+0100,2014,Zch_Rosengartenstrasse,4.72,27.12,34.61,968.42,
2014-06-10T00:00+0100,2014,Zch_Rosengartenstrasse,12.8,27.33,32.7,968.92,
2014-06-11T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,24.42,29.98,972.82,
2014-06-12T00:00+0100,2014,Zch_Rosengartenstrasse,98.62,22.99,29.68,972.59,
2014-06-13T00:00+0100,2014,Zch_Rosengartenstrasse,68.9,20.74,26.14,969.03,
2014-06-14T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,18.56,21.98,966.67,
2014-06-15T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,18.16,21.83,966.78,
2014-06-16T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,18.64,22.6,966.82,
2014-06-17T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,18.46,22.39,966.46,
2014-06-18T00:00+0100,2014,Zch_Rosengartenstrasse,19.1,18.95,23.89,967.11,
2014-06-19T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,19.86,24.98,967.61,
2014-06-20T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,19.42,23.3,966.96,
2014-06-21T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,19.42,25.21,967.09,
2014-06-22T00:00+0100,2014,Zch_Rosengartenstrasse,0.03,21.41,27.55,968.39,
2014-06-23T00:00+0100,2014,Zch_Rosengartenstrasse,202.3,19.71,26.55,968.58,
2014-06-24T00:00+0100,2014,Zch_Rosengartenstrasse,355.22,17.93,22.03,966.12,
2014-06-25T00:00+0100,2014,Zch_Rosengartenstrasse,22.6,18.08,21.66,962.11,
2014-06-26T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,18.31,23.32,964.07,
2014-06-27T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,20.86,25.76,966.33,
2014-06-28T00:00+0100,2014,Zch_Rosengartenstrasse,82.93,20.66,24.25,963.55,
2014-06-29T00:00+0100,2014,Zch_Rosengartenstrasse,536.67,15.23,16.99,962.57,
2014-06-30T00:00+0100,2014,Zch_Rosengartenstrasse,55.45,15.08,18.9,967.47,
2014-07-01T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,17.61,23.08,967.43,
2014-07-02T00:00+0100,2014,Zch_Rosengartenstrasse,454.88,15.76,16.82,971.09,
2014-07-03T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,19.2,26.49,973.96,
2014-07-04T00:00+0100,2014,Zch_Rosengartenstrasse,99.88,20.45,24.58,963.74,
2014-07-05T00:00+0100,2014,Zch_Rosengartenstrasse,86.58,19.37,22.71,964.24,
2014-07-06T00:00+0100,2014,Zch_Rosengartenstrasse,106.15,22.32,29.23,962.94,
2014-07-07T00:00+0100,2014,Zch_Rosengartenstrasse,192.82,19.48,23.9,965.08,
2014-07-08T00:00+0100,2014,Zch_Rosengartenstrasse,380.2,15.19,18.33,963.01,
2014-07-09T00:00+0100,2014,Zch_Rosengartenstrasse,403.05,13.2,15.19,962.73,
2014-07-10T00:00+0100,2014,Zch_Rosengartenstrasse,421.08,12.69,14.09,961.95,
2014-07-11T00:00+0100,2014,Zch_Rosengartenstrasse,253.63,16.2,18.28,964.2,
2014-07-12T00:00+0100,2014,Zch_Rosengartenstrasse,172.33,17.59,21.46,964.29,
2014-07-13T00:00+0100,2014,Zch_Rosengartenstrasse,161.17,17.78,20.15,963.7,
2014-07-14T00:00+0100,2014,Zch_Rosengartenstrasse,8.67,19.24,23.03,966.23,
2014-07-15T00:00+0100,2014,Zch_Rosengartenstrasse,0.0,20.09,24.51,971.33,
