Datum,Year,Street,NO,NO2,NOx,O3,O3_max_h1,O3_nb_h1>120,PM10,PM2.5,CO,SO2,PN
2012-05-02T00:00+0100,2012,Zch_Stampfenbachstrasse,5.86,17.16,13.68,71.73,99.44,0.0,11.24,,0.23,1.84,
2012-05-03T00:00+0100,2012,Zch_Stampfenbachstrasse,10.54,29.63,23.95,71.29,103.64,0.0,13.06,,0.29,2.32,
2012-05-04T00:00+0100,2012,Zch_Stampfenbachstrasse,13.55,30.92,27.03,69.24,113.16,0.0,15.37,,0.3,1.79,
2012-05-05T00:00+0100,2012,Zch_Stampfenbachstrasse,4.93,16.44,12.55,79.1,94.68,0.0,7.85,,0.23,1.13,
2012-05-06T00:00+0100,2012,Zch_Stampfenbachstrasse,4.83,15.43,11.94,71.96,90.61,0.0,4.73,,0.23,1.07,
2012-05-07T00:00+0100,2012,Zch_Stampfenbachstrasse,20.08,36.75,35.32,50.7,83.9,0.0,9.15,,0.34,1.37,
2012-05-08T00:00+0100,2012,Zch_Stampfenbachstrasse,16.56,35.03,31.6,51.55,96.59,0.0,12.72,,0.31,1.2,
2012-05-09T00:00+0100,2012,Zch_Stampfenbachstrasse,20.04,37.31,35.58,33.92,55.59,0.0,15.01,,0.36,0.57,
2012-05-10T00:00+0100,2012,Zch_Stampfenbachstrasse,31.31,40.83,46.45,31.86,83.88,0.0,18.13,,0.44,0.98,
2012-05-11T00:00+0100,2012,Zch_Stampfenbachstrasse,15.05,34.04,29.86,63.45,105.83,0.0,18.29,,0.32,0.99,
2012-05-12T00:00+0100,2012,Zch_Stampfenbachstrasse,8.96,23.9,19.68,52.16,69.49,0.0,12.6,,0.29,0.26,
2012-05-13T00:00+0100,2012,Zch_Stampfenbachstrasse,4.95,13.95,11.26,77.56,102.92,0.0,12.24,,0.24,0.84,
2012-05-14T00:00+0100,2012,Zch_Stampfenbachstrasse,14.81,35.61,30.5,69.87,105.98,0.0,13.09,,0.34,1.43,
2012-05-15T00:00+0100,2012,Zch_Stampfenbachstrasse,8.49,27.11,20.98,68.68,103.22,0.0,16.13,,0.26,1.5,
2012-05-16T00:00+0100,2012,Zch_Stampfenbachstrasse,4.82,16.75,12.63,68.67,88.53,0.0,7.34,,0.22,1.08,
2012-05-17T00:00+0100,2012,Zch_Stampfenbachstrasse,4.38,13.62,10.63,74.83,97.26,0.0,7.44,,0.24,1.61,
2012-05-18T00:00+0100,2012,Zch_Stampfenbachstrasse,13.12,35.93,29.31,50.5,82.99,0.0,16.13,,0.33,1.8,
2012-05-19T00:00+0100,2012,Zch_Stampfenbachstrasse,6.64,26.49,19.18,61.09,104.45,0.0,20.0,,0.32,1.7,
2012-05-20T00:00+0100,2012,Zch_Stampfenbachstrasse,4.59,21.88,15.12,70.67,93.92,0.0,14.93,,0.27,1.65,
2012-05-21T00:00+0100,2012,Zch_Stampfenbachstrasse,9.22,27.89,21.98,68.22,95.26,0.0,11.72,,0.27,1.23,
2012-05-22T00:00+0100,2012,Zch_Stampfenbachstrasse,9.35,24.57,20.35,70.29,93.37,0.0,7.81,,0.28,1.08,
2012-05-23T00:00+0100,2012,Zch_Stampfenbachstrasse,16.29,35.31,31.52,35.18,64.8,0.0,20.59,,0.38,0.93,
2012-05-24T00:00+0100,2012,Zch_Stampfenbachstrasse,17.67,39.6,34.87,54.53,99.73,0.0,31.88,,0.43,0.98,
2012-05-25T00:00+0100,2012,Zch_Stampfenbachstrasse,8.96,28.13,21.89,83.99,126.15,3.0,23.68,,0.3,1.27,
2012-05-26T00:00+0100,2012,Zch_Stampfenbachstrasse,5.08,19.82,14.44,102.06,133.82,8.0,17.78,,0.28,1.71,
2012-05-27T00:00+0100,2012,Zch_Stampfenbachstrasse,4.42,21.98,15.03,92.6,125.05,3.0,20.56,,0.31,2.2,
2012-05-28T00:00+0100,2012,Zch_Stampfenbachstrasse,3.09,19.81,12.84,87.07,124.93,7.0,17.39,,0.3,1.79,
2012-05-29T00:00+0100,2012,Zch_Stampfenbachstrasse,11.96,39.12,30.05,77.08,117.56,0.0,26.2,,0.37,1.54,
2012-05-30T00:00+0100,2012,Zch_Stampfenbachstrasse,12.06,37.61,29.34,78.9,142.74,7.0,22.6,,0.32,1.52,
2012-05-31T00:00+0100,2012,Zch_Stampfenbachstrasse,6.27,21.09,16.05,86.47,114.75,0.0,19.13,,0.24,1.2,
2012-06-01T00:00+0100,2012,Zch_Stampfenbachstrasse,7.57,23.11,18.16,63.59,90.11,0.0,19.89,,0.26,1.23,
2012-06-02T00:00+0100,2012,Zch_Stampfenbachstrasse,7.28,21.9,17.29,59.86,95.64,0.0,11.66,,0.3,1.38,
2012-06-03T00:00+0100,2012,Zch_Stampfenbachstrasse,3.7,17.42,12.08,61.84,95.49,0.0,13.16,,0.25,1.14,
2012-06-04T00:00+0100,2012,Zch_Stampfenbachstrasse,8.35,19.94,17.12,61.43,84.24,0.0,8.62,,0.21,1.02,
2012-06-05T00:00+0100,2012,Zch_Stampfenbachstrasse,20.38,34.21,34.23,51.31,68.19,0.0,12.61,,0.32,1.32,
2012-06-06T00:00+0100,2012,Zch_Stampfenbachstrasse,15.48,34.82,30.62,38.56,68.96,0.0,18.83,,0.32,1.23,
2012-06-07T00:00+0100,2012,Zch_Stampfenbachstrasse,16.45,31.6,29.71,48.76,86.57,0.0,16.77,,0.33,1.15,
2012-06-08T00:00+0100,2012,Zch_Stampfenbachstrasse,10.8,26.86,22.7,53.49,69.6,0.0,9.56,,0.25,0.99,
2012-06-09T00:00+0100,2012,Zch_Stampfenbachstrasse,3.7,11.97,9.23,67.08,83.78,0.0,11.4,,0.2,1.11,
2012-06-10T00:00+0100,2012,Zch_Stampfenbachstrasse,5.57,13.76,11.66,64.06,82.25,0.0,9.31,,0.23,1.17,
2012-06-11T00:00+0100,2012,Zch_Stampfenbachstrasse,4.98,14.39,11.52,57.22,70.58,0.0,7.37,,0.19,1.14,
2012-06-12T00:00+0100,2012,Zch_Stampfenbachstrasse,8.45,23.78,19.21,48.37,64.1,0.0,6.71,,0.22,1.05,
2012-06-13T00:00+0100,2012,Zch_Stampfenbachstrasse,5.38,18.1,13.78,60.35,72.33,0.0,8.31,,0.21,1.18,
2012-06-14T00:00+0100,2012,Zch_Stampfenbachstrasse,18.25,32.97,31.87,52.31,82.07,0.0,,,0.33,1.51,
2012-06-15T00:00+0100,2012,Zch_Stampfenbachstrasse,14.01,37.26,30.72,66.36,130.1,4.0,17.9,,0.35,1.6,
2012-06-16T00:00+0100,2012,Zch_Stampfenbachstrasse,3.91,19.21,13.18,91.56,134.3,6.0,21.34,,0.27,1.56,
2012-06-17T00:00+0100,2012,Zch_Stampfenbachstrasse,4.04,12.39,9.72,73.42,99.93,0.0,13.09,,0.23,1.3,
2012-06-18T00:00+0100,2012,Zch_Stampfenbachstrasse,7.94,25.19,19.54,75.36,130.59,2.0,24.37,,0.29,1.27,
2012-06-19T00:00+0100,2012,Zch_Stampfenbachstrasse,9.06,28.67,22.26,73.97,118.11,0.0,22.33,,0.28,1.14,
2012-06-20T00:00+0100,2012,Zch_Stampfenbachstrasse,8.72,24.61,19.86,57.53,75.32,0.0,22.72,,0.25,1.1,
2012-06-21T00:00+0100,2012,Zch_Stampfenbachstrasse,13.17,27.52,24.95,51.72,97.56,0.0,20.4,,0.28,1.13,
2012-06-22T00:00+0100,2012,Zch_Stampfenbachstrasse,5.59,16.18,12.94,72.94,93.69,0.0,14.13,,0.2,1.26,
2012-06-23T00:00+0100,2012,Zch_Stampfenbachstrasse,4.9,15.92,12.25,76.47,102.01,0.0,15.59,,0.22,1.47,
2012-06-24T00:00+0100,2012,Zch_Stampfenbachstrasse,3.68,18.06,12.4,68.43,108.79,0.0,17.06,,0.24,1.46,
2012-06-25T00:00+0100,2012,Zch_Stampfenbachstrasse,5.66,15.24,12.51,55.55,90.94,0.0,7.41,,0.18,1.22,
2012-06-26T00:00+0100,2012,Zch_Stampfenbachstrasse,16.29,30.35,28.93,44.31,61.64,0.0,12.57,,0.26,1.27,
2012-06-27T00:00+0100,2012,Zch_Stampfenbachstrasse,13.32,28.85,25.77,48.47,90.21,0.0,11.9,,0.29,1.23,
2012-06-28T00:00+0100,2012,Zch_Stampfenbachstrasse,20.33,49.37,42.12,42.55,102.47,0.0,25.6,,0.44,1.19,
2012-06-29T00:00+0100,2012,Zch_Stampfenbachstrasse,12.85,37.47,29.9,67.77,133.17,3.0,40.19,,0.36,1.24,
2012-06-30T00:00+0100,2012,Zch_Stampfenbachstrasse,5.92,22.34,16.43,75.24,126.22,5.0,39.25,,0.28,1.21,
2012-07-01T00:00+0100,2012,Zch_Stampfenbachstrasse,6.01,17.9,14.18,53.8,75.72,0.0,15.0,,0.23,1.15,
2012-07-02T00:00+0100,2012,Zch_Stampfenbachstrasse,18.42,30.81,30.88,37.0,51.22,0.0,13.92,,0.3,1.1,
2012-07-03T00:00+0100,2012,Zch_Stampfenbachstrasse,15.9,28.27,27.53,31.3,60.74,0.0,12.79,,0.31,1.16,
2012-07-04T00:00+0100,2012,Zch_Stampfenbachstrasse,19.26,34.44,33.45,42.02,81.95,0.0,21.55,,0.37,1.18,
2012-07-05T00:00+0100,2012,Zch_Stampfenbachstrasse,16.42,35.77,31.87,47.4,102.21,0.0,19.18,,0.34,1.25,
2012-07-06T00:00+0100,2012,Zch_Stampfenbachstrasse,19.68,44.87,39.24,41.39,92.14,0.0,13.72,,0.35,1.23,
2012-07-07T00:00+0100,2012,Zch_Stampfenbachstrasse,8.13,22.67,18.37,57.62,94.82,0.0,13.37,,0.28,1.35,
2012-07-08T00:00+0100,2012,Zch_Stampfenbachstrasse,4.02,13.55,10.31,62.83,93.3,0.0,9.35,,0.23,1.37,
2012-07-09T00:00+0100,2012,Zch_Stampfenbachstrasse,9.56,21.22,18.76,68.91,90.24,0.0,9.21,,0.25,1.41,
2012-07-10T00:00+0100,2012,Zch_Stampfenbachstrasse,16.78,36.67,32.63,46.38,100.14,0.0,15.38,,0.35,1.26,
2012-07-11T00:00+0100,2012,Zch_Stampfenbachstrasse,11.08,21.89,20.33,55.59,77.91,0.0,12.03,,0.24,1.26,
2012-07-12T00:00+0100,2012,Zch_Stampfenbachstrasse,9.04,20.77,18.11,49.79,71.78,0.0,10.8,,0.22,1.38,
2012-07-13T00:00+0100,2012,Zch_Stampfenbachstrasse,8.69,24.97,20.03,46.95,82.22,0.0,12.08,,0.23,1.45,
2012-07-14T00:00+0100,2012,Zch_Stampfenbachstrasse,2.85,8.43,6.69,67.55,80.11,0.0,7.4,,0.17,1.5,
2012-07-15T00:00+0100,2012,Zch_Stampfenbachstrasse,2.65,7.87,6.24,56.56,65.89,0.0,6.2,,0.16,1.46,
2012-07-16T00:00+0100,2012,Zch_Stampfenbachstrasse,6.75,16.75,14.17,58.35,79.0,0.0,8.49,,0.2,1.67,
2012-07-17T00:00+0100,2012,Zch_Stampfenbachstrasse,3.78,11.08,8.82,70.17,81.91,0.0,11.21,,0.17,1.61,
2012-07-18T00:00+0100,2012,Zch_Stampfenbachstrasse,9.66,25.3,20.98,55.67,90.63,0.0,18.29,,0.28,1.6,
2012-07-19T00:00+0100,2012,Zch_Stampfenbachstrasse,7.6,22.4,17.81,48.82,85.36,0.0,15.33,,0.25,1.59,
2012-07-20T00:00+0100,2012,Zch_Stampfenbachstrasse,11.97,24.92,22.63,42.74,69.59,0.0,11.78,,0.24,1.58,
2012-07-21T00:00+0100,2012,Zch_Stampfenbachstrasse,5.74,14.63,12.25,54.89,74.84,0.0,8.09,,0.21,1.53,
2012-07-22T00:00+0100,2012,Zch_Stampfenbachstrasse,4.91,12.07,10.25,58.4,82.46,0.0,9.0,,0.19,1.71,
2012-07-23T00:00+0100,2012,Zch_Stampfenbachstrasse,9.97,18.79,17.82,65.42,89.46,0.0,10.91,,0.23,1.92,
2012-07-24T00:00+0100,2012,Zch_Stampfenbachstrasse,11.72,36.28,28.37,70.54,120.43,1.0,23.5,,0.33,2.04,
2012-07-25T00:00+0100,2012,Zch_Stampfenbachstrasse,9.8,37.0,27.2,73.61,141.49,4.0,30.86,,0.38,1.74,
2012-07-26T00:00+0100,2012,Zch_Stampfenbachstrasse,11.73,36.07,28.26,75.13,125.14,4.0,29.48,,0.38,1.14,
2012-07-27T00:00+0100,2012,Zch_Stampfenbachstrasse,11.26,36.1,27.9,83.67,158.46,8.0,32.89,,0.35,0.43,
2012-07-28T00:00+0100,2012,Zch_Stampfenbachstrasse,3.42,15.79,11.0,78.64,102.97,0.0,25.77,,0.22,0.28,
2012-07-29T00:00+0100,2012,Zch_Stampfenbachstrasse,2.49,9.79,7.12,61.43,81.46,0.0,13.47,,0.2,0.3,
2012-07-30T00:00+0100,2012,Zch_Stampfenbachstrasse,7.71,19.95,16.61,52.8,96.25,0.0,15.25,,0.25,0.73,
2012-07-31T00:00+0100,2012,Zch_Stampfenbachstrasse,13.47,30.6,26.8,55.46,110.94,0.0,17.23,,0.32,1.08,
2012-08-01T00:00+0100,2012,Zch_Stampfenbachstrasse,4.83,20.55,14.62,67.26,116.43,0.0,40.46,,0.33,1.4,
2012-08-02T00:00+0100,2012,Zch_Stampfenbachstrasse,3.84,15.2,11.03,88.74,120.18,1.0,20.67,,0.21,1.15,
2012-08-03T00:00+0100,2012,Zch_Stampfenbachstrasse,7.73,21.41,17.39,59.25,89.0,0.0,13.67,,0.25,0.62,
2012-08-04T00:00+0100,2012,Zch_Stampfenbachstrasse,5.03,20.77,14.89,76.08,123.62,3.0,15.96,,0.26,0.88,
2012-08-05T00:00+0100,2012,Zch_Stampfenbachstrasse,3.07,9.78,7.57,80.02,95.55,0.0,,,0.21,0.61,
2012-08-06T00:00+0100,2012,Zch_Stampfenbachstrasse,6.15,18.15,14.42,60.71,98.01,0.0,,,0.22,0.66,
2012-08-07T00:00+0100,2012,Zch_Stampfenbachstrasse,14.67,20.51,22.49,48.02,81.28,0.0,9.43,,0.25,0.47,
2012-08-08T00:00+0100,2012,Zch_Stampfenbachstrasse,12.21,27.05,23.93,58.87,90.28,0.0,9.92,,0.26,0.52,
2012-08-09T00:00+0100,2012,Zch_Stampfenbachstrasse,12.45,32.52,26.99,61.1,99.46,0.0,15.64,,0.3,0.88,
2012-08-10T00:00+0100,2012,Zch_Stampfenbachstrasse,12.45,32.19,26.82,72.63,113.39,0.0,16.54,,0.35,1.01,
2012-08-11T00:00+0100,2012,Zch_Stampfenbachstrasse,5.31,18.44,13.9,89.08,117.92,0.0,18.82,,0.34,1.04,
2012-08-12T00:00+0100,2012,Zch_Stampfenbachstrasse,3.75,15.51,11.12,83.5,120.05,1.0,15.69,,0.32,0.99,
2012-08-13T00:00+0100,2012,Zch_Stampfenbachstrasse,8.4,26.11,20.39,78.49,116.25,0.0,18.92,,0.33,0.76,
2012-08-14T00:00+0100,2012,Zch_Stampfenbachstrasse,17.24,42.02,35.8,79.13,122.59,1.0,,,0.41,1.0,
2012-08-15T00:00+0100,2012,Zch_Stampfenbachstrasse,14.58,40.12,32.67,75.56,124.19,3.0,24.77,,0.41,0.86,
2012-08-16T00:00+0100,2012,Zch_Stampfenbachstrasse,12.46,28.91,25.11,68.08,86.66,0.0,7.3,,0.32,0.41,
2012-08-17T00:00+0100,2012,Zch_Stampfenbachstrasse,18.89,36.99,34.49,47.57,94.41,0.0,14.31,,0.39,0.56,
2012-08-18T00:00+0100,2012,Zch_Stampfenbachstrasse,8.48,32.3,23.69,64.32,128.06,2.0,18.05,,0.48,0.64,
2012-08-19T00:00+0100,2012,Zch_Stampfenbachstrasse,6.73,30.94,21.58,63.46,141.21,4.0,20.89,,0.51,0.56,
2012-08-20T00:00+0100,2012,Zch_Stampfenbachstrasse,11.04,29.65,24.36,71.88,151.73,5.0,29.52,,0.4,0.55,
2012-08-21T00:00+0100,2012,Zch_Stampfenbachstrasse,19.49,44.91,39.11,59.64,117.74,0.0,29.15,,0.47,0.49,
2012-08-22T00:00+0100,2012,Zch_Stampfenbachstrasse,7.34,27.62,20.33,83.2,129.75,2.0,30.73,,0.36,0.76,
2012-08-23T00:00+0100,2012,Zch_Stampfenbachstrasse,11.59,30.53,25.26,60.83,101.3,0.0,22.42,,0.36,0.72,
2012-08-24T00:00+0100,2012,Zch_Stampfenbachstrasse,11.12,31.49,25.38,51.98,92.43,0.0,17.54,,0.34,0.68,
2012-08-25T00:00+0100,2012,Zch_Stampfenbachstrasse,3.51,12.84,9.53,67.03,86.5,0.0,13.83,,0.32,0.68,
2012-08-26T00:00+0100,2012,Zch_Stampfenbachstrasse,1.52,6.07,4.39,62.52,74.49,0.0,6.43,,0.27,0.95,
2012-08-27T00:00+0100,2012,Zch_Stampfenbachstrasse,21.45,32.18,34.03,43.17,75.18,0.0,10.0,,0.34,1.35,
2012-08-28T00:00+0100,2012,Zch_Stampfenbachstrasse,16.58,37.9,33.12,49.99,107.0,0.0,21.97,,0.4,1.42,
2012-08-29T00:00+0100,2012,Zch_Stampfenbachstrasse,19.44,39.46,36.23,54.53,97.75,0.0,20.3,,0.43,1.17,
2012-08-30T00:00+0100,2012,Zch_Stampfenbachstrasse,11.51,28.38,24.07,48.99,70.09,0.0,11.54,,0.33,0.94,
2012-08-31T00:00+0100,2012,Zch_Stampfenbachstrasse,10.35,25.34,21.55,45.79,66.41,0.0,7.93,,0.33,0.99,
2012-09-01T00:00+0100,2012,Zch_Stampfenbachstrasse,10.37,26.14,21.98,32.73,48.22,0.0,8.85,,0.38,1.13,
2012-09-02T00:00+0100,2012,Zch_Stampfenbachstrasse,7.71,17.09,15.11,34.39,53.38,0.0,11.47,,0.35,1.39,
2012-09-03T00:00+0100,2012,Zch_Stampfenbachstrasse,19.39,34.94,33.82,34.92,60.26,0.0,16.71,,0.4,1.32,
2012-09-04T00:00+0100,2012,Zch_Stampfenbachstrasse,17.65,32.16,30.97,48.62,72.43,0.0,32.81,,0.4,1.34,
2012-09-05T00:00+0100,2012,Zch_Stampfenbachstrasse,18.76,42.5,37.26,44.74,74.31,0.0,42.0,,0.44,1.46,
2012-09-06T00:00+0100,2012,Zch_Stampfenbachstrasse,16.23,32.35,29.93,43.58,62.58,0.0,22.5,,0.37,1.5,
2012-09-07T00:00+0100,2012,Zch_Stampfenbachstrasse,29.22,47.82,48.43,28.88,77.49,0.0,25.32,,0.46,1.99,
2012-09-08T00:00+0100,2012,Zch_Stampfenbachstrasse,14.2,38.38,31.45,34.34,95.94,0.0,22.59,,0.5,2.14,
2012-09-09T00:00+0100,2012,Zch_Stampfenbachstrasse,12.1,40.35,30.8,46.69,125.46,2.0,23.92,,0.54,2.35,
2012-09-10T00:00+0100,2012,Zch_Stampfenbachstrasse,10.97,38.49,28.92,60.98,124.25,2.0,24.5,,0.42,1.95,
2012-09-11T00:00+0100,2012,Zch_Stampfenbachstrasse,15.72,38.51,32.74,55.13,111.18,0.0,27.29,,0.39,1.95,
2012-09-12T00:00+0100,2012,Zch_Stampfenbachstrasse,5.39,20.51,15.04,57.02,74.2,0.0,7.43,,0.26,1.82,
2012-09-13T00:00+0100,2012,Zch_Stampfenbachstrasse,16.19,34.53,31.03,38.7,65.53,0.0,11.23,,0.33,2.66,
2012-09-14T00:00+0100,2012,Zch_Stampfenbachstrasse,30.41,40.52,45.57,28.61,88.22,0.0,20.25,,0.41,3.08,
2012-09-15T00:00+0100,2012,Zch_Stampfenbachstrasse,12.04,32.46,26.63,38.49,74.21,0.0,12.5,,0.38,3.0,
2012-09-16T00:00+0100,2012,Zch_Stampfenbachstrasse,8.96,27.98,21.82,32.69,69.02,0.0,14.69,,0.38,2.8,
2012-09-17T00:00+0100,2012,Zch_Stampfenbachstrasse,33.16,47.09,51.21,33.02,100.48,0.0,24.28,,0.51,2.88,
2012-09-18T00:00+0100,2012,Zch_Stampfenbachstrasse,29.49,40.59,44.87,39.89,88.56,0.0,25.61,,0.45,2.34,
2012-09-19T00:00+0100,2012,Zch_Stampfenbachstrasse,12.96,30.33,26.25,45.56,72.07,0.0,10.88,,0.31,1.94,
2012-09-20T00:00+0100,2012,Zch_Stampfenbachstrasse,29.2,41.0,44.85,27.3,65.06,0.0,11.81,,0.38,3.16,
2012-09-21T00:00+0100,2012,Zch_Stampfenbachstrasse,42.97,47.31,59.19,28.77,76.1,0.0,22.89,,0.48,3.08,
2012-09-22T00:00+0100,2012,Zch_Stampfenbachstrasse,5.14,20.48,14.83,51.84,74.84,0.0,10.32,,0.34,1.14,
2012-09-23T00:00+0100,2012,Zch_Stampfenbachstrasse,10.57,21.76,19.86,28.65,43.63,0.0,14.2,,0.36,1.53,
2012-09-24T00:00+0100,2012,Zch_Stampfenbachstrasse,13.25,22.88,22.59,38.8,68.11,0.0,13.52,,0.32,1.35,
2012-09-25T00:00+0100,2012,Zch_Stampfenbachstrasse,18.12,34.24,32.43,33.84,65.48,0.0,11.89,,0.33,1.85,
2012-09-26T00:00+0100,2012,Zch_Stampfenbachstrasse,34.43,32.13,44.41,39.92,83.08,0.0,15.7,,0.38,2.03,
2012-09-27T00:00+0100,2012,Zch_Stampfenbachstrasse,8.31,21.05,17.67,68.85,95.61,0.0,6.67,,0.26,1.63,
2012-09-28T00:00+0100,2012,Zch_Stampfenbachstrasse,41.68,46.71,57.85,31.94,58.35,0.0,14.02,,0.45,2.76,
2012-09-29T00:00+0100,2012,Zch_Stampfenbachstrasse,23.15,44.37,41.76,18.5,51.1,0.0,16.3,,0.49,2.58,
2012-09-30T00:00+0100,2012,Zch_Stampfenbachstrasse,8.88,21.89,18.57,28.13,39.88,0.0,15.64,,0.37,2.52,
2012-10-01T00:00+0100,2012,Zch_Stampfenbachstrasse,27.92,38.86,42.7,19.23,45.33,0.0,18.23,,0.44,2.41,
2012-10-02T00:00+0100,2012,Zch_Stampfenbachstrasse,23.19,39.39,39.19,38.65,80.45,0.0,17.53,,0.42,2.79,
2012-10-03T00:00+0100,2012,Zch_Stampfenbachstrasse,25.51,38.0,40.33,21.97,64.26,0.0,17.61,,0.41,2.74,
2012-10-04T00:00+0100,2012,Zch_Stampfenbachstrasse,9.14,25.16,20.49,38.08,65.7,0.0,15.8,,0.3,2.4,
2012-10-05T00:00+0100,2012,Zch_Stampfenbachstrasse,20.84,33.96,34.47,34.97,77.38,0.0,21.68,,0.39,2.35,
2012-10-06T00:00+0100,2012,Zch_Stampfenbachstrasse,6.91,28.44,20.42,45.23,99.29,0.0,17.75,,0.38,2.67,
2012-10-07T00:00+0100,2012,Zch_Stampfenbachstrasse,3.31,15.14,10.57,54.67,73.02,0.0,10.05,,0.31,2.15,
2012-10-08T00:00+0100,2012,Zch_Stampfenbachstrasse,40.51,36.72,51.68,15.18,38.04,0.0,19.46,,0.43,3.4,
2012-10-09T00:00+0100,2012,Zch_Stampfenbachstrasse,14.96,29.4,27.37,23.43,33.47,0.0,6.94,,0.32,2.1,
2012-10-10T00:00+0100,2012,Zch_Stampfenbachstrasse,28.09,34.95,40.79,14.86,26.5,0.0,7.33,,0.4,2.12,
2012-10-11T00:00+0100,2012,Zch_Stampfenbachstrasse,31.74,32.67,42.53,8.2,18.0,0.0,15.98,,0.42,2.44,
2012-10-12T00:00+0100,2012,Zch_Stampfenbachstrasse,14.36,29.41,26.9,23.72,51.73,0.0,13.43,,0.33,2.37,
2012-10-13T00:00+0100,2012,Zch_Stampfenbachstrasse,12.13,26.08,23.36,24.56,49.0,0.0,13.28,,0.35,3.11,
2012-10-14T00:00+0100,2012,Zch_Stampfenbachstrasse,6.64,20.27,15.92,35.5,55.0,0.0,11.61,,0.32,3.28,
2012-10-15T00:00+0100,2012,Zch_Stampfenbachstrasse,8.89,25.92,20.68,39.49,63.94,0.0,9.96,,0.3,2.8,
2012-10-16T00:00+0100,2012,Zch_Stampfenbachstrasse,30.02,38.75,44.33,20.68,50.18,0.0,15.91,,0.4,3.67,
2012-10-17T00:00+0100,2012,Zch_Stampfenbachstrasse,43.73,47.31,59.8,9.93,29.96,0.0,21.14,,0.52,4.49,
2012-10-18T00:00+0100,2012,Zch_Stampfenbachstrasse,58.73,50.49,73.49,6.87,29.52,0.0,25.94,,0.61,4.33,
2012-10-19T00:00+0100,2012,Zch_Stampfenbachstrasse,69.79,53.29,83.82,10.61,42.17,0.0,30.54,,0.67,3.68,
2012-10-20T00:00+0100,2012,Zch_Stampfenbachstrasse,42.96,44.24,57.58,13.22,64.09,0.0,27.25,,0.68,3.36,
2012-10-21T00:00+0100,2012,Zch_Stampfenbachstrasse,26.81,42.26,43.59,10.02,32.6,0.0,29.86,,0.61,4.21,
2012-10-22T00:00+0100,2012,Zch_Stampfenbachstrasse,48.18,43.83,61.55,5.39,14.94,0.0,36.42,,0.66,3.24,
2012-10-23T00:00+0100,2012,Zch_Stampfenbachstrasse,29.96,36.78,43.25,4.46,6.58,0.0,18.96,,0.46,2.66,
2012-10-24T00:00+0100,2012,Zch_Stampfenbachstrasse,38.55,34.01,48.69,2.73,5.13,0.0,17.02,,0.47,2.79,
2012-10-25T00:00+0100,2012,Zch_Stampfenbachstrasse,48.94,41.2,60.78,2.12,5.71,0.0,19.3,,0.51,2.82,
2012-10-26T00:00+0100,2012,Zch_Stampfenbachstrasse,43.56,38.73,55.17,2.47,5.99,0.0,23.06,,0.48,2.91,
2012-10-27T00:00+0100,2012,Zch_Stampfenbachstrasse,11.76,26.74,23.41,15.69,49.11,0.0,7.33,,0.36,3.06,
2012-10-28T00:00+0100,2012,Zch_Stampfenbachstrasse,8.16,24.9,19.56,37.89,50.91,0.0,7.27,,0.28,3.82,
2012-10-29T00:00+0100,2012,Zch_Stampfenbachstrasse,42.98,46.87,58.97,19.83,39.75,0.0,18.29,,0.42,5.06,
2012-10-30T00:00+0100,2012,Zch_Stampfenbachstrasse,44.86,56.44,65.48,16.01,54.22,0.0,24.13,,0.48,5.21,
2012-10-31T00:00+0100,2012,Zch_Stampfenbachstrasse,77.3,59.51,93.1,4.4,14.21,0.0,,,0.62,4.97,
2012-11-01T00:00+0100,2012,Zch_Stampfenbachstrasse,35.64,46.05,52.65,23.59,70.53,0.0,,,0.48,4.72,
2012-11-02T00:00+0100,2012,Zch_Stampfenbachstrasse,9.87,29.09,23.13,51.1,70.13,0.0,,,0.28,3.13,
2012-11-03T00:00+0100,2012,Zch_Stampfenbachstrasse,6.39,25.86,18.65,40.88,71.41,0.0,10.92,,0.31,3.52,
2012-11-04T00:00+0100,2012,Zch_Stampfenbachstrasse,6.99,23.78,18.04,43.79,68.74,0.0,9.01,,0.32,3.42,
2012-11-05T00:00+0100,2012,Zch_Stampfenbachstrasse,5.64,19.08,14.49,55.58,74.67,0.0,7.08,,0.24,2.45,
2012-11-06T00:00+0100,2012,Zch_Stampfenbachstrasse,32.36,41.74,47.77,29.49,59.34,0.0,11.37,,0.38,3.18,
2012-11-07T00:00+0100,2012,Zch_Stampfenbachstrasse,39.77,45.49,55.67,16.24,44.48,0.0,19.73,,0.48,4.02,
2012-11-08T00:00+0100,2012,Zch_Stampfenbachstrasse,98.31,57.96,109.12,3.22,12.69,0.0,,,0.72,4.94,
2012-11-09T00:00+0100,2012,Zch_Stampfenbachstrasse,99.32,60.4,111.21,2.95,9.97,0.0,30.05,,0.7,3.83,
2012-11-10T00:00+0100,2012,Zch_Stampfenbachstrasse,42.58,45.23,57.79,5.45,45.44,0.0,24.18,,0.63,1.87,
2012-11-11T00:00+0100,2012,Zch_Stampfenbachstrasse,11.8,36.52,28.56,21.13,46.71,0.0,8.24,,0.4,1.01,
2012-11-12T00:00+0100,2012,Zch_Stampfenbachstrasse,21.01,36.32,35.83,17.99,42.18,0.0,13.36,,0.37,0.97,
2012-11-13T00:00+0100,2012,Zch_Stampfenbachstrasse,24.08,31.04,35.54,10.94,20.69,0.0,22.94,,0.37,1.15,
