Datum,Year,Street,NO,NO2,NOx,O3,O3_max_h1,O3_nb_h1>120,PM10,PM2.5,CO,SO2,PN
2013-10-04T00:00+0100,2013,Zch_Rosengartenstrasse,99.35,39.0,100.05,3.53,7.29,0.0,24.97,,,,
2013-10-05T00:00+0100,2013,Zch_Rosengartenstrasse,41.38,34.32,51.12,28.38,57.44,0.0,11.29,,,,
2013-10-06T00:00+0100,2013,Zch_Rosengartenstrasse,21.16,29.13,32.2,31.23,40.6,0.0,,,,,
2013-10-07T00:00+0100,2013,Zch_Rosengartenstrasse,50.96,35.23,59.28,14.84,33.11,0.0,,,,,
2013-10-08T00:00+0100,2013,Zch_Rosengartenstrasse,50.94,36.84,60.1,6.9,14.7,0.0,33.83,,,,
2013-10-09T00:00+0100,2013,Zch_Rosengartenstrasse,60.87,50.68,75.3,12.6,31.86,0.0,27.61,,,,
2013-10-10T00:00+0100,2013,Zch_Rosengartenstrasse,64.45,54.3,80.07,22.64,34.37,0.0,14.43,,,,
2013-10-11T00:00+0100,2013,Zch_Rosengartenstrasse,59.79,47.14,72.59,17.83,44.47,0.0,,,,,
2013-10-12T00:00+0100,2013,Zch_Rosengartenstrasse,30.08,37.28,43.61,19.99,48.5,0.0,,,,,
2013-10-13T00:00+0100,2013,Zch_Rosengartenstrasse,21.24,34.65,35.15,32.48,58.58,0.0,,,,,
2013-10-14T00:00+0100,2013,Zch_Rosengartenstrasse,72.33,55.51,87.02,15.23,31.74,0.0,,,,,
2013-10-15T00:00+0100,2013,Zch_Rosengartenstrasse,64.68,50.12,78.07,29.03,47.19,0.0,16.56,,,,
2013-10-16T00:00+0100,2013,Zch_Rosengartenstrasse,50.62,55.52,69.61,24.54,57.77,0.0,12.65,,,,
2013-10-17T00:00+0100,2013,Zch_Rosengartenstrasse,57.23,57.8,76.11,20.82,48.69,0.0,41.62,,,,
2013-10-18T00:00+0100,2013,Zch_Rosengartenstrasse,66.55,49.73,79.37,11.63,38.23,0.0,,,,,
2013-10-19T00:00+0100,2013,Zch_Rosengartenstrasse,56.19,45.72,68.96,11.2,41.01,0.0,22.72,,,,
2013-10-20T00:00+0100,2013,Zch_Rosengartenstrasse,28.6,41.21,44.48,18.61,47.63,0.0,15.08,,,,
2013-10-21T00:00+0100,2013,Zch_Rosengartenstrasse,76.81,49.1,87.26,8.41,23.18,0.0,18.34,,,,
2013-10-22T00:00+0100,2013,Zch_Rosengartenstrasse,97.76,46.25,102.57,3.93,9.61,0.0,25.16,,,,
2013-10-23T00:00+0100,2013,Zch_Rosengartenstrasse,79.09,60.2,94.89,8.81,21.95,0.0,27.82,,,,
2013-10-24T00:00+0100,2013,Zch_Rosengartenstrasse,84.53,47.84,92.79,7.51,23.54,0.0,24.6,,,,
2013-10-25T00:00+0100,2013,Zch_Rosengartenstrasse,71.48,42.15,79.35,4.41,11.79,0.0,21.89,,,,
2013-10-26T00:00+0100,2013,Zch_Rosengartenstrasse,99.19,52.42,106.94,7.22,26.61,0.0,24.75,,,,
2013-10-27T00:00+0100,2013,Zch_Rosengartenstrasse,23.78,31.39,35.48,35.45,61.94,0.0,13.83,,,,
2013-10-28T00:00+0100,2013,Zch_Rosengartenstrasse,58.82,51.37,74.02,33.46,54.31,0.0,17.92,,,,
2013-10-29T00:00+0100,2013,Zch_Rosengartenstrasse,58.05,57.56,76.64,28.9,57.34,0.0,13.05,,,,
2013-10-30T00:00+0100,2013,Zch_Rosengartenstrasse,47.23,57.94,68.17,19.69,49.39,0.0,16.78,,,,
2013-10-31T00:00+0100,2013,Zch_Rosengartenstrasse,76.02,50.15,87.17,9.8,26.05,0.0,25.99,,,,
2013-11-01T00:00+0100,2013,Zch_Rosengartenstrasse,135.28,49.05,134.11,2.6,3.75,0.0,37.26,,,,
2013-11-02T00:00+0100,2013,Zch_Rosengartenstrasse,57.39,38.83,66.32,25.4,52.61,0.0,18.97,,,,
2013-11-03T00:00+0100,2013,Zch_Rosengartenstrasse,18.73,32.17,31.84,49.39,73.65,0.0,8.59,,,,
2013-11-04T00:00+0100,2013,Zch_Rosengartenstrasse,58.26,51.82,73.81,28.21,45.07,0.0,10.0,,,,
2013-11-05T00:00+0100,2013,Zch_Rosengartenstrasse,49.34,44.08,62.61,30.13,52.0,0.0,15.28,,,,
2013-11-06T00:00+0100,2013,Zch_Rosengartenstrasse,39.03,35.74,49.98,45.34,68.31,0.0,8.85,,,,
2013-11-07T00:00+0100,2013,Zch_Rosengartenstrasse,76.07,56.45,90.51,22.82,55.07,0.0,15.43,,,,
2013-11-08T00:00+0100,2013,Zch_Rosengartenstrasse,85.76,54.14,97.07,16.98,62.0,0.0,25.4,,,,
2013-11-09T00:00+0100,2013,Zch_Rosengartenstrasse,30.65,44.34,47.76,35.74,59.35,0.0,7.95,,,,
2013-11-10T00:00+0100,2013,Zch_Rosengartenstrasse,17.72,30.04,29.91,37.53,57.47,0.0,6.78,,,,
2013-11-11T00:00+0100,2013,Zch_Rosengartenstrasse,36.84,42.1,51.55,23.38,40.88,0.0,19.01,,,,
2013-11-12T00:00+0100,2013,Zch_Rosengartenstrasse,41.26,43.87,56.02,13.11,33.21,0.0,23.23,,,,
2013-11-13T00:00+0100,2013,Zch_Rosengartenstrasse,55.66,39.08,65.06,8.93,29.57,0.0,,,,,
2013-11-14T00:00+0100,2013,Zch_Rosengartenstrasse,67.64,49.75,80.24,9.42,28.38,0.0,,,,,
2013-11-15T00:00+0100,2013,Zch_Rosengartenstrasse,38.61,38.59,51.14,10.84,25.5,0.0,20.13,,,,
2013-11-16T00:00+0100,2013,Zch_Rosengartenstrasse,20.3,27.5,30.66,6.61,11.33,0.0,12.92,,,,
2013-11-17T00:00+0100,2013,Zch_Rosengartenstrasse,23.56,27.27,33.15,10.04,13.96,0.0,13.54,,,,
2013-11-18T00:00+0100,2013,Zch_Rosengartenstrasse,67.86,44.22,77.53,3.94,11.82,0.0,29.02,,,,
2013-11-19T00:00+0100,2013,Zch_Rosengartenstrasse,75.59,42.84,83.01,1.47,2.36,0.0,17.27,,,,
2013-11-20T00:00+0100,2013,Zch_Rosengartenstrasse,76.67,44.36,84.67,2.3,12.96,0.0,11.24,,,,
2013-11-21T00:00+0100,2013,Zch_Rosengartenstrasse,57.01,48.9,71.28,7.75,21.64,0.0,12.69,,,,
2013-11-22T00:00+0100,2013,Zch_Rosengartenstrasse,80.4,50.43,90.83,3.13,13.43,0.0,14.33,,,,
2013-11-23T00:00+0100,2013,Zch_Rosengartenstrasse,61.9,40.35,70.73,1.83,6.46,0.0,13.5,,,,
2013-11-24T00:00+0100,2013,Zch_Rosengartenstrasse,27.15,35.01,40.07,14.42,28.05,0.0,12.42,,,,
2013-11-25T00:00+0100,2013,Zch_Rosengartenstrasse,34.5,46.72,52.09,28.5,55.0,0.0,12.86,,,,
2013-11-26T00:00+0100,2013,Zch_Rosengartenstrasse,44.94,55.06,64.82,14.56,30.95,0.0,21.74,,,,
2013-11-27T00:00+0100,2013,Zch_Rosengartenstrasse,34.35,48.48,52.89,15.03,35.35,0.0,21.7,,,,
2013-11-28T00:00+0100,2013,Zch_Rosengartenstrasse,65.7,54.79,81.33,3.41,10.35,0.0,37.15,,,,
2013-11-29T00:00+0100,2013,Zch_Rosengartenstrasse,91.37,71.98,110.89,6.83,27.98,0.0,36.75,,,,
2013-11-30T00:00+0100,2013,Zch_Rosengartenstrasse,34.96,44.38,51.24,9.94,30.85,0.0,15.9,,,,
2013-12-01T00:00+0100,2013,Zch_Rosengartenstrasse,15.03,36.24,31.0,22.27,45.09,0.0,17.56,,,,
2013-12-02T00:00+0100,2013,Zch_Rosengartenstrasse,37.36,44.37,53.15,24.5,44.95,0.0,19.32,,,,
2013-12-03T00:00+0100,2013,Zch_Rosengartenstrasse,105.02,63.12,117.21,2.15,4.98,0.0,42.68,,,,
2013-12-04T00:00+0100,2013,Zch_Rosengartenstrasse,111.91,73.81,128.32,3.59,18.74,0.0,44.94,,,,
2013-12-05T00:00+0100,2013,Zch_Rosengartenstrasse,73.27,58.33,89.25,10.78,41.61,0.0,36.58,,,,
2013-12-06T00:00+0100,2013,Zch_Rosengartenstrasse,31.78,40.9,46.87,39.34,49.27,0.0,13.18,,,,
2013-12-07T00:00+0100,2013,Zch_Rosengartenstrasse,58.74,62.7,79.88,24.26,53.19,0.0,19.89,,,,
2013-12-08T00:00+0100,2013,Zch_Rosengartenstrasse,80.77,67.4,100.0,3.9,17.9,0.0,28.73,,,,
2013-12-09T00:00+0100,2013,Zch_Rosengartenstrasse,146.41,77.87,158.11,1.8,12.41,0.0,44.14,,,,
2013-12-10T00:00+0100,2013,Zch_Rosengartenstrasse,184.98,84.65,192.57,1.19,3.18,0.0,50.08,,,,
2013-12-11T00:00+0100,2013,Zch_Rosengartenstrasse,136.25,65.24,143.35,1.46,5.05,0.0,41.04,,,,
2013-12-12T00:00+0100,2013,Zch_Rosengartenstrasse,134.25,68.14,143.27,0.83,1.61,0.0,46.37,,,,
2013-12-13T00:00+0100,2013,Zch_Rosengartenstrasse,118.95,72.48,133.27,0.92,1.88,0.0,45.43,,,,
2013-12-14T00:00+0100,2013,Zch_Rosengartenstrasse,79.72,66.68,98.78,1.06,2.62,0.0,28.15,,,,
2013-12-15T00:00+0100,2013,Zch_Rosengartenstrasse,69.24,54.12,83.81,1.52,4.21,0.0,34.87,,,,
2013-12-16T00:00+0100,2013,Zch_Rosengartenstrasse,183.08,70.46,183.63,0.94,1.97,0.0,39.35,,,,
2013-12-17T00:00+0100,2013,Zch_Rosengartenstrasse,210.92,82.04,212.0,0.85,1.62,0.0,51.73,,,,
2013-12-18T00:00+0100,2013,Zch_Rosengartenstrasse,225.35,86.98,226.16,0.99,3.42,0.0,53.38,,,,
2013-12-19T00:00+0100,2013,Zch_Rosengartenstrasse,201.91,83.32,205.45,1.51,12.15,0.0,39.82,,,,
2013-12-20T00:00+0100,2013,Zch_Rosengartenstrasse,104.56,71.93,121.45,5.89,25.76,0.0,21.9,,,,
2013-12-21T00:00+0100,2013,Zch_Rosengartenstrasse,47.27,49.8,63.94,8.0,22.69,0.0,20.65,,,,
2013-12-22T00:00+0100,2013,Zch_Rosengartenstrasse,44.81,46.4,60.19,14.99,45.35,0.0,21.35,,,,
2013-12-23T00:00+0100,2013,Zch_Rosengartenstrasse,75.79,59.1,91.67,22.45,59.67,0.0,21.67,,,,
2013-12-24T00:00+0100,2013,Zch_Rosengartenstrasse,91.33,66.18,107.83,3.76,16.76,0.0,21.51,,,,
2013-12-25T00:00+0100,2013,Zch_Rosengartenstrasse,28.32,47.24,47.41,16.14,47.08,0.0,15.19,,,,
2013-12-26T00:00+0100,2013,Zch_Rosengartenstrasse,10.94,30.15,24.53,36.91,58.39,0.0,6.54,,,,
2013-12-27T00:00+0100,2013,Zch_Rosengartenstrasse,77.11,60.87,93.65,10.28,39.1,0.0,15.23,,,,
2013-12-28T00:00+0100,2013,Zch_Rosengartenstrasse,66.14,53.51,81.01,9.25,33.41,0.0,18.03,,,,
2013-12-29T00:00+0100,2013,Zch_Rosengartenstrasse,16.48,36.77,32.44,34.35,56.29,0.0,8.24,,,,
2013-12-30T00:00+0100,2013,Zch_Rosengartenstrasse,41.34,49.19,58.87,7.5,26.07,0.0,16.89,,,,
2013-12-31T00:00+0100,2013,Zch_Rosengartenstrasse,46.12,41.32,58.58,3.99,14.28,0.0,31.91,,,,
2014-01-01T00:00+0100,2014,Zch_Rosengartenstrasse,46.39,51.59,64.17,10.47,37.44,0.0,51.31,,,,
2014-01-02T00:00+0100,2014,Zch_Rosengartenstrasse,59.24,49.72,73.49,9.52,36.83,0.0,22.07,,,,
2014-01-03T00:00+0100,2014,Zch_Rosengartenstrasse,101.17,61.55,113.3,7.8,30.46,0.0,16.94,,,,
2014-01-04T00:00+0100,2014,Zch_Rosengartenstrasse,62.7,59.18,81.22,4.58,12.76,0.0,,,,,
2014-01-05T00:00+0100,2014,Zch_Rosengartenstrasse,28.86,41.88,45.04,33.47,70.56,0.0,,,,,
2014-01-06T00:00+0100,2014,Zch_Rosengartenstrasse,103.89,74.72,122.36,6.44,27.07,0.0,,,,,
2014-01-07T00:00+0100,2014,Zch_Rosengartenstrasse,112.34,70.75,127.07,7.07,32.06,0.0,,,,,
2014-01-08T00:00+0100,2014,Zch_Rosengartenstrasse,122.71,71.36,135.7,4.04,11.67,0.0,,,,,
2014-01-09T00:00+0100,2014,Zch_Rosengartenstrasse,122.0,61.56,130.01,9.09,39.88,0.0,22.98,,,,
2014-01-10T00:00+0100,2014,Zch_Rosengartenstrasse,67.18,59.46,84.96,25.48,66.71,0.0,,,,,
2014-01-11T00:00+0100,2014,Zch_Rosengartenstrasse,57.51,49.48,71.98,2.6,7.63,0.0,,,,,
2014-01-12T00:00+0100,2014,Zch_Rosengartenstrasse,23.56,32.39,35.82,14.15,29.3,0.0,,,,,
2014-01-13T00:00+0100,2014,Zch_Rosengartenstrasse,64.95,48.31,77.34,9.4,19.67,0.0,,,,,
2014-01-14T00:00+0100,2014,Zch_Rosengartenstrasse,84.32,59.21,98.57,8.21,20.06,0.0,15.03,,,,
2014-01-15T00:00+0100,2014,Zch_Rosengartenstrasse,88.82,63.21,104.26,8.02,26.85,0.0,20.27,,,,
2014-01-16T00:00+0100,2014,Zch_Rosengartenstrasse,79.1,61.09,95.36,6.14,18.51,0.0,22.37,,,,
2014-01-17T00:00+0100,2014,Zch_Rosengartenstrasse,73.61,63.84,92.41,11.32,40.0,0.0,16.54,,,,
2014-01-18T00:00+0100,2014,Zch_Rosengartenstrasse,31.62,41.66,47.14,6.17,15.67,0.0,18.09,,,,
2014-01-19T00:00+0100,2014,Zch_Rosengartenstrasse,29.47,35.58,42.24,2.16,5.18,0.0,19.96,,,,
2014-01-20T00:00+0100,2014,Zch_Rosengartenstrasse,60.46,41.52,70.19,2.44,9.67,0.0,23.05,,,,
2014-01-21T00:00+0100,2014,Zch_Rosengartenstrasse,53.52,46.95,67.46,7.94,24.31,0.0,13.4,,,,
2014-01-22T00:00+0100,2014,Zch_Rosengartenstrasse,46.07,47.46,61.75,5.64,19.21,0.0,23.59,,,,
2014-01-23T00:00+0100,2014,Zch_Rosengartenstrasse,81.6,49.65,91.38,5.09,42.11,0.0,24.54,,,,
2014-01-24T00:00+0100,2014,Zch_Rosengartenstrasse,35.08,53.49,56.1,26.26,57.61,0.0,11.65,,,,
2014-01-25T00:00+0100,2014,Zch_Rosengartenstrasse,25.51,45.07,44.02,12.88,31.11,0.0,23.93,,,,
2014-01-26T00:00+0100,2014,Zch_Rosengartenstrasse,14.41,31.2,27.87,46.51,65.51,0.0,12.82,,,,
2014-01-27T00:00+0100,2014,Zch_Rosengartenstrasse,38.17,56.83,60.32,30.32,57.33,0.0,11.22,,,,
2014-01-28T00:00+0100,2014,Zch_Rosengartenstrasse,44.98,57.01,65.88,23.11,57.94,0.0,14.59,,,,
2014-01-29T00:00+0100,2014,Zch_Rosengartenstrasse,27.7,52.23,49.52,12.08,28.06,0.0,21.29,,,,
2014-01-30T00:00+0100,2014,Zch_Rosengartenstrasse,56.84,51.16,72.32,2.9,11.74,0.0,34.01,,,,
2014-01-31T00:00+0100,2014,Zch_Rosengartenstrasse,107.23,64.63,119.77,2.6,8.41,0.0,46.02,,,,
2014-02-01T00:00+0100,2014,Zch_Rosengartenstrasse,68.97,59.29,86.3,8.16,27.13,0.0,36.02,,,,
2014-02-02T00:00+0100,2014,Zch_Rosengartenstrasse,13.87,42.57,33.38,20.59,30.7,0.0,12.95,,,,
2014-02-03T00:00+0100,2014,Zch_Rosengartenstrasse,35.92,42.64,51.1,11.81,39.29,0.0,19.78,,,,
2014-02-04T00:00+0100,2014,Zch_Rosengartenstrasse,59.69,48.14,73.04,2.96,9.01,0.0,32.75,,,,
2014-02-05T00:00+0100,2014,Zch_Rosengartenstrasse,48.93,49.96,65.35,12.42,43.67,0.0,22.77,,,,
2014-02-06T00:00+0100,2014,Zch_Rosengartenstrasse,58.56,63.91,80.37,19.3,43.22,0.0,17.92,,,,
2014-02-07T00:00+0100,2014,Zch_Rosengartenstrasse,72.56,59.98,89.54,19.92,41.91,0.0,39.46,,,,
2014-02-08T00:00+0100,2014,Zch_Rosengartenstrasse,34.67,48.7,53.26,18.59,49.37,0.0,11.86,,,,
2014-02-09T00:00+0100,2014,Zch_Rosengartenstrasse,13.51,30.81,26.94,52.07,70.82,0.0,7.76,,,,
2014-02-10T00:00+0100,2014,Zch_Rosengartenstrasse,30.93,50.03,50.96,29.62,48.02,0.0,13.06,,,,
2014-02-11T00:00+0100,2014,Zch_Rosengartenstrasse,49.54,53.59,67.74,24.27,48.78,0.0,13.92,,,,
2014-02-12T00:00+0100,2014,Zch_Rosengartenstrasse,57.14,62.37,78.43,12.07,39.54,0.0,18.2,,,,
2014-02-13T00:00+0100,2014,Zch_Rosengartenstrasse,42.16,54.79,62.45,37.69,64.23,0.0,10.74,,,,
2014-02-14T00:00+0100,2014,Zch_Rosengartenstrasse,55.5,61.48,76.64,25.95,66.57,0.0,12.64,,,,
2014-02-15T00:00+0100,2014,Zch_Rosengartenstrasse,38.69,46.82,55.51,24.88,56.54,0.0,12.82,,,,
2014-02-16T00:00+0100,2014,Zch_Rosengartenstrasse,17.43,38.88,34.3,37.16,60.89,0.0,7.04,,,,
2014-02-17T00:00+0100,2014,Zch_Rosengartenstrasse,31.04,50.89,51.5,30.51,52.68,0.0,12.66,,,,
2014-02-18T00:00+0100,2014,Zch_Rosengartenstrasse,89.82,66.08,106.57,3.2,9.11,0.0,26.63,,,,
2014-02-19T00:00+0100,2014,Zch_Rosengartenstrasse,96.47,68.97,113.41,2.46,6.92,0.0,31.93,,,,
2014-02-20T00:00+0100,2014,Zch_Rosengartenstrasse,46.14,55.97,66.26,13.45,38.61,0.0,22.87,,,,
2014-02-21T00:00+0100,2014,Zch_Rosengartenstrasse,52.12,60.25,73.29,22.42,42.96,0.0,11.49,,,,
2014-02-22T00:00+0100,2014,Zch_Rosengartenstrasse,25.91,42.18,42.83,36.14,60.63,0.0,,,,,
2014-02-23T00:00+0100,2014,Zch_Rosengartenstrasse,13.96,35.94,29.98,40.34,61.49,0.0,,,,,
2014-02-24T00:00+0100,2014,Zch_Rosengartenstrasse,77.41,68.52,97.89,9.17,38.36,0.0,,,,,
2014-02-25T00:00+0100,2014,Zch_Rosengartenstrasse,70.15,73.11,94.48,16.36,59.43,0.0,22.87,,,,
2014-02-26T00:00+0100,2014,Zch_Rosengartenstrasse,42.32,59.53,65.06,20.88,47.44,0.0,19.55,,,,
2014-02-27T00:00+0100,2014,Zch_Rosengartenstrasse,37.63,44.93,53.66,34.86,51.16,0.0,10.78,,,,
2014-02-28T00:00+0100,2014,Zch_Rosengartenstrasse,26.68,40.72,42.68,43.65,62.82,0.0,9.24,,,,
2014-03-01T00:00+0100,2014,Zch_Rosengartenstrasse,23.25,37.91,38.47,49.14,62.28,0.0,7.99,,,,
2014-03-02T00:00+0100,2014,Zch_Rosengartenstrasse,13.17,34.36,28.52,27.71,45.32,0.0,13.01,,,,
2014-03-03T00:00+0100,2014,Zch_Rosengartenstrasse,58.55,60.01,78.32,18.51,45.72,0.0,18.49,,,,
2014-03-04T00:00+0100,2014,Zch_Rosengartenstrasse,56.43,65.5,79.5,13.74,24.32,0.0,16.46,,,,
2014-03-05T00:00+0100,2014,Zch_Rosengartenstrasse,33.66,45.85,50.96,24.95,52.29,0.0,19.17,,,,
2014-03-06T00:00+0100,2014,Zch_Rosengartenstrasse,22.19,44.6,41.11,26.12,59.37,0.0,32.09,,,,
2014-03-07T00:00+0100,2014,Zch_Rosengartenstrasse,61.35,66.17,83.79,14.59,47.03,0.0,46.52,,,,
2014-03-08T00:00+0100,2014,Zch_Rosengartenstrasse,27.33,45.23,45.57,31.33,77.65,0.0,41.15,,,,
2014-03-09T00:00+0100,2014,Zch_Rosengartenstrasse,20.41,52.24,43.68,33.22,78.27,0.0,48.92,,,,
2014-03-10T00:00+0100,2014,Zch_Rosengartenstrasse,70.96,97.49,107.88,23.89,76.0,0.0,60.09,,,,
2014-03-11T00:00+0100,2014,Zch_Rosengartenstrasse,34.05,60.51,58.94,30.32,56.35,0.0,56.12,,,,
2014-03-12T00:00+0100,2014,Zch_Rosengartenstrasse,66.31,95.06,102.88,21.59,54.83,0.0,45.83,,,,
2014-03-13T00:00+0100,2014,Zch_Rosengartenstrasse,100.93,112.04,139.51,14.41,64.47,0.0,84.08,,,,
2014-03-14T00:00+0100,2014,Zch_Rosengartenstrasse,72.6,86.85,103.62,20.92,78.74,0.0,88.8,,,,
2014-03-15T00:00+0100,2014,Zch_Rosengartenstrasse,32.16,54.76,54.42,31.0,84.25,0.0,53.2,,,,
2014-03-16T00:00+0100,2014,Zch_Rosengartenstrasse,17.78,42.21,36.32,43.91,71.71,0.0,16.88,,,,
2014-03-17T00:00+0100,2014,Zch_Rosengartenstrasse,64.87,93.33,100.81,22.56,58.84,0.0,42.3,,,,
2014-03-18T00:00+0100,2014,Zch_Rosengartenstrasse,45.94,68.14,72.47,34.6,71.08,0.0,39.72,,,,
2014-03-19T00:00+0100,2014,Zch_Rosengartenstrasse,33.78,58.65,57.76,37.79,62.03,0.0,20.41,,,,
2014-03-20T00:00+0100,2014,Zch_Rosengartenstrasse,51.4,74.24,80.03,21.23,62.58,0.0,36.45,,,,
2014-03-21T00:00+0100,2014,Zch_Rosengartenstrasse,49.54,71.3,77.0,36.29,77.07,0.0,44.8,,,,
2014-03-22T00:00+0100,2014,Zch_Rosengartenstrasse,17.97,41.2,35.95,47.49,70.0,0.0,16.18,,,,
2014-03-23T00:00+0100,2014,Zch_Rosengartenstrasse,14.15,31.05,27.58,51.5,62.91,0.0,8.17,,,,
2014-03-24T00:00+0100,2014,Zch_Rosengartenstrasse,43.18,57.37,64.62,30.55,50.14,0.0,11.87,,,,
2014-03-25T00:00+0100,2014,Zch_Rosengartenstrasse,30.15,48.92,49.76,29.45,65.76,0.0,20.45,,,,
2014-03-26T00:00+0100,2014,Zch_Rosengartenstrasse,22.87,39.31,38.89,30.89,46.87,0.0,24.03,,,,
2014-03-27T00:00+0100,2014,Zch_Rosengartenstrasse,65.93,72.15,90.59,19.24,72.01,0.0,33.44,,,,
2014-03-28T00:00+0100,2014,Zch_Rosengartenstrasse,50.67,69.04,76.73,23.5,80.58,0.0,32.44,,,,
2014-03-29T00:00+0100,2014,Zch_Rosengartenstrasse,19.58,60.0,47.07,35.78,91.1,0.0,25.72,,,,
2014-03-30T00:00+0100,2014,Zch_Rosengartenstrasse,28.85,67.34,58.34,31.75,100.93,0.0,21.73,,,,
2014-03-31T00:00+0100,2014,Zch_Rosengartenstrasse,51.06,77.0,81.2,33.54,114.92,0.0,30.06,,,,
2014-04-01T00:00+0100,2014,Zch_Rosengartenstrasse,45.62,78.09,77.41,36.57,92.1,0.0,35.52,,,,
2014-04-02T00:00+0100,2014,Zch_Rosengartenstrasse,46.56,72.3,75.14,40.86,86.67,0.0,33.68,,,,
2014-04-03T00:00+0100,2014,Zch_Rosengartenstrasse,49.3,80.63,81.68,14.85,39.36,0.0,50.55,,,,
2014-04-04T00:00+0100,2014,Zch_Rosengartenstrasse,67.39,69.44,90.34,13.47,43.99,0.0,64.91,,,,
2014-04-05T00:00+0100,2014,Zch_Rosengartenstrasse,24.25,43.85,42.37,11.28,21.45,0.0,34.54,,,,
2014-04-06T00:00+0100,2014,Zch_Rosengartenstrasse,14.04,37.06,30.64,29.71,77.3,0.0,23.01,,,,
2014-04-07T00:00+0100,2014,Zch_Rosengartenstrasse,51.02,58.44,71.47,24.16,55.5,0.0,27.65,,,,
2014-04-08T00:00+0100,2014,Zch_Rosengartenstrasse,34.34,49.66,53.5,38.51,64.25,0.0,,,,,
2014-04-09T00:00+0100,2014,Zch_Rosengartenstrasse,28.67,55.82,52.18,43.8,71.54,0.0,15.36,,,,
2014-04-10T00:00+0100,2014,Zch_Rosengartenstrasse,33.83,54.91,55.84,35.37,80.26,0.0,17.87,,,,
2014-04-11T00:00+0100,2014,Zch_Rosengartenstrasse,21.75,44.99,40.96,41.57,76.73,0.0,15.5,,,,
2014-04-12T00:00+0100,2014,Zch_Rosengartenstrasse,11.28,34.19,26.92,55.65,99.21,0.0,23.39,,,,
2014-04-13T00:00+0100,2014,Zch_Rosengartenstrasse,7.37,32.9,23.11,72.72,99.95,0.0,26.61,,,,
2014-04-14T00:00+0100,2014,Zch_Rosengartenstrasse,26.57,44.11,44.37,58.35,82.83,0.0,20.81,,,,
2014-04-15T00:00+0100,2014,Zch_Rosengartenstrasse,24.8,35.31,38.35,57.82,72.75,0.0,13.69,,,,
2014-04-16T00:00+0100,2014,Zch_Rosengartenstrasse,11.52,25.78,22.71,59.27,77.36,0.0,14.08,,,,
2014-04-17T00:00+0100,2014,Zch_Rosengartenstrasse,30.07,48.45,49.45,40.24,73.9,0.0,16.03,,,,
2014-04-18T00:00+0100,2014,Zch_Rosengartenstrasse,16.1,42.48,35.12,38.76,65.07,0.0,12.64,,,,
2014-04-19T00:00+0100,2014,Zch_Rosengartenstrasse,14.37,26.27,25.26,45.76,66.71,0.0,9.34,,,,
2014-04-20T00:00+0100,2014,Zch_Rosengartenstrasse,14.61,35.48,30.27,42.35,88.66,0.0,13.91,,,,
2014-04-21T00:00+0100,2014,Zch_Rosengartenstrasse,12.98,35.35,28.9,48.78,70.17,0.0,12.72,,,,
2014-04-22T00:00+0100,2014,Zch_Rosengartenstrasse,38.91,54.52,59.71,37.48,74.96,0.0,14.73,,,,
2014-04-23T00:00+0100,2014,Zch_Rosengartenstrasse,38.21,47.89,55.67,51.73,109.81,0.0,16.18,,,,
2014-04-24T00:00+0100,2014,Zch_Rosengartenstrasse,30.97,50.84,51.42,68.1,110.7,0.0,15.73,,,,
2014-04-25T00:00+0100,2014,Zch_Rosengartenstrasse,22.76,50.59,44.71,58.33,96.64,0.0,21.16,,,,
2014-04-26T00:00+0100,2014,Zch_Rosengartenstrasse,15.12,33.02,29.39,61.37,80.14,0.0,10.9,,,,
2014-04-27T00:00+0100,2014,Zch_Rosengartenstrasse,24.53,39.61,40.38,57.27,87.01,0.0,7.23,,,,
2014-04-28T00:00+0100,2014,Zch_Rosengartenstrasse,67.43,63.5,87.26,29.24,52.72,0.0,9.04,,,,
2014-04-29T00:00+0100,2014,Zch_Rosengartenstrasse,51.29,53.7,69.2,28.3,56.57,0.0,11.53,,,,
2014-04-30T00:00+0100,2014,Zch_Rosengartenstrasse,54.69,57.97,74.16,22.33,47.24,0.0,13.43,,,,
2014-05-01T00:00+0100,2014,Zch_Rosengartenstrasse,16.46,31.51,29.67,46.75,62.46,0.0,8.25,,,,
2014-05-02T00:00+0100,2014,Zch_Rosengartenstrasse,55.13,57.94,74.5,28.68,57.71,0.0,11.46,,,,
2014-05-03T00:00+0100,2014,Zch_Rosengartenstrasse,18.14,27.32,28.83,42.23,52.45,0.0,12.61,,,,
2014-05-04T00:00+0100,2014,Zch_Rosengartenstrasse,6.72,20.37,16.04,64.58,96.5,0.0,15.65,,,,
2014-05-05T00:00+0100,2014,Zch_Rosengartenstrasse,50.63,65.02,74.59,38.06,75.28,0.0,17.27,,,,
2014-05-06T00:00+0100,2014,Zch_Rosengartenstrasse,49.11,59.87,70.68,48.5,96.74,0.0,21.77,,,,
2014-05-07T00:00+0100,2014,Zch_Rosengartenstrasse,39.15,52.69,58.94,48.26,91.75,0.0,12.73,,,,
2014-05-08T00:00+0100,2014,Zch_Rosengartenstrasse,41.36,49.12,58.85,41.88,70.0,0.0,13.73,,,,
2014-05-09T00:00+0100,2014,Zch_Rosengartenstrasse,33.89,41.14,48.69,42.16,70.26,0.0,11.28,,,,
