"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2023-03-20T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",5.6,"provisorisch"
"2023-03-20T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",22.85,"provisorisch"
"2023-03-20T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",51.17,"provisorisch"
"2023-03-20T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",7.96,"provisorisch"
"2023-03-20T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",5.62,"provisorisch"
"2023-03-20T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",72.74,"provisorisch"
"2023-03-20T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-20T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",15820.22,"provisorisch"
"2023-03-20T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",28.7,"provisorisch"
"2023-03-20T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",14.28,"provisorisch"
"2023-03-20T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",32.99,"provisorisch"
"2023-03-20T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",38.61,"provisorisch"
"2023-03-20T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",9.55,"provisorisch"
"2023-03-20T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",5.77,"provisorisch"
"2023-03-20T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",59.99,"provisorisch"
"2023-03-20T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-20T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",11877.14,"provisorisch"
"2023-03-20T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",36.64,"provisorisch"
"2023-03-20T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",19.29,"provisorisch"
"2023-03-20T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",40.49,"provisorisch"
"2023-03-20T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",34.62,"provisorisch"
"2023-03-20T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",31.56,"provisorisch"
"2023-03-20T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",7.96,"provisorisch"
"2023-03-20T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",57.24,"provisorisch"
"2023-03-20T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-20T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",5.68,"provisorisch"
"2023-03-20T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.07,"provisorisch"
"2023-03-20T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",9.23,"provisorisch"
"2023-03-20T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",63.18,"provisorisch"
"2023-03-20T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",79.74,"provisorisch"
"2023-03-20T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-21T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.07,"provisorisch"
"2023-03-21T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.31,"provisorisch"
"2023-03-21T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",27.11,"provisorisch"
"2023-03-21T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",11.44,"provisorisch"
"2023-03-21T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",34.3,"provisorisch"
"2023-03-21T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",29.66,"provisorisch"
"2023-03-21T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",12.35,"provisorisch"
"2023-03-21T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.79,"provisorisch"
"2023-03-21T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",73.21,"provisorisch"
"2023-03-21T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-21T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",20945.57,"provisorisch"
"2023-03-21T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",35.3,"provisorisch"
"2023-03-21T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",19.18,"provisorisch"
"2023-03-21T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",38.1,"provisorisch"
"2023-03-21T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",24.5,"provisorisch"
"2023-03-21T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",12.51,"provisorisch"
"2023-03-21T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",7.47,"provisorisch"
"2023-03-21T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",54.39,"provisorisch"
"2023-03-21T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-21T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",13814.77,"provisorisch"
"2023-03-21T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",43.9,"provisorisch"
"2023-03-21T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",26.75,"provisorisch"
"2023-03-21T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",42.95,"provisorisch"
"2023-03-21T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",23.01,"provisorisch"
"2023-03-21T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",107.87,"provisorisch"
"2023-03-21T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",18.3,"provisorisch"
"2023-03-21T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",54.12,"provisorisch"
"2023-03-21T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-21T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.68,"provisorisch"
"2023-03-21T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.67,"provisorisch"
"2023-03-21T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.21,"provisorisch"
"2023-03-21T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",56.37,"provisorisch"
"2023-03-21T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",75.51,"provisorisch"
"2023-03-21T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-22T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.13,"provisorisch"
"2023-03-22T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.27,"provisorisch"
"2023-03-22T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",18.72,"provisorisch"
"2023-03-22T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",6.14,"provisorisch"
"2023-03-22T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",26.38,"provisorisch"
"2023-03-22T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",45.59,"provisorisch"
"2023-03-22T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",12.17,"provisorisch"
"2023-03-22T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.25,"provisorisch"
"2023-03-22T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",86.67,"provisorisch"
"2023-03-22T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-22T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",16550.49,"provisorisch"
"2023-03-22T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",26.63,"provisorisch"
"2023-03-22T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",11.02,"provisorisch"
"2023-03-22T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",34.03,"provisorisch"
"2023-03-22T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",37.73,"provisorisch"
"2023-03-22T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",11.51,"provisorisch"
"2023-03-22T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",6.96,"provisorisch"
"2023-03-22T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",85.51,"provisorisch"
"2023-03-22T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-22T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",13703.25,"provisorisch"
"2023-03-22T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",47.93,"provisorisch"
"2023-03-22T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",28.91,"provisorisch"
"2023-03-22T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",47.34,"provisorisch"
"2023-03-22T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",29.58,"provisorisch"
"2023-03-22T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",43.09,"provisorisch"
"2023-03-22T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",10.04,"provisorisch"
"2023-03-22T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",69.52,"provisorisch"
"2023-03-22T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-22T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",5.96,"provisorisch"
"2023-03-22T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.26,"provisorisch"
"2023-03-22T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",9.47,"provisorisch"
"2023-03-22T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",67.33,"provisorisch"
"2023-03-22T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",91.53,"provisorisch"
"2023-03-22T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-23T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.18,"provisorisch"
"2023-03-23T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.22,"provisorisch"
"2023-03-23T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",13.57,"provisorisch"
"2023-03-23T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.59,"provisorisch"
"2023-03-23T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",20.45,"provisorisch"
"2023-03-23T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",54.87,"provisorisch"
"2023-03-23T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",12.74,"provisorisch"
"2023-03-23T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",6.72,"provisorisch"
"2023-03-23T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",82.12,"provisorisch"
"2023-03-23T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-23T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",12610.02,"provisorisch"
"2023-03-23T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",22.01,"provisorisch"
"2023-03-23T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",8.9,"provisorisch"
"2023-03-23T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",28.44,"provisorisch"
"2023-03-23T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",50.21,"provisorisch"
"2023-03-23T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",11.51,"provisorisch"
"2023-03-23T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",6.44,"provisorisch"
"2023-03-23T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",72.97,"provisorisch"
"2023-03-23T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-23T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",11687.81,"provisorisch"
"2023-03-23T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",40.59,"provisorisch"
"2023-03-23T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",24.21,"provisorisch"
"2023-03-23T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",40.51,"provisorisch"
"2023-03-23T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",38.41,"provisorisch"
"2023-03-23T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",79.67,"provisorisch"
"2023-03-23T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",14.22,"provisorisch"
"2023-03-23T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",55.54,"provisorisch"
"2023-03-23T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-23T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.7,"provisorisch"
"2023-03-23T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.66,"provisorisch"
"2023-03-23T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",7.97,"provisorisch"
"2023-03-23T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",72.91,"provisorisch"
"2023-03-23T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",87.13,"provisorisch"
"2023-03-23T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-24T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.06,"provisorisch"
"2023-03-24T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.18,"provisorisch"
"2023-03-24T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",8.54,"provisorisch"
"2023-03-24T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.49,"provisorisch"
"2023-03-24T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",14.05,"provisorisch"
"2023-03-24T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",65.55,"provisorisch"
"2023-03-24T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",8.75,"provisorisch"
"2023-03-24T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",5.9,"provisorisch"
"2023-03-24T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",89.86,"provisorisch"
"2023-03-24T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-24T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",8767.8,"provisorisch"
"2023-03-24T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",14.4,"provisorisch"
"2023-03-24T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",6.03,"provisorisch"
"2023-03-24T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",18.29,"provisorisch"
"2023-03-24T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",63.47,"provisorisch"
"2023-03-24T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",8.73,"provisorisch"
"2023-03-24T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",5.59,"provisorisch"
"2023-03-24T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",89.58,"provisorisch"
"2023-03-24T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-24T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",7376.69,"provisorisch"
"2023-03-24T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",34.07,"provisorisch"
"2023-03-24T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",18.42,"provisorisch"
"2023-03-24T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",36.91,"provisorisch"
"2023-03-24T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",45.21,"provisorisch"
"2023-03-24T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",22.37,"provisorisch"
"2023-03-24T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",6.98,"provisorisch"
"2023-03-24T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",76.72,"provisorisch"
"2023-03-24T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-24T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.19,"provisorisch"
"2023-03-24T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.47,"provisorisch"
"2023-03-24T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",7.29,"provisorisch"
"2023-03-24T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",73.75,"provisorisch"
"2023-03-24T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",91.93,"provisorisch"
"2023-03-24T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-25T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.98,"provisorisch"
"2023-03-25T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.16,"provisorisch"
"2023-03-25T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",3.84,"provisorisch"
"2023-03-25T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",0.9,"provisorisch"
"2023-03-25T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",5.97,"provisorisch"
"2023-03-25T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",79.77,"provisorisch"
"2023-03-25T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",3.36,"provisorisch"
"2023-03-25T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",2.4,"provisorisch"
"2023-03-25T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",94.18,"provisorisch"
"2023-03-25T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-25T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",4241.5,"provisorisch"
"2023-03-25T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",6.73,"provisorisch"
"2023-03-25T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",2.81,"provisorisch"
"2023-03-25T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",8.56,"provisorisch"
"2023-03-25T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",78.44,"provisorisch"
"2023-03-25T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",4.09,"provisorisch"
"2023-03-25T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",2.12,"provisorisch"
"2023-03-25T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",94.19,"provisorisch"
"2023-03-25T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-25T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",4708.32,"provisorisch"
"2023-03-25T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",18.04,"provisorisch"
"2023-03-25T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",8.84,"provisorisch"
"2023-03-25T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",20.95,"provisorisch"
"2023-03-25T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",64.6,"provisorisch"
"2023-03-25T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",4.76,"provisorisch"
"2023-03-25T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",2.06,"provisorisch"
"2023-03-25T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",83.76,"provisorisch"
"2023-03-25T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-25T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",1.9,"provisorisch"
"2023-03-25T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.59,"provisorisch"
"2023-03-25T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",2.73,"provisorisch"
"2023-03-25T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",82.74,"provisorisch"
"2023-03-25T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",94.3,"provisorisch"
"2023-03-25T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-26T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.99,"provisorisch"
"2023-03-26T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.17,"provisorisch"
"2023-03-26T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",5.77,"provisorisch"
"2023-03-26T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.23,"provisorisch"
"2023-03-26T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",9.14,"provisorisch"
"2023-03-26T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",71,"provisorisch"
"2023-03-26T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",3.33,"provisorisch"
"2023-03-26T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",2.49,"provisorisch"
"2023-03-26T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",93.77,"provisorisch"
"2023-03-26T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-26T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",5181.71,"provisorisch"
"2023-03-26T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",7.12,"provisorisch"
"2023-03-26T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",1.97,"provisorisch"
"2023-03-26T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",10.6,"provisorisch"
"2023-03-26T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",70.03,"provisorisch"
"2023-03-26T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",4.11,"provisorisch"
"2023-03-26T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",2.23,"provisorisch"
"2023-03-26T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",92.47,"provisorisch"
"2023-03-26T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-26T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",5407.08,"provisorisch"
"2023-03-26T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",22.27,"provisorisch"
"2023-03-26T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",11.44,"provisorisch"
"2023-03-26T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",25.04,"provisorisch"
"2023-03-26T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",55.58,"provisorisch"
"2023-03-26T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",4.95,"provisorisch"
"2023-03-26T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",2.44,"provisorisch"
"2023-03-26T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",82.47,"provisorisch"
"2023-03-26T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-26T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",2.82,"provisorisch"
"2023-03-26T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.49,"provisorisch"
"2023-03-26T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",4.65,"provisorisch"
"2023-03-26T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",75.3,"provisorisch"
"2023-03-26T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",95.88,"provisorisch"
"2023-03-26T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-27T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.07,"provisorisch"
"2023-03-27T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.18,"provisorisch"
"2023-03-27T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",8.02,"provisorisch"
"2023-03-27T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2.46,"provisorisch"
"2023-03-27T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",11.58,"provisorisch"
"2023-03-27T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",73.19,"provisorisch"
"2023-03-27T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",6.13,"provisorisch"
"2023-03-27T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",3.93,"provisorisch"
"2023-03-27T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",86.92,"provisorisch"
"2023-03-27T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"provisorisch"
"2023-03-27T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",5907.33,"provisorisch"
"2023-03-27T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",23.89,"provisorisch"
"2023-03-27T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",14.44,"provisorisch"
"2023-03-27T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",23.56,"provisorisch"
"2023-03-27T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",65.14,"provisorisch"
"2023-03-27T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",7.37,"provisorisch"
"2023-03-27T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",4.03,"provisorisch"
"2023-03-27T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",85.06,"provisorisch"
