"id","lokalisationsname","messwert_von","messwert_bis","temporegime","temporegime_technical","umgesetzt_datum","rechtskraeftig_datum","publiziert_vsi_datum","ausnahmen_fahrverbot","fahrverbot_ssv","objectid"
"976","Rainstrasse","401.36600000","639.05300000","T20","T20","","","","","","5337"
"980","Regina-Kägi-Hof","0.00000000","48.52400000","Fahrverbot","T0","","","","","","5338"
"984","Schienengasse","0.00000000","82.80400000","T30","T30","20150817000000","","","","","5339"
"988","Marsstrasse","0.00000000","96.71900000","T50","T50","","","","","","5340"
"992","Dreiwiesenstrasse","0.00000000","252.73100000","T50","T50","","","","","","5341"
"1012","Malergasse","0.00000000","63.93700000","Fahrverbot","T0","","","","","","5342"
"1031","Staffelhof","0.00000000","70.53800000","T20","T20","","","","","","5343"
"1055","Wettingerwies","0.00000000","64.19300000","T50","T50","","","","","","5344"
"1074","Josefstrasse","430.54000000","497.32000000","T30","T30","","","","","","5345"
"1087","Zinnengasse","0.00000000","51.42900000","Fahrverbot","T0","","","","","","5346"
"1109","Martinstrasse","0.00000000","173.90000000","T30","T30","","","","","","5347"
"1134","Regensbergbrücke","0.00000000","84.23300000","T50","T50","","","","","","5348"
"1146","Wipkingerbrücke","0.00000000","149.50100000","T50","T50","","","","","","5349"
"1159","Mommsenstrasse","0.00000000","59.39900000","T30","T30","","","","","","5350"
"1184","Alte Feldeggstrasse","47.00000000","131.73400000","T30","T30","","","","","","5351"
"1198","Feldgütliweg","0.00000000","75.92100000","T30","T30","","","","","","5352"
"1219","Tobeleggweg","0.00000000","41.33400000","Fahrverbot","T0","","","","","","5353"
"1243","Regensbergstrasse","557.73200000","680.98300000","T50","T50","","","","","","5354"
"1274","Kernstrasse","349.15200000","424.84700000","T30","T30","","","","","","5355"
"1276","Zeunersteig","0.00000000","70.40700000","Fahrverbot","T0","","","","","","5356"
"1309","Saatlenstrasse","0.00000000","59.12700000","T20","T20","20141105000000","","","","","5357"
"1315","Bullingerhof","396.32700000","524.27900000","Fahrverbot","T0","","","","","","5358"
"1346","Idastrasse","0.00000000","267.99500000","T30","T30","","","","","","5359"
"1360","Friedensgasse","0.00000000","93.57300000","T30","T30","","","","","","5360"
"1383","Im Hofgarten","0.00000000","89.22700000","Fahrverbot","T0","","","","","","5361"
"1401","Werikonweg","0.00000000","90.80600000","Fahrverbot","T0","","","","","","5362"
"1415","Arvenweg","0.00000000","128.87300000","Fahrverbot","T0","","","","","","5363"
"1447","Giebeleich","107.00000000","128.96400000","Fahrverbot","T0","","","","","","5364"
"1475","Regina-Kägi-Strasse","0.00000000","29.78200000","Fahrverbot","T0","","","","","","5365"
"1494","Gotthardstrasse","424.33900000","505.15300000","T50","T50","","","","","","5366"
"1513","Waidstrasse","350.31700000","390.60200000","Fahrverbot","T0","","","","","","5367"
"1549","Lintheschergasse","0.00000000","146.44100000","Fahrverbot","T0","","","","","","5368"
"1849","Laurenzgasse","0.00000000","102.78300000","T50","T50","","","","","","5369"
"1862","Kasinostrasse","0.00000000","187.53100000","T30","T30","","","","","","5370"
"1898","Heerenschürlistrasse","0.00000000","204.45900000","Fahrverbot","T0","","","","","","5371"
"1904","Wannerstrasse","176.49900000","217.67800000","Fahrverbot","T0","","","","","","5372"
"1907","Fritz-Heeb-Weg","0.00000000","71.41800000","Fahrverbot","T0","","","","","","5373"
"1912","Grünhaldenstrasse","0.00000000","74.99500000","T30","T30","","","","","","5374"
"1918","St. Moritzstrasse","0.00000000","180.78500000","T30","T30","","","","","","5375"
"1937","Schmidgasse","0.00000000","54.09300000","Fahrverbot","T0","","","","","","5376"
"1948","Peterstobelweg","0.00000000","625.12000000","Fahrverbot","T0","","","","","","5377"
"2243","Leimgasse","0.00000000","33.63200000","T30","T30","","","","","","5378"
"2247","Moränenstrasse","0.00000000","100.76400000","T30","T30","","","","","","5379"
"2270","Riedackerstrasse","0.00000000","154.45000000","Fahrverbot","T0","","","","","","5380"
"2290","Maneggplatz","591.02100000","620.39000000","Fahrverbot","T0","","","","","","5381"
"2307","Louis-Favre-Platz","0.00000000","15.48500000","Fahrverbot","T0","","","","","","5382"
"2346","Leonhardsteig","0.00000000","70.35100000","Fahrverbot","T0","","","","","","5383"
"2359","Füsslistrasse","0.00000000","111.98400000","Fahrverbot","T0","","","","","","5384"
"2384","Spitzackerstrasse","0.00000000","68.33800000","Fahrverbot","T0","","","","","","5385"
"2401","Kieselgasse","0.00000000","101.65600000","T20","T20","","","","","","5386"
"2422","Nüschelerstrasse","423.00100000","438.23000000","Fahrverbot","T0","","","","","","5387"
"2446","Edenstrasse","0.00000000","123.19100000","T30","T30","","","","","","5388"
"2465","Bremgartnerstrasse","355.55600000","472.59800000","T30","T30","","","","","","5389"
"2484","Lindenstrasse","246.53100000","373.44700000","T30","T30","","","","","","5390"
"2507","Klarastrasse","0.00000000","90.03500000","T30","T30","20180919000000","","","","","5391"
"2522","Röslistrasse","208.63600000","270.86300000","T30","T30","","","","","","5392"
"2545","Stierliweg","0.00000000","119.93400000","T30","T30","","","","","","5393"
"2568","Hörnlistrasse","0.00000000","83.00100000","T30","T30","","","","","","5394"
"2582","Sportweg","0.00000000","172.14300000","T30","T30","20200803000000","","20161116000000","","","5395"
"2621","Freiensteinstrasse","0.00000000","74.90200000","T30","T30","","","","","","5396"
"2640","Weite Gasse","0.00000000","62.29500000","Fahrverbot","T0","","","","","","5397"
"2663","Tuggenerweg","0.00000000","24.00000000","T30","T30","","","","","","5398"
"2676","Hardbrücke","0.00000000","94.99700000","T50","T50","","","","","","5399"
"2720","Haselweg","0.00000000","73.80800000","Fahrverbot","T0","20190114000000","","","","","5400"
"2739","Pelikanplatz","0.00000000","34.08500000","T50","T50","","","","","","5401"
"2759","Zwischenbächen","0.00000000","100.36500000","T30","T30","","","","","","5402"
"2777","Schlehdornweg","0.00000000","45.06600000","T30","T30","","","","","","5403"
"1973","Wannerstrasse","0.00000000","176.49900000","T50","T50","","","","","","5404"
"1980","Gubelplatz","104.84900000","113.90800000","T30","T30","","","","","","5405"
"1984","Bernerstrasse Nord","1653.48500000","1726.44300000","T60","T60","","","","","","5406"
"1994","Europabrücke","0.00000000","153.00000000","T50","T50","","","","","","5407"
"2020","Edisonstrasse","201.78500000","205.83000000","Fahrverbot","T0","20141111000000","","","","","5408"
"2034","Kappelerhof","373.93500000","394.75000000","Fahrverbot","T0","","","","","","5409"
"2054","Sihlamtsstrasse","128.48700000","148.23800000","T20","T20","","","","","","5410"
"2075","Sihlporte","187.61800000","217.06600000","T50","T50","","","","","","5411"
"2092","Else-Lasker-Schüler-Weg","0.00000000","103.83100000","T30","T30","20191016000000","","","","","5412"
"2108","Zwyssigstrasse","0.00000000","200.28300000","T30","T30","","","","","","5413"
"2126","Rotachstrasse","194.11500000","265.82400000","T50","T50","","","","","","5414"
"2140","Welchogasse","0.00000000","74.25200000","Fahrverbot","T0","","","","","","5415"
"2158","Baumgasse","0.00000000","78.08700000","T30","T30","","","","","","5416"
"2179","Traubenstrasse","0.00000000","53.64500000","T30","T30","","","","","","5417"
"2204","Gämsenstrasse","0.00000000","162.57100000","T30","T30","","","","","","5418"
"2222","Altstetterplatz","49.19600000","137.34200000","T50","T50","","","","","","5419"
"3580","Börsenstrasse","139.63000000","249.09300000","T50","T50","20161219000000","","","","","5420"
"3588","Idaplatz","0.00000000","23.65300000","Fahrverbot","T0","","","","","","5421"
"3608","Allmendstrasse","4637.38100000","4886.79400000","T60","T60","","","","","","5422"
"3624","Riedtlistrasse","288.03700000","455.01700000","T50","T50","","","","","","5423"
"3639","Klosbachstrasse","484.37200000","514.96100000","T30","T30","20180919000000","","","","","5424"
"3663","Sumatrastrasse","374.73500000","419.14000000","Fahrverbot","T0","","","","","","5425"
"3680","Cäsar-Ritz-Strasse","0.00000000","177.11800000","T30","T30","","","","","","5426"
"3712","Drehergasse","0.00000000","33.73000000","Fahrverbot","T0","","","","","","5427"
"3721","Imbisbühlhalde","0.00000000","110.58400000","T30","T30","","","","","","5428"
"3733","Kaspar-Winkler-Weg","0.00000000","68.61000000","Fahrverbot","T0","","","","","","5429"
"3755","Quittenstrasse","0.00000000","59.93300000","T30","T30","","","","","","5430"
"3767","Stöckentobelweg","0.00000000","2359.05000000","Fahrverbot","T0","","","","","","5431"
"3781","Chorherrenweg","0.00000000","46.94600000","Fahrverbot","T0","","","","","","5432"
"3796","Werdmühleplatz","304.68300000","348.62000000","T30","T30","20170724000000","","","","","5433"
"3814","Denzlerstrasse","0.00000000","121.31100000","T30","T30","","","","","","5434"
"3822","Murhaldenweg","0.00000000","45.73800000","Fahrverbot","T0","","","","","","5435"
"2795","Haspelstrasse","75.40200000","155.72100000","Fahrverbot","T0","","","","","","5436"
"2807","Mittelstrasse","0.00000000","52.25900000","T30","T30","","","","","","5437"
"147","Pflanzschulstrasse","0.00000000","365.21100000","T30","T30","","","","","","5438"
"148","Hottingerplatz","131.51700000","189.69800000","T50","T50","","","","","","5439"
"149","Feldstrasse","0.00000000","349.73200000","T30","T30","","","","","","5440"
"163","Oerlikerpark","719.22100000","812.15800000","Fahrverbot","T0","","","","","","5441"
"190","Rebgasse","0.00000000","61.97800000","T30","T30","","","","","","5442"
"205","Lutherstrasse","18.00000000","129.19400000","T30","T30","","","","","","5443"
"229","Napfgasse","0.00000000","62.69200000","Fahrverbot","T0","","","","","","5444"
"254","Bullingerplatz","0.00000000","33.27200000","T20","T20","","","","","","5445"
"273","Genossenschaftsstrasse","0.00000000","88.42900000","Fahrverbot","T0","","","","","","5446"
"435","Regina-Kägi-Hof","58.06100000","226.53100000","Fahrverbot","T0","","","","","","5447"
"453","Micafilstrasse","0.00000000","171.87000000","Fahrverbot","T0","","","","","","5448"
"468","Riedmattstrasse","0.00000000","131.10100000","T30","T30","","","","","","5449"
"486","Eichbühlstrasse","318.79100000","454.79900000","T30","T30","","","","","","5450"
"523","Im Grund","0.00000000","115.59600000","T30","T30","","","","","","5451"
"544","James-Joyce-Strasse","0.00000000","52.75600000","T30","T30","20191016000000","","","","","5452"
"558","Kleinalbis","432.65900000","614.16700000","T20","T20","","","","","","5453"
"574","Schäracher","111.99900000","154.93800000","Fahrverbot","T0","","","","","","5454"
"592","Hardaustrasse","0.00000000","34.49100000","Fahrverbot","T0","","","","","","5455"
"613","Köchlistrasse","0.00000000","194.19800000","T20","T20","","","","","","5456"
"632","Schürliweg","0.00000000","68.48600000","Fahrverbot","T0","","","","","","5457"
"660","Kreuzplatz","124.44900000","186.06600000","T50","T50","","","","","","5458"
"689","Silvrettaweg","0.00000000","108.99900000","T30","T30","","","","","","5459"
"700","Spitalgasse","0.00000000","82.29800000","Fahrverbot","T0","","","","","","5460"
"291","Goldauerstrasse","0.00000000","30.00000000","Fahrverbot","T0","20191030000000","","","","","5461"
"308","Gubelplatz","0.00000000","33.59300000","Fahrverbot","T0","","","","","","5462"
"340","Hirschengasse","0.00000000","69.05700000","Fahrverbot","T0","","","","","","5463"
"357","Hardaupark","1050.67800000","1056.95900000","Fahrverbot","T0","","","","","","5464"
"383","Ballonstrasse","0.00000000","87.93300000","Fahrverbot","T0","","","","","","5465"
"410","Peter-Debye-Weg","0.00000000","230.93800000","Fahrverbot","T0","","","","","","5466"
"5","Rislingstrasse","0.00000000","100.19800000","T30","T30","","","","","","5467"
"32","Ruggächeranlage","475.03100000","494.33800000","Fahrverbot","T0","","","","","","5468"
"44","Spyriplatz","0.00000000","55.62300000","T50","T50","","","","","","5469"
"54","Storchengasse","67.27600000","115.73600000","Fahrverbot","T0","","","","","","5470"
"65","A3W","3557.02400000","3616.09100000","T50","T50","","","","","","5471"
"66","Achermannweg","0.00000000","134.12000000","Fahrverbot","T0","","","","","","5472"
"71","Albert-Näf-Platz","0.00000000","28.88600000","T50","T50","","","","","","5473"
"77","Alte Feldeggstrasse","0.00000000","47.00000000","Fahrverbot","T0","","","","","","5474"
"95","Arnikaweg","0.00000000","86.72000000","Fahrverbot","T0","","","","","","5475"
"113","Fernsehstrasse","0.00000000","27.59100000","T50","T50","","","","","","5476"
"130","Höcklerweg","0.00000000","125.84600000","Fahrverbot","T0","","","","","","5477"
"1571","Hedwigsteig","0.00000000","63.44900000","Fahrverbot","T0","","","","","","5478"
"1591","Turbinenplatz","103.81500000","285.72300000","Fahrverbot","T0","","","","","","5479"
"1608","Gujerstrasse","0.00000000","82.65000000","T30","T30","","","","","","5480"
"1629","Allmendstrasse","0.00000000","112.90400000","T50","T50","","","","","","5481"
"1652","Baurstrasse","144.22500000","255.91800000","T30","T30","","","","","","5482"
"1671","Seehofstrasse","0.00000000","21.00000000","Fahrverbot","T0","","","","","","5483"
"1703","Bäulisteig","0.00000000","51.50000000","Fahrverbot","T0","","","","","","5484"
"1718","Hirschwiesenstrasse","1165.38200000","1300.25700000","T50","T50","","","","","","5485"
"1731","Ulmbergtunnel","0.00000000","8.10700000","T50","T50","","","","","","5486"
"1755","Lehensteig","126.11100000","200.20800000","Fahrverbot","T0","","","","","","5487"
"1772","Hohlstrasse","295.86300000","393.65400000","Fahrverbot","T0","","","","","","5488"
"1792","Lunastrasse","0.00000000","59.83400000","T20","T20","20220607000000","","","","","5489"
"1808","Dora-Staudinger-Strasse","0.00000000","148.67200000","T20","T20","","","","","","5490"
"1825","Brunnwiesenstrasse","106.37300000","143.61000000","T20","T20","","","","","","5491"
"723","Schiffbaustrasse","0.00000000","87.43600000","T20","T20","","","","","","5492"
"765","Ritterstrasse","0.00000000","113.09000000","Fahrverbot","T0","","","","","","5493"
"785","Gratweg","0.00000000","849.84100000","Fahrverbot","T0","","","","","","5494"
"812","Zielackerstrasse","112.13400000","171.66600000","T20","T20","20151109000000","","","","","5495"
"829","Heidegraben","0.00000000","62.89400000","Fahrverbot","T0","","","","","","5496"
"855","Schwalbenweg","0.00000000","59.89200000","T30","T30","","","","","","5497"
"867","Röntgenplatz","0.00000000","35.78500000","Fahrverbot","T0","","","","","","5498"
"901","Aprikosenstrasse","0.00000000","22.50000000","Fahrverbot","T0","","","","","","5499"
"921","Einfangstrasse","0.00000000","115.27600000","T20","T20","20151026000000","","","","","5500"
"935","St. Jakobstrasse","0.00000000","65.89600000","T50","T50","","","","","","5501"
"944","Höcklerstrasse","0.00000000","2799.94700000","Fahrverbot","T0","","","","","","5502"
"2822","namenlos328","0.00000000","81.28300000","T50","T50","","","","","","5503"
"2829","Spitzackerstrasse","198.03400000","281.32800000","Fahrverbot","T0","","","","","","5504"
"2836","Eggweg","156.92500000","189.75600000","Fahrverbot","T0","","","","","","5505"
"2837","Mühlackerweg","383.79400000","445.46900000","T50","T50","","","","","","5506"
"2844","Birchstrasse","2385.48700000","2450.51700000","T30","T30","","","","","","5507"
"2859","namenlos91","0.00000000","89.66600000","Fahrverbot","T0","","","","","","5508"
"2874","Pfarrhausstrasse","0.00000000","56.56100000","T20","T20","","","","","","5509"
"2894","Schmidhofgasse","0.00000000","88.59300000","Fahrverbot","T0","","","","","","5510"
"2914","Biketrail Triemli","2246.72600000","2903.35400000","Fahrverbot","T0","","","","","","5511"
"2921","Hoffnungsstrasse","0.00000000","99.23000000","T30","T30","","","","","","5512"
"2931","Besenrainweg","0.00000000","106.60900000","Fahrverbot","T0","","","","","","5513"
"2948","Wolframplatz","517.48200000","577.19300000","Fahrverbot","T0","","","","","","5514"
"2963","Gubelhangstrasse","99.89200000","158.54800000","T30","T30","","","","","","5515"
"2987","Milchbuckstrasse","556.22400000","647.95600000","Fahrverbot","T0","","","","","","5516"
"3009","Walchetor","0.00000000","29.27400000","Fahrverbot","T0","","","","","","5517"
"3028","Triemlistrasse","84.60000000","100.94300000","Fahrverbot","T0","","","","","","5518"
"3048","Wilfriedstrasse","0.00000000","143.98600000","T30","T30","","","","","","5519"
"3065","Thomasweg","0.00000000","95.60700000","T30","T30","","","","","","5520"
"3087","Bachtelweg","0.00000000","85.00000000","T30","T30","","","","","","5521"
"3114","Locher-Oeri-Platz","0.00000000","174.95100000","Fahrverbot","T0","","","","","","5522"
"3147","Jakob-Peter-Weg","129.30200000","310.87500000","T20","T20","","","","","","5523"
"3169","Sternenstrasse","269.36400000","305.89200000","T30","T30","","","","","","5524"
"3188","Am Börtli","0.00000000","90.07300000","T30","T30","","","","","","5525"
"3200","Schützenrain","240.00000000","330.37900000","Fahrverbot","T0","","","","","","5526"
"3227","Oberer Bodenweg","235.96100000","285.84300000","Fahrverbot","T0","","","","","","5527"
"3251","Georg-Baumberger-Weg","0.00000000","172.74300000","T20","T20","","","","","","5528"
"3283","Sädleneggweg","0.00000000","1320.51300000","Fahrverbot","T0","","","","","","5529"
"3285","Steinfelsplatz","0.00000000","46.21000000","Fahrverbot","T0","","","","","","5530"
"3318","Reitergasse","0.00000000","98.50700000","T50","T50","","","","","","5531"
"3328","Heideggerweg","234.61400000","249.40900000","Fahrverbot","T0","","","","","","5532"
"3337","Grubenackerstrasse","600.94800000","685.41900000","Fahrverbot","T0","","","","","","5533"
"3353","Neue Winterthurerstrasse Wallisellen","97.19400000","174.86200000","T50","T50","","","","","","5534"
"3371","Im Isengrind","0.00000000","119.80700000","T30","T30","","","","","","5535"
"16","Rosenhof","0.00000000","135.55800000","Fahrverbot","T0","","","","","","5536"
"18","Sihlfeldstrasse","349.47700000","746.40400000","T30","T30","","","","","","5537"
"27","Rudenzweg","335.46300000","432.00100000","T20","T20","","","","","","5538"
"61","A1L","4390.62700000","4778.53900000","T60","T60","","","","","","5539"
"68","Aemmerliweg","0.00000000","156.19100000","T30","T30","","","","","","5540"
"73","Albertstrasse","0.00000000","128.06800000","T30","T30","","","","","","5541"
"104","Brüggliäcker","125.47500000","251.48800000","T30","T30","","","","","","5542"
"112","Felsenstrasse","0.00000000","115.00200000","Fahrverbot","T0","","","","","","5543"
"120","Dreispitz","0.00000000","78.56500000","T30","T30","","","","","","5544"
"128","Hirtenweg","127.01800000","230.42500000","Fahrverbot","T0","","","","","","5545"
"139","Holzmatt","0.00000000","81.04600000","Fahrverbot","T0","","","","","","5546"
"140","Honeggerweg","0.00000000","122.18600000","Fahrverbot","T0","","","","","","5547"
"145","Hornergasse","0.00000000","55.00700000","Fahrverbot","T0","","","","","","5548"
"86","Am Wettingertobel","351.81600000","373.45900000","T30","T30","","","","","","5549"
"96","Arosasteig","0.00000000","164.19100000","Fahrverbot","T0","","","","","","5550"
"235","Riedhofweg","0.00000000","184.13200000","Fahrverbot","T0","","","","","","5551"
"242","Birchplatz","91.58000000","128.66400000","T50","T50","","","","","","5552"
"255","Hürstholzstrasse","0.00000000","189.19100000","T20","T20","","","","","","5553"
"256","Friedrich-Glauser-Gasse","0.00000000","40.59900000","Fahrverbot","T0","","","","","","5554"
"260","Wiesendangerstrasse","0.00000000","121.84100000","T20","T20","","","","","","5555"
"159","Helvetiaplatz","0.00000000","156.74900000","Fahrverbot","T0","","","","","","5556"
"166","Burenweg","0.00000000","53.80100000","T30","T30","","","","","","5557"
"172","Bus Wende Waidhof","0.00000000","31.28200000","Fahrverbot","T0","","","","","","5558"
"185","Paul-Burkhard-Strasse","0.00000000","293.54200000","Fahrverbot","T0","","","","","","5559"
"186","Paul-Hindemith-Weg","0.00000000","80.14600000","Fahrverbot","T0","","","","","","5560"
"195","Landenbergstrasse","0.00000000","133.34600000","T20","T20","","","","","","5561"
"196","Nordsteig","0.00000000","47.55200000","Fahrverbot","T0","","","","","","5562"
"197","Nansenstrasse","0.00000000","129.54300000","T30","T30","20141111000000","","","","","5563"
"198","Allmendstrasse","1811.79000000","2307.53900000","T50","T50","","","","","","5564"
"206","Josefstrasse","529.09400000","743.78100000","T20","T20","","","","","","5565"
"214","Eichacker","0.00000000","156.32100000","T20","T20","20220118000000","","","","","5566"
"222","Mainaustrasse","0.00000000","30.50000000","Fahrverbot","T0","","","","","","5567"
"225","Brunaubrücke","0.00000000","101.74300000","T60","T60","","","","","","5568"
"230","Klusplatz","0.00000000","20.58400000","T50","T50","","","","","","5569"
"266","Fuchsiastrasse","159.99900000","222.84200000","T30","T30","","","","","","5570"
"275","Grütstrasse","0.00000000","323.80600000","T20","T20","","","","","","5571"
"279","Höschgasse","0.00000000","126.69200000","T50","T50","","","","","","5572"
"469","Conrad-Ferdinand-Meyer-Strasse","0.00000000","184.58200000","T30","T30","","","","","","5573"
"472","Dora-Staudinger-Strasse","148.67200000","159.64800000","Fahrverbot","T0","","","","","","5574"
"480","Eduard-Imhof-Strasse","296.49800000","324.68300000","Fahrverbot","T0","","","","","","5575"
"485","Eichbühlstrasse","454.79900000","556.06500000","Fahrverbot","T0","","","","","","5576"
"493","Ekkehardsteig","0.00000000","73.01000000","Fahrverbot","T0","","","","","","5577"
"508","Neugutstrasse","0.00000000","67.32600000","T30","T30","","","","","","5578"
"512","Fritz-Heeb-Weg","94.52700000","258.98700000","T50","T50","","","","","","5579"
"521","Im Birkenhof","409.84400000","416.41100000","T20","T20","","","","","","5580"
"285","Glasmalergasse","0.00000000","62.29800000","T30","T30","","","","","","5581"
"436","Regina-Kägi-Hof","539.11300000","588.78500000","Fahrverbot","T0","","","","","","5582"
"440","Traugottstrasse","0.00000000","73.38000000","T30","T30","","","","","","5583"
"447","Staudenbühlstrasse","0.00000000","39.34900000","Fahrverbot","T0","","","","","","5584"
"454","Mirabellenstrasse","0.00000000","97.74600000","T30","T30","","","","","","5585"
"627","Schönauweg","226.67200000","317.95900000","T30","T30","","","","","","5586"
"638","Freilagerweg","0.00000000","30.83200000","Fahrverbot","T0","","","","","","5587"
"641","Technoparkstrasse","86.10200000","302.94400000","T20","T20","","","","","","5588"
"648","Klosterweg","0.00000000","262.58800000","T30","T30","","","","","","5589"
"649","Klusweg","0.00000000","360.08300000","T30","T30","","","","","","5590"
"654","Konradstrasse","0.00000000","55.07400000","Fahrverbot","T0","","","","","","5591"
"656","Kosakenweg","0.00000000","56.64500000","T30","T30","","","","","","5592"
"530","Im Schaber","73.50000000","174.19000000","Fahrverbot","T0","","","","","","5593"
"534","Im Walder","0.00000000","178.12500000","T30","T30","","","","","","5594"
"543","Jakob-Peter-Weg","310.87500000","356.17300000","Fahrverbot","T0","","","","","","5595"
"546","Jucheggstrasse","0.00000000","1747.90500000","Fahrverbot","T0","","","","","","5596"
"550","Hochfarbstrasse","0.00000000","34.33800000","T30","T30","","","","","","5597"
"556","Kleinalbis","216.48500000","399.09700000","T20","T20","","","","","","5598"
"577","Scheibenrain","0.00000000","213.82500000","Fahrverbot","T0","","","","","","5599"
"585","Helen-Keller-Strasse","0.00000000","110.11300000","T30","T30","","","","","","5600"
"588","Luisenstrasse","75.99800000","269.38300000","T20","T20","","","","","","5601"
"596","Hardhof","522.01900000","686.36400000","Fahrverbot","T0","","","","","","5602"
"601","Haspelstrasse","0.00000000","75.40200000","Fahrverbot","T0","","","","","","5603"
"612","Bäckeranlage","0.00000000","250.19800000","Fahrverbot","T0","","","","","","5604"
"622","Schleifergasse","0.00000000","65.65100000","Fahrverbot","T0","","","","","","5605"
"662","Kruggasse","0.00000000","58.82000000","Fahrverbot","T0","","","","","","5606"
"672","Schwingerstrasse","0.00000000","64.13800000","T30","T30","","","","","","5607"
"296","Griesernweg","0.00000000","393.93100000","T30","T30","","","","","","5608"
"312","Guldinerweg","0.00000000","83.44700000","T30","T30","","","","","","5609"
"316","Hädrichstrasse","0.00000000","145.93700000","Fahrverbot","T0","","","","","","5610"
"326","Olgaweg","0.00000000","112.74200000","Fahrverbot","T0","","","","","","5611"
"334","Hertersteg","0.00000000","176.32400000","Fahrverbot","T0","","","","","","5612"
"338","Himmelsleiterli","0.00000000","69.30900000","Fahrverbot","T0","","","","","","5613"
"681","Serpentinweg","0.00000000","238.96600000","Fahrverbot","T0","","","","","","5614"
"683","Freilagerweg","185.40000000","234.34100000","Fahrverbot","T0","","","","","","5615"
"685","Sihlporte","38.58200000","63.64300000","T50","T50","","","","","","5616"
"694","Sophie-Albrecht-Weg","0.00000000","42.44100000","Fahrverbot","T0","","","","","","5617"
"702","St. Jakobstrasse","65.89600000","111.99900000","Fahrverbot","T0","","","","","","5618"
"705","Tram Bucheggplatz","268.64100000","392.74100000","Fahrverbot","T0","","","","","","5619"
"1556","A1","919.30000000","1406.13700000","T120","T120","","","","","","5620"
"1569","Köschenrütistrasse","781.48500000","942.15100000","Fahrverbot","T0","","","","","","5621"
"1575","Weidmannstrasse","169.29200000","179.75000000","Fahrverbot","T0","","","","","","5622"
"341","Hirslandersteig","0.00000000","40.41900000","T20","T20","","","","","","5623"
"345","Corrodisteig","0.00000000","150.87600000","Fahrverbot","T0","","","","","","5624"
"352","Langackerstrasse","0.00000000","288.30600000","T30","T30","","","","","","5625"
"359","Weststrasse","298.34900000","412.72800000","T30","T30","","","","","","5626"
"365","Hegibachstrasse","598.80100000","609.13600000","T30","T30","","","","","","5627"
"370","Sternenstrasse","0.00000000","89.41000000","T50","T50","","","","","","5628"
"375","Motorenstrasse","173.95200000","210.48300000","T30","T30","","","","","","5629"
"382","Hürstringstrasse","0.00000000","244.95500000","T20","T20","","","","","","5630"
"387","Batteriesteig","0.00000000","937.57100000","Fahrverbot","T0","","","","","","5631"
"397","Berneggweg","79.84900000","225.56000000","T30","T30","20151207000000","","","","","5632"
"404","Etzelsteig","0.00000000","71.20200000","Fahrverbot","T0","","","","","","5633"
"413","Pfingstweid","0.00000000","418.32600000","Fahrverbot","T0","","","","","","5634"
"420","Promenadengasse","194.71700000","277.37100000","Fahrverbot","T0","","","","","","5635"
"1587","Bahnhofplatz","0.00000000","91.12200000","T50","T50","","","","","","5636"
"1589","Trottweg","0.00000000","23.81200000","Fahrverbot","T0","","","","","","5637"
"1592","Turmstrasse","0.00000000","223.73300000","Fahrverbot","T0","","","","","","5638"
"1621","Im Tiergarten","0.00000000","307.82600000","Fahrverbot","T0","","","","","","5639"
"1630","Rudolfstrasse","0.00000000","94.90800000","T30","T30","","","","","","5640"
"3393","Verrucanoweg","0.00000000","90.49000000","Fahrverbot","T0","","","","","","5641"
"3398","Nelkenstrasse","0.00000000","184.38500000","T30","T30","","","","","","5642"
"3404","Stotzweg","113.20900000","188.94300000","T30","T30","","","","","","5643"
"3409","Am Giessen","90.07300000","228.13800000","T30","T30","","","","","","5644"
"3422","Giblenweg","0.00000000","96.50500000","Fahrverbot","T0","","","","","","5645"
"3441","Bucheggstrasse","3776.10500000","3884.95300000","T50","T50","","","","","","5646"
"3451","Pfingstweid","980.05700000","984.55500000","Fahrverbot","T0","","","","","","5647"
"3453","Huttensteig","56.44000000","113.23900000","T20","T20","","","","","","5648"
"3472","Nettie-Sutro-Strasse","170.74900000","183.44800000","Fahrverbot","T0","","","","","","5649"
"3493","Jungholzhof","0.00000000","93.16200000","Fahrverbot","T0","","","","","","5650"
"3513","Robert-Seidel-Hof","117.63200000","155.97000000","T30","T30","","","","","","5651"
"3530","Flüelastrasse","395.97200000","519.50700000","T50","T50","","","","","","5652"
"3551","Paul-Hindemith-Strasse","0.00000000","68.54500000","Fahrverbot","T0","","","","","","5653"
"3562","Kirchbühlweg","0.00000000","89.58400000","T20","T20","20150817000000","","","","","5654"
"3573","Juliastrasse","0.00000000","76.96800000","T20","T20","20161109000000","","","","","5655"
"3842","Bircher-Benner-Platz","0.00000000","22.38700000","T50","T50","","","","","","5656"
"3867","Obere Weiherstrasse","0.00000000","73.85200000","T50","T50","","","","","","5657"
"3890","Hermetschloostrasse","657.61600000","781.74700000","T50","T50","","","","","","5658"
"3905","Sihlstrasse","373.04100000","429.06800000","T50","T50","","","","","","5659"
"3922","Im Glockenacker","288.33400000","484.90500000","T30","T30","","","","","","5660"
"3939","Schaufelbergerstrasse","334.17800000","411.14800000","T30","T30","20170920000000","","","","","5661"
"4235","namenlos113","0.00000000","34.52000000","Fahrverbot","T0","","","","","","5662"
"4243","Spindelstrasse","0.00000000","59.84300000","Fahrverbot","T0","","","","","","5663"
