"id","lokalisationsname","messwert_von","messwert_bis","temporegime","temporegime_technical","umgesetzt_datum","rechtskraeftig_datum","publiziert_vsi_datum","ausnahmen_fahrverbot","fahrverbot_ssv","objectid"
"4427","Schauenbergstrasse","801.92000000","902.25800000","T50","T50","20200714000000","","","","","7627"
"4431","Wattstrasse","49.42600000","144.29000000","T50","T50","","","","","","7628"
"4440","Militärstrasse","0.00000000","375.81700000","T30","T30","20190506000000","","","","","7629"
"4445","Birmensdorferstrasse","1147.00800000","1165.03000000","T30","T30","20190612000000","","","","","7630"
"55","Stotzweg","0.00000000","113.20900000","Fahrverbot","T0","","","","","","7631"
"56","Strandbadweg","0.00000000","121.98200000","Fahrverbot","T0","","","","","","7632"
"57","Strickhofstrasse","103.15200000","529.17100000","Fahrverbot","T0","","","","","","7633"
"59","Stüssistrasse","399.14900000","447.71600000","T20","T20","","","","","","7634"
"4724","namenlos274","0.00000000","121.99200000","Fahrverbot","T0","","","","","","7635"
"4725","namenlos205","84.64400000","161.08100000","Fahrverbot","T0","","","","","","7636"
"4733","namenlos345","194.62500000","265.85400000","Fahrverbot","T0","","","","","","7637"
"4739","namenlos341","0.00000000","174.20000000","Fahrverbot","T0","","","","","","7638"
"4749","Bullingerhof","734.55200000","794.38400000","Fahrverbot","T0","","","","","","7639"
"4753","Im Eisernen Zeit","454.38800000","466.95500000","T30","T30","","","","","","7640"
"4757","Carl-Wehrli-Weg","624.00000000","717.16500000","T50","T50","","","","","","7641"
"4769","namenlos33","162.96800000","276.04900000","Fahrverbot","T0","","","","","","7642"
"4774","namenlos286","0.00000000","139.79800000","Fahrverbot","T0","","","","","","7643"
"4778","Wolframplatz","0.00000000","36.82100000","Fahrverbot","T0","","","","","","7644"
"4783","namenlos31","0.00000000","106.04200000","Fahrverbot","T0","","","","","","7645"
"4794","Murhaldenweg","45.73800000","101.11400000","Fahrverbot","T0","","","","","","7646"
"4798","namenlos128","0.00000000","97.57700000","Fahrverbot","T0","","","","","","7647"
"4801","Wegackerstrasse","459.36600000","530.86600000","Fahrverbot","T0","","","","","","7648"
"4814","namenlos82","0.00000000","92.84300000","Fahrverbot","T0","","","","","","7649"
"4817","Käferholzstrasse","1034.90500000","1108.61300000","T50","T50","","","","","","7650"
"4821","Frauentalweg","396.82800000","430.16800000","Fahrverbot","T0","","","","","","7651"
"4825","namenlos346","0.00000000","443.35300000","Fahrverbot","T0","","","","","","7652"
"4838","Wissmannstrasse","52.15900000","115.03600000","T20","T20","","","","","","7653"
"4844","namenlos250","0.00000000","103.13300000","Fahrverbot","T0","","","","","","7654"
"5121","Bolleystrasse","0.00000000","292.36600000","T30","T30","","","","","","7655"
"5133","Marstallweg","0.00000000","93.13000000","T30 tagsüber, Nachtfahrverbot","T30N0","20220531000000","","","","","7656"
"5136","Reishauerstrasse","0.00000000","93.30600000","Fahrverbot","T0","20220531000000","","","","","7657"
"5141","Johannesgasse","0.00000000","115.50500000","T30 tagsüber, Nachtfahrverbot","T30N0","20220531000000","","","","","7658"
"5145","Josefstrasse","294.07700000","430.54000000","T30 tagsüber, Nachtfahrverbot","T30N0","20220531000000","","","","","7659"
"1","Kürbergstrasse","0.00000000","719.26100000","T30","T30","","","","","","7660"
"3","Rigiplatz","183.71600000","228.57000000","Fahrverbot","T0","","","","","","7661"
"7","Röhrenweg","0.00000000","77.39900000","Fahrverbot","T0","","","","","","7662"
"8","Gubelstrasse","0.00000000","511.00600000","T30","T30","","","","","","7663"
"11","Röntgenplatz","71.57000000","101.08600000","Fahrverbot","T0","","","","","","7664"
"12","Röntgenplatz","130.60300000","172.44500000","T30","T30","","","","","","7665"
"13","Röschibachplatz","59.81300000","95.60300000","Fahrverbot","T0","","","","","","7666"
"4848","namenlos277","76.38300000","240.92300000","Fahrverbot","T0","","","","","","7667"
"4853","Eschenweg","57.73000000","112.10600000","T30","T30","","","","","","7668"
"4854","namenlos421","0.00000000","204.61500000","T60","T60","","","","","","7669"
"4865","namenlos205","0.00000000","84.64400000","Fahrverbot","T0","","","","","","7670"
"4871","namenlos413","0.00000000","88.04500000","Fahrverbot","T0","","","","","","7671"
"4874","Spillmannweg","166.33500000","206.23100000","Fahrverbot","T0","","","","","","7672"
"4885","namenlos254","0.00000000","72.15500000","Fahrverbot","T0","","","","","","7673"
"4889","Bullingerhof","524.27900000","629.41500000","Fahrverbot","T0","","","","","","7674"
"4894","namenlos132","0.00000000","144.07900000","Fahrverbot","T0","","","","","","7675"
"4899","Erligatterweg","748.15600000","864.15800000","Fahrverbot","T0","","","","","","7676"
"4909","Hadlaubstrasse","1342.71300000","1374.06900000","T30","T30","","","","","","7677"
"4913","namenlos61","0.00000000","101.84400000","Fahrverbot","T0","","","","","","7678"
"4917","namenlos350","0.00000000","78.74700000","Fahrverbot","T0","","","","","","7679"
"4930","Zollikerstrasse","2204.42500000","2232.85500000","T30","T30","","","","","","7680"
"4931","namenlos38","0.00000000","93.10200000","Fahrverbot","T0","","","","","","7681"
"4937","namenlos334","0.00000000","118.97100000","T50","T50","","","","","","7682"
"4941","Dachslernstrasse","1082.23200000","1215.80900000","Fahrverbot","T0","","","","","","7683"
"4952","Buckhauserstrasse","174.60500000","348.27800000","T50","T50","","","","","","7684"
"4958","Wehntalerstrasse","5272.47200000","5488.00800000","T60","T60","20200207000000","","","","","7685"
"4964","Saatlenstrasse","921.88400000","994.71400000","T30","T30","20181012000000","","","","","7686"
"4967","Luchswiesenstrasse","424.82700000","483.23700000","T30","T30","","","","","","7687"
"4973","Balberstrasse","0.00000000","185.05700000","T20","T20","20160615000000","","","","","7688"
"4978","Maneggstrasse","0.00000000","57.66000000","T30","T30","","","","","","7689"
"4980","Luegislandstrasse","3848.65000000","3895.55500000","Fahrverbot","T0","","","","","","7690"
"4986","Hauswiesenstrasse","0.00000000","84.37600000","T30","T30","","","","","","7691"
"4991","Bus Wende Mühlacker","90.08300000","133.21300000","T30","T30","","","","","","7692"
"4996","Rieterplatz","192.15600000","198.22200000","T30","T30","20200421000000","","","","","7693"
"5001","Europaplatz","143.72600000","193.01800000","T20","T20","20210715000000","","","","","7694"
"5004","Marie-Bürkli-Eck","6.58600000","40.52800000","Fahrverbot","T0","","","","","","7695"
"5008","Mentona-Moser-Anlage","0.00000000","11.47600000","Fahrverbot","T0","","","","","","7696"
"5013","Tram Escher-Wyss","885.28100000","926.93600000","Fahrverbot","T0","","","","","","7697"
"5021","Bahnhofstrasse","900.75800000","933.61900000","T50","T50","","","","","","7698"
"5030","Badenerstrasse","3859.75600000","3915.16700000","T50","T50","","","","","","7699"
"5036","Badenerstrasse","2048.39800000","2318.94600000","T50","T50","","","","","","7700"
"5042","Badenerstrasse","3649.58500000","3726.81100000","T50","T50","","","","","","7701"
"5044","Badenerstrasse","2914.59300000","2953.87800000","T50","T50","","","","","","7702"
"5052","Oetenbachgasse","111.96700000","128.91700000","T50","T50","","","","","","7703"
"5061","Rudolf-Hägi-Strasse","0.00000000","222.32400000","T20","T20","","","","","","7704"
"5064","Hohlstrasse","0.00000000","104.20500000","T30","T30","","","","","","7705"
"5071","Postterrasse","130.80200000","150.10200000","Fahrverbot","T0","","","","","","7706"
"5072","Koch-Park","0.00000000","13.37700000","Fahrverbot","T0","","","","","","7707"
"5076","Lochbrunnenweg","0.00000000","47.21900000","T30","T30","","","","","","7708"
"5084","Binzallee","306.45700000","698.52100000","Fahrverbot","T0","","","","","","7709"
"5087","Güterstrasse","0.00000000","58.17100000","T50","T50","","","","","","7710"
"5092","Allmend Altstetten","151.55900000","155.92900000","Fahrverbot","T0","","","","","","7711"
"5101","Allmend Altstetten","365.05900000","375.58700000","Fahrverbot","T0","","","","","","7712"
"5102","Genossenschaftsstrasse","167.09900000","272.21600000","Fahrverbot","T0","","","","","","7713"
"5103","Platzspitzbrücke","0.00000000","67.16200000","Fahrverbot","T0","","","","","","7714"
"5104","Emilie-Kempin-Spyri-Weg","63.48800000","185.53000000","Fahrverbot","T0","","","","","","7715"
"5107","Letzibachweg","0.00000000","227.01400000","T50","T50","","","","","","7716"
"5111","Hürststrasse","389.74400000","581.52800000","T20","T20","20220331000000","","","","","7717"
"5116","Eichhalde","87.08600000","185.55600000","T20","T20","20221124000000","","","","","7718"
"5182","Hardturmstrasse","360.80000000","459.11200000","T30","T30","20220822000000","20210423000000","20210324000000","","","7719"
"5250","Geeringstrasse","0.00000000","104.26800000","T50","T50","","","","","","7720"
"4599","Ettenfeldstrasse","0.00000000","11.62000000","Fahrverbot","T0","20200730000000","","","","","7721"
"4604","Löwenplatz","0.00000000","25.38500000","T30","T30","20190722000000","","","","","7722"
"4609","Eichacker","172.97500000","242.10400000","Fahrverbot","T0","","","","","","7723"
"4617","Gablerstrasse","353.11900000","378.03400000","Fahrverbot","T0","","","","","","7724"
"4620","namenlos77","0.00000000","214.98600000","Fahrverbot","T0","","","","","","7725"
"4629","Paul-Pflüger-Strasse","425.89800000","584.49300000","T60","T60","","","","","","7726"
"4635","namenlos308","0.00000000","94.30700000","Fahrverbot","T0","","","","","","7727"
"4637","Auhofstrasse","116.91100000","222.53200000","T30","T30","","","","","","7728"
"4642","Probsteistrasse","569.99300000","651.19700000","T30","T30","","","","","","7729"
"4652","Im Holzerhurd","349.46200000","424.24500000","T50","T50","","","","","","7730"
"4657","Neunbrunnenstrasse","1193.70500000","1329.41100000","T30","T30","","","","","","7731"
"4667","namenlos99","0.00000000","86.76300000","Fahrverbot","T0","","","","","","7732"
"4672","Thurgauerstrasse","1244.42400000","1302.86400000","T60","T60","","","","","","7733"
"4674","Spyristeig","243.13500000","334.95000000","Fahrverbot","T0","","","","","","7734"
"4682","Im Holzerhurd","732.92200000","807.40800000","Fahrverbot","T0","","","","","","7735"
"4690","Bändlistrasse","1014.99200000","1118.45300000","T60","T60","","","","","","7736"
"4694","namenlos55","0.00000000","108.39000000","Fahrverbot","T0","","","","","","7737"
"4705","Louis-Braille-Strasse","12.50900000","80.54100000","T50","T50","","","","","","7738"
"4708","Stotzstrasse","100.00200000","309.14900000","Fahrverbot","T0","","","","","","7739"
"4713","namenlos307","0.00000000","68.43100000","Fahrverbot","T0","","","","","","7740"
"3970","Hirschwiesenstrasse","932.52000000","1034.49200000","T50","T50","","","","","","7741"
"3971","Alfred-Altherr-Terrasse","0.00000000","125.48500000","Fahrverbot","T0","","","","","","7742"
"3972","Emil-Oberhänsli-Anlage","0.00000000","6.83600000","Fahrverbot","T0","","","","","","7743"
"3979","Maaghof","226.09800000","437.46600000","Fahrverbot","T0","","","","","","7744"
"3988","Gartenstrasse","81.60700000","296.27100000","T30","T30","","","","","","7745"
"3991","Wallisellenstrasse","0.00000000","116.70400000","Fahrverbot","T0","","","","","","7746"
"4001","Dreikönigbrücke","0.00000000","29.91900000","T50","T50","","","","","","7747"
"4006","Muggenbühlstrasse","0.00000000","28.64200000","T30","T30","20200421000000","","","","","7748"
"4012","Rütschistrasse","0.00000000","257.62100000","T30","T30","","","","","","7749"
"4020","Binzallee","0.00000000","43.96100000","Fahrverbot","T0","","","","","","7750"
"4021","Blaumeisliweg","0.00000000","62.26400000","Fahrverbot","T0","","","","","","7751"
"4030","Heinrich-Wolff-Strasse","0.00000000","176.88300000","T20","T20","","","","","","7752"
"4035","Im Birkenhof","160.19900000","277.59700000","T20","T20","","","","","","7753"
"4044","Gemeindestrasse","0.00000000","281.32700000","T30","T30","","","","","","7754"
"4048","Pelikanstrasse","290.44700000","368.18000000","T50","T50","","","","","","7755"
"4056","Flora-Ruchat-Roncati-Garten","243.10200000","250.05100000","Fahrverbot","T0","","","","","","7756"
"4066","Hardbrücke","1265.97300000","1637.34200000","T50","T50","","","","","","7757"
"4067","Rieterplatz","0.00000000","84.28000000","T30","T30","20200421000000","","","","","7758"
"4073","Arosastrasse","0.00000000","316.05400000","T30","T30","","","","","","7759"
"4084","namenlos121","0.00000000","85.43500000","Fahrverbot","T0","","","","","","7760"
"4093","namenlos169","44.81700000","86.02700000","Fahrverbot","T0","","","","","","7761"
"4102","namenlos151","0.00000000","127.79700000","Fahrverbot","T0","","","","","","7762"
"4103","namenlos97","0.00000000","63.73900000","Fahrverbot","T0","","","","","","7763"
"4106","namenlos180","128.46900000","245.90100000","Fahrverbot","T0","","","","","","7764"
"4107","namenlos180","0.00000000","128.46900000","Fahrverbot","T0","","","","","","7765"
"4112","Birmensdorferstrasse","3540.24800000","3759.02000000","T50","T50","20161001000000","","","","","7766"
"4121","Steinkluppenweg","553.26600000","601.65500000","Fahrverbot","T0","","","","","","7767"
"4127","Am Katzenbach","1105.34800000","1147.19600000","Fahrverbot","T0","","","","","","7768"
"4136","namenlos329","241.71000000","281.59800000","T50","T50","","","","","","7769"
"4139","Hadlaubsteig","0.00000000","60.42000000","T30","T30","","","","","","7770"
"4149","Wehrenbachhalde","527.79600000","598.06100000","Fahrverbot","T0","","","","","","7771"
"4154","Tobelhofstrasse","2066.36300000","2181.04700000","T60","T60","","","","","","7772"
"4160","Bernerstrasse Nord","1726.44300000","2044.32000000","T60","T60","","","","","","7773"
"4166","namenlos316","0.00000000","82.85000000","Fahrverbot","T0","","","","","","7774"
"4177","Luegislandstrasse","3487.13100000","3528.15200000","Fahrverbot","T0","","","","","","7775"
"4184","Azurstrasse","96.37300000","183.00900000","Fahrverbot","T0","","","","","","7776"
"4188","namenlos352","0.00000000","117.65600000","Fahrverbot","T0","","","","","","7777"
"4195","namenlos89","0.00000000","61.64700000","Fahrverbot","T0","","","","","","7778"
"4200","Reckenholzstrasse","994.63500000","1097.31400000","Fahrverbot","T0","","","","","","7779"
"4210","Furttalstrasse","871.98900000","961.72200000","T50","T50","","","","","","7780"
"4214","namenlos305","0.00000000","66.96500000","Fahrverbot","T0","","","","","","7781"
"4219","Stelzenstrasse","201.22300000","264.04400000","T50","T50","","","","","","7782"
"4222","Bächlerstrasse","277.87600000","374.88500000","T30","T30","","","","","","7783"
"36","Sädlenweg","0.00000000","216.77000000","Fahrverbot","T0","","","","","","7784"
"37","Sagentobelweg","0.00000000","520.31000000","Fahrverbot","T0","","","","","","7785"
"38","Salzweg","591.55500000","1168.85400000","Fahrverbot","T0","","","","","","7786"
"39","Salzweg","127.25400000","591.55500000","T50","T50","","","","","","7787"
"42","Sihlstrasse","0.00000000","334.61200000","T50","T50","","","","","","7788"
"43","Seefeldstrasse","0.00000000","1735.51100000","T50","T50","","","","","","7789"
"49","Steinwiesplatz","0.00000000","55.51200000","Fahrverbot","T0","","","","","","7790"
"52","Stöckentobelstrasse","0.00000000","1269.88800000","Fahrverbot","T0","","","","","","7791"
"53","Stöckenweg","0.00000000","569.69600000","Fahrverbot","T0","","","","","","7792"
"913","Viaduktstrasse","0.00000000","110.95100000","Fahrverbot","T0","","","","","","7793"
"914","Viktoriaweg","0.00000000","142.59200000","Fahrverbot","T0","","","","","","7794"
"915","Vorderberg","0.00000000","97.90500000","T50","T50","","","","","","7795"
"1145","Albisriederstrasse","2523.83900000","3699.06600000","T60","T60","","","","","","7796"
"1147","Bächlerstrasse","0.00000000","277.87600000","T30","T30","","","","","","7797"
"1148","Albisstrasse","1893.66600000","2097.07700000","T60","T60","","","","","","7798"
"1150","Bucheggtunnel","0.00000000","178.18900000","T50","T50","","","","","","7799"
"1151","A1","19916.37500000","20412.70200000","T60","T60","","","","","","7800"
"1153","Muggenbühlstrasse","28.64200000","123.05400000","T50","T50","","","","","","7801"
"1155","Bergacker","0.00000000","390.00200000","T30","T30","","","","","","7802"
"1156","Münsterbrücke","0.00000000","113.13500000","T30","T30","20140721000000","","","","","7803"
"1158","Ilgenstrasse","0.00000000","260.94500000","T30","T30","","","","","","7804"
"1160","Gerstenstrasse","0.00000000","122.33500000","T50","T50","","","","","","7805"
"1161","Hardauweg","0.00000000","62.17400000","T30","T30","","","","","","7806"
"1325","A1H","2855.89500000","4131.20500000","T80","T80","","","","","","7807"
"1326","Bändlistrasse","189.67200000","620.93600000","T30","T30","","","","","","7808"
"1327","Limmatstrasse","722.43300000","1488.70700000","T50","T50","","","","","","7809"
"1328","Hardstrasse","1461.62100000","1552.26900000","T30","T30","","","","","","7810"
"1330","Streitholzstrasse","0.00000000","103.95600000","T30","T30","20181114000000","","","","","7811"
"1331","Stüssistrasse","0.00000000","399.14900000","T30","T30","","","","","","7812"
"1335","Aspholzstrasse","0.00000000","185.56600000","T30","T30","","","","","","7813"
"1336","Eggbühlstrasse","0.00000000","244.74100000","T30","T30","","","","","","7814"
"1337","Siewerdtstrasse","0.00000000","294.34100000","T30","T30","","","","","","7815"
"1338","Buchenweg","0.00000000","207.34100000","T30","T30","","","","","","7816"
"1339","Wasserschöpfi","0.00000000","537.61600000","T30","T30","","","","","","7817"
"956","Frauentalweg","430.16800000","826.53000000","Fahrverbot","T0","","","","","","7818"
"957","Helvetiaplatz","177.97700000","397.42100000","Fahrverbot","T0","","","","","","7819"
"832","Badenerstrasse","8001.18100000","8103.20800000","T50","T50","","","","","","7820"
"833","Bruderwies","0.00000000","130.95500000","T20","T20","","","","","","7821"
"834","Bahnhofstrasse","676.12300000","853.31600000","Fahrverbot","T0","","","","","","7822"
"835","Spirgartenstrasse","0.00000000","340.06300000","T30","T30","","","","","","7823"
"836","Eichstrasse","0.00000000","258.01300000","T50","T50","","","","","","7824"
"840","Bellerivestrasse","0.00000000","1641.00700000","T50","T50","","","","","","7825"
"841","Benedikt-Fontana-Weg","0.00000000","122.17000000","T30","T30","","","","","","7826"
"842","Bergholzweg","524.64600000","907.75800000","Fahrverbot","T0","","","","","","7827"
"843","Felsenrainstrasse","732.23900000","923.06500000","T20","T20","","","","","","7828"
"2395","Einfahrt Hirschwiesenstrasse","0.00000000","237.17000000","T50","T50","","","","","","7829"
"2396","Kirchenfeld","0.00000000","481.74900000","T30","T30","","","","","","7830"
"2399","Seegartenstrasse","0.00000000","116.50200000","T30","T30","","","","","","7831"
"2400","Münchhaldenstrasse","127.92100000","434.57200000","T30","T30","","","","","","7832"
"2402","Arbenzstrasse","0.00000000","187.49900000","T30","T30","","","","","","7833"
"2403","Veilchenstrasse","0.00000000","194.35000000","T20","T20","","","","","","7834"
"2404","Mühlebachstrasse","307.74800000","1036.94300000","T30","T30","","","","","","7835"
"1462","Schwellistrasse","0.00000000","278.77500000","T30","T30","","","","","","7836"
"1463","In der Ey","0.00000000","766.42200000","T30","T30","","","","","","7837"
"1465","Grünauring","0.00000000","414.35300000","T30","T30","","","","","","7838"
"1466","Hadlaubsteig","60.42000000","139.06800000","Fahrverbot","T0","","","","","","7839"
"1883","Stadelhoferplatz","4.34000000","116.52500000","Fahrverbot","T0","","","","","","7840"
"960","Burenweg","53.80100000","99.09100000","Fahrverbot","T0","","","","","","7841"
"962","Bus Triemli","0.00000000","283.72100000","Fahrverbot","T0","","","","","","7842"
"964","A1H","8668.55900000","9751.09800000","T80","T80","","","","","","7843"
"965","Otto-Jaag-Strasse","0.00000000","140.97600000","T50","T50","","","","","","7844"
"967","Panoramaweg","0.00000000","438.65800000","Fahrverbot","T0","","","","","","7845"
"969","Pestalozzianlage","0.00000000","187.66000000","Fahrverbot","T0","","","","","","7846"
"970","Pfarrweg","0.00000000","37.41100000","Fahrverbot","T0","","","","","","7847"
"971","Pfingstweidstrasse","1866.57600000","2034.11900000","T50","T50","","","","","","7848"
"1190","Lindenbachstrasse","0.00000000","423.65200000","T30","T30","","","","","","7849"
"1192","Pflanzschulstrasse","365.21100000","519.47900000","T30","T30","","","","","","7850"
"1194","Birchstrasse","1764.52000000","2055.52100000","T30","T30","","","","","","7851"
"958","Obmannamtsgasse","0.00000000","181.94200000","Fahrverbot","T0","","","","","","7852"
"1600","Unterholzweg","339.71400000","729.94900000","Fahrverbot","T0","","","","","","7853"
"1603","Utoplatz","0.00000000","70.09300000","Fahrverbot","T0","","","","","","7854"
"1604","Utoplatz","86.78500000","241.79000000","Fahrverbot","T0","","","","","","7855"
"1606","Schweighofstrasse","974.66300000","1911.76100000","T50","T50","","","","","","7856"
"1609","Seestrasse","232.90100000","2606.28200000","T50","T50","","","","","","7857"
"1611","Baurstrasse","53.50000000","144.22500000","T30","T30","","","","","","7858"
"1612","Federnstrasse","0.00000000","96.75900000","T30","T30","","","","","","7859"
"1613","Venusstrasse","0.00000000","188.54600000","T20","T20","20220524000000","","","","","7860"
"1614","Pilgerweg","233.45100000","392.59600000","T30","T30","","","","","","7861"
"847","Hohmoos","0.00000000","384.37700000","T30","T30","","","","","","7862"
"848","Schörlistrasse","0.00000000","330.02100000","T30","T30","","","","","","7863"
"850","Fennergasse","0.00000000","67.35600000","T20","T20","20221021000000","","","","","7864"
"739","Fuchspass","0.00000000","467.11700000","Fahrverbot","T0","","","","","","7865"
"741","Gugolzstrasse","0.00000000","117.75500000","Fahrverbot","T0","","","","","","7866"
"744","Neuer Salzweg","0.00000000","464.18600000","Fahrverbot","T0","","","","","","7867"
"745","Im Jungen Berg","438.10700000","672.20300000","Fahrverbot","T0","","","","","","7868"
"746","Im St. Blasienhof","0.00000000","94.36100000","Fahrverbot","T0","","","","","","7869"
"747","Borrweg","769.26100000","1244.31100000","Fahrverbot","T0","","","","","","7870"
"1467","Hanfrose","0.00000000","261.82600000","T30","T30","","","","","","7871"
"1468","Eschenweg","0.00000000","57.73000000","T30","T30","","","","","","7872"
"1469","Fellenbergstrasse","0.00000000","1123.20000000","T50","T50","","","","","","7873"
"1473","Käshaldenstrasse","356.41200000","435.78300000","T50","T50","","","","","","7874"
"1474","Tobelhofstrasse","1653.36800000","1981.27400000","T50","T50","","","","","","7875"
"1068","Wolfgang-Pauli-Strasse","0.00000000","169.17900000","Fahrverbot","T0","","","","","","7876"
"1070","Wolframplatz","60.25700000","373.12200000","Fahrverbot","T0","","","","","","7877"
"1072","Roggenstrasse","0.00000000","113.67700000","T30","T30","","","","","","7878"
"1073","Bachofnerstrasse","0.00000000","130.81800000","T30","T30","","","","","","7879"
"1075","Zahnradstrasse","289.96900000","311.24300000","Fahrverbot","T0","","","","","","7880"
"1076","Zähringerplatz","0.00000000","87.78800000","Fahrverbot","T0","","","","","","7881"
"1078","Zentralhof","0.00000000","34.29700000","Fahrverbot","T0","","","","","","7882"
"1079","Zentralhof","152.20100000","211.06000000","Fahrverbot","T0","","","","","","7883"
"1081","Zentralstrasse","484.91600000","568.41300000","Fahrverbot","T0","","","","","","7884"
"1082","Hohenklingenstrasse","0.00000000","562.89200000","T30","T30","","","","","","7885"
"1083","Heinrichstrasse","159.39000000","1122.22200000","T30","T30","","","","","","7886"
"1195","Loorenstrasse","321.17600000","1041.10700000","T50","T50","","","","","","7887"
"1197","Talchernsteig","61.81000000","149.01300000","T30","T30","","","","","","7888"
"1199","Imfeldsteig","0.00000000","73.57500000","T30","T30","","","","","","7889"
"1200","Hätzlergasse","0.00000000","57.29100000","T50","T50","","","","","","7890"
"1204","General-Guisan-Quai","0.00000000","452.84400000","T50","T50","","","","","","7891"
"1205","Geroldrampe","0.00000000","200.93400000","T50","T50","","","","","","7892"
"1206","Lettenstrasse","0.00000000","107.33400000","T30","T30","","","","","","7893"
"1207","Zypressenstrasse","609.81500000","800.94700000","T30","T30","","","","","","7894"
"1210","Sumatrastrasse","310.67600000","374.73500000","Fahrverbot","T0","","","","","","7895"
"1938","Am Holbrig","120.99900000","158.91700000","Fahrverbot","T0","","","","","","7896"
"1939","Bahnhofpassage","0.00000000","513.37600000","Fahrverbot","T0","","","","","","7897"
"1940","Hohenklingensteig","0.00000000","132.50300000","Fahrverbot","T0","","","","","","7898"
"1941","Hürlimannplatz","0.00000000","166.83000000","Fahrverbot","T0","","","","","","7899"
"1943","Haselholzweg","0.00000000","548.78800000","Fahrverbot","T0","","","","","","7900"
"1615","Herzogstrasse","0.00000000","227.80600000","T30","T30","","","","","","7901"
"1616","Billeterstrasse","0.00000000","250.36600000","T30","T30","","","","","","7902"
"1618","Heuweg","67.04600000","783.36800000","Fahrverbot","T0","","","","","","7903"
"1666","Denzlerweg","0.00000000","1084.66200000","Fahrverbot","T0","","","","","","7904"
"1742","Wallisackerweg","0.00000000","489.61500000","Fahrverbot","T0","","","","","","7905"
"748","Bus Wende Waidspital","0.00000000","103.61600000","Fahrverbot","T0","","","","","","7906"
"749","Rolliweg","0.00000000","626.75300000","Fahrverbot","T0","","","","","","7907"
"753","Steinkluppenweg","409.54700000","458.58200000","Fahrverbot","T0","","","","","","7908"
"754","Tobeleggweg","127.20800000","339.61000000","Fahrverbot","T0","","","","","","7909"
"755","Oberleestrasse","0.00000000","541.33000000","Fahrverbot","T0","","","","","","7910"
"757","Walcheplatz","0.00000000","99.38500000","Fahrverbot","T0","","","","","","7911"
"758","Besenrainstrasse","0.00000000","165.00000000","Fahrverbot","T0","","","","","","7912"
"761","Falkenweg","0.00000000","72.35500000","Fahrverbot","T0","","","","","","7913"
"762","Jakob-Peter-Weg","39.89400000","84.59800000","Fahrverbot","T0","","","","","","7914"
"763","Kappelerhof","176.78400000","251.80900000","Fahrverbot","T0","","","","","","7915"
"764","Korneliusstrasse","0.00000000","144.42100000","T30","T30","20000128000000","","","","","7916"
"767","Lochbrunnenweg","61.40100000","190.65600000","T30","T30","20210609000000","","","","","7917"
"1084","Fronwaldstrasse","94.13800000","538.61000000","T30","T30","","","","","","7918"
"1089","Züghusplatz","0.00000000","79.21200000","Fahrverbot","T0","","","","","","7919"
"1090","Zürichholzstrasse","0.00000000","126.18400000","T30","T30","","","","","","7920"
"1834","Weisshau","536.26800000","623.34000000","T30","T30","","","","","","7921"
"1835","Sperletweg","0.00000000","214.17900000","T30","T30","","","","","","7922"
"1836","Fronwaldweg","202.46800000","236.51300000","T30","T30","","","","","","7923"
"1837","Feuerweg","0.00000000","128.30100000","T30","T30","","","","","","7924"
"1838","Probsteistrasse","0.00000000","569.99300000","Fahrverbot","T0","","","","","","7925"
"1840","Rainstrasse","639.05300000","896.65100000","Fahrverbot","T0","","","","","","7926"
"1842","Lettenholzstrasse","0.00000000","415.55700000","T30","T30","","","","","","7927"
"1844","Sternenstrasse","89.41000000","269.36400000","T30","T30","","","","","","7928"
"1845","Haumesserstrasse","0.00000000","68.29700000","T30","T30","","","","","","7929"
"1847","Engimattstrasse","0.00000000","335.34200000","T30","T30","","","","","","7930"
"1848","Wolfbachstrasse","0.00000000","210.41800000","T30","T30","","","","","","7931"
"1850","Pflugstrasse","160.21800000","218.95600000","Fahrverbot","T0","20191106000000","","","","","7932"
"1852","Am Holbrig","0.00000000","120.99900000","T30","T30","","","","","","7933"
"1945","Neustadtgasse","0.00000000","99.24400000","Fahrverbot","T0","","","","","","7934"
"1946","Lindenhof","0.00000000","353.00400000","Fahrverbot","T0","","","","","","7935"
"1947","Maagplatz","0.00000000","267.38300000","Fahrverbot","T0","","","","","","7936"
"1949","Rebeggweg","0.00000000","275.92400000","Fahrverbot","T0","","","","","","7937"
"1950","Unterer Selnauweg","0.00000000","204.77100000","Fahrverbot","T0","","","","","","7938"
"1341","Höfliweg","0.00000000","300.39800000","T30","T30","","","","","","7939"
"1343","Haldenstrasse","867.76600000","994.85100000","T30","T30","","","","","","7940"
"1344","Talwiesenstrasse","143.56400000","203.12500000","T30","T30","","","","","","7941"
"1345","Zweierstrasse","768.48800000","1014.94200000","T30","T30","","","","","","7942"
"1347","Erlachstrasse","161.49400000","376.60100000","T30","T30","","","","","","7943"
"1350","Burstwiesenstrasse","0.00000000","255.29400000","T30","T30","","","","","","7944"
"1351","Erlachstrasse","0.00000000","70.36600000","T30","T30","","","","","","7945"
"1352","Werdstrasse","767.48100000","837.64700000","T30","T30","","","","","","7946"
"1355","Ernst-Nobs-Platz","22.88700000","67.97500000","T30","T30","","","","","","7947"
"1356","Dianastrasse","0.00000000","100.91200000","T30","T30","","","","","","7948"
"1357","Sihlamtsstrasse","0.00000000","128.48700000","T30","T30","","","","","","7949"
