,Datum,TotalDailyTraffic,Street,NO,NO2,NOx,O3,O3_max_h1,O3_nb_h1>120,PM10,Year,RainDur,T,T_max_h1,p,StrGlo
836,2014-04-16,16390.0,Zch_Stampfenbachstrasse,13.4,27.71,25.23,61.94,82.33,0.0,,2014.0,0.0,8.3,12.25,974.32,287.33
837,2014-04-17,15715.0,Zch_Stampfenbachstrasse,17.13,38.15,33.68,47.95,79.95,0.0,,2014.0,0.0,10.09,15.8,969.27,287.16
838,2014-04-18,8128.0,Zch_Stampfenbachstrasse,5.82,29.58,20.13,52.43,87.48,0.0,12.13,2014.0,534.83,7.39,10.68,962.26,36.09
839,2014-04-19,9245.0,Zch_Stampfenbachstrasse,6.77,19.39,15.56,51.78,65.37,0.0,9.23,2014.0,8.1,6.18,9.27,958.89,64.73
840,2014-04-20,8198.0,Zch_Stampfenbachstrasse,7.5,26.93,20.09,48.29,93.34,0.0,14.75,2014.0,0.0,10.61,15.75,955.14,254.1
841,2014-04-21,7488.0,Zch_Stampfenbachstrasse,2.83,18.81,12.11,62.31,85.3,0.0,12.83,2014.0,222.75,11.85,14.58,954.75,109.75
842,2014-04-22,12633.0,Zch_Stampfenbachstrasse,17.94,37.24,33.86,47.74,91.58,0.0,13.1,2014.0,0.0,14.56,18.86,961.62,225.28
843,2014-04-23,13833.0,Zch_Stampfenbachstrasse,14.81,38.32,31.92,54.04,101.44,0.0,14.43,2014.0,0.0,15.99,21.36,967.0,276.37
844,2014-04-24,13882.0,Zch_Stampfenbachstrasse,11.97,33.32,27.02,79.35,101.0,0.0,12.55,2014.0,0.0,17.03,21.91,965.25,257.23
845,2014-04-25,14287.0,Zch_Stampfenbachstrasse,8.54,27.38,21.17,73.87,108.2,0.0,17.37,2014.0,219.92,16.38,22.2,960.48,249.58
846,2014-04-26,11141.0,Zch_Stampfenbachstrasse,4.1,14.34,10.78,74.26,97.17,0.0,11.03,2014.0,246.03,15.11,19.14,960.8,157.45
847,2014-04-27,8750.0,Zch_Stampfenbachstrasse,4.0,13.06,10.04,75.32,92.39,0.0,4.16,2014.0,1064.68,9.6,11.08,959.64,72.38
848,2014-04-28,9912.0,Zch_Stampfenbachstrasse,8.64,25.42,20.22,50.88,70.48,0.0,6.12,2014.0,1123.63,8.62,9.22,960.6,35.1
849,2014-04-29,14828.0,Zch_Stampfenbachstrasse,12.11,29.35,25.06,43.22,65.4,0.0,11.47,2014.0,216.86,10.36,13.48,962.44,98.05
850,2014-04-30,15450.0,Zch_Stampfenbachstrasse,19.29,38.98,35.85,33.99,64.13,0.0,11.02,2014.0,812.98,10.25,11.03,960.98,53.1
851,2014-05-01,7206.0,Zch_Stampfenbachstrasse,3.81,14.69,10.74,59.04,72.51,0.0,6.69,2014.0,465.03,12.09,15.36,961.89,145.6
852,2014-05-02,13089.0,Zch_Stampfenbachstrasse,12.43,32.64,27.04,44.85,70.99,0.0,7.29,2014.0,662.3,11.27,13.91,961.72,83.88
853,2014-05-03,11519.0,Zch_Stampfenbachstrasse,10.48,23.56,20.72,42.7,55.16,0.0,11.2,2014.0,388.83,8.33,11.04,967.86,46.45
854,2014-05-04,10259.0,Zch_Stampfenbachstrasse,5.31,15.01,12.11,68.57,96.16,0.0,14.0,2014.0,0.0,9.56,13.02,969.35,223.89
855,2014-05-05,13790.0,Zch_Stampfenbachstrasse,18.64,41.07,36.42,51.61,104.86,0.0,17.28,2014.0,0.0,12.95,20.06,965.99,310.2
856,2014-05-06,15153.0,Zch_Stampfenbachstrasse,16.88,35.25,31.96,63.7,105.92,0.0,18.37,2014.0,212.63,15.73,21.39,964.9,178.63
857,2014-05-07,16359.0,Zch_Stampfenbachstrasse,6.75,21.23,16.51,71.22,101.44,0.0,11.12,2014.0,642.88,13.44,15.87,965.92,130.97
858,2014-05-08,15616.0,Zch_Stampfenbachstrasse,6.38,19.1,15.1,64.01,89.42,0.0,9.23,2014.0,68.0,15.55,20.41,967.19,255.3
859,2014-05-09,15735.0,Zch_Stampfenbachstrasse,4.33,13.05,10.3,60.84,84.2,0.0,7.88,2014.0,354.6,16.26,18.75,967.5,189.12
860,2014-05-10,12644.0,Zch_Stampfenbachstrasse,3.31,11.85,8.85,69.84,97.14,0.0,9.53,2014.0,24.28,17.91,21.7,964.91,249.18
861,2014-05-11,10820.0,Zch_Stampfenbachstrasse,1.35,5.27,3.84,76.78,95.2,0.0,7.49,2014.0,339.47,12.73,17.2,962.04,209.86
862,2014-05-12,14031.0,Zch_Stampfenbachstrasse,2.72,10.04,7.43,71.07,81.11,0.0,7.13,2014.0,133.02,10.54,13.58,965.14,183.98
863,2014-05-13,14934.0,Zch_Stampfenbachstrasse,7.18,19.3,15.84,64.44,82.06,0.0,7.36,2014.0,490.56,9.03,11.62,967.59,142.39
864,2014-05-14,15566.0,Zch_Stampfenbachstrasse,9.96,23.79,20.43,55.97,71.57,0.0,8.79,2014.0,526.85,8.9,10.72,975.71,137.47
865,2014-05-15,15444.0,Zch_Stampfenbachstrasse,17.69,34.04,31.98,52.83,75.39,0.0,9.56,2014.0,322.27,9.12,12.17,977.9,140.49
866,2014-05-16,15460.0,Zch_Stampfenbachstrasse,13.33,27.4,25.02,57.48,79.89,0.0,9.99,2014.0,35.2,,,974.33,206.98
867,2014-05-17,11686.0,Zch_Stampfenbachstrasse,6.33,21.2,16.17,72.4,98.44,0.0,11.49,2014.0,0.0,14.0,,968.83,284.98
868,2014-05-18,8125.0,Zch_Stampfenbachstrasse,5.56,27.84,19.01,69.09,119.77,0.0,13.52,2014.0,0.0,15.61,21.58,963.07,337.47
869,2014-05-19,13733.0,Zch_Stampfenbachstrasse,18.39,36.71,33.94,71.59,115.14,0.0,14.46,2014.0,39.83,18.64,24.04,959.49,305.06
870,2014-05-20,14565.0,Zch_Stampfenbachstrasse,16.65,47.54,38.21,59.38,105.89,0.0,17.19,2014.0,0.0,19.49,24.98,962.54,284.67
871,2014-05-21,15124.0,Zch_Stampfenbachstrasse,15.64,41.19,34.07,49.55,87.42,0.0,23.42,2014.0,0.0,21.11,27.25,961.72,319.45
872,2014-05-22,15269.0,Zch_Stampfenbachstrasse,7.89,27.91,20.92,61.69,81.15,0.0,35.03,2014.0,67.95,20.26,27.85,959.7,220.9
873,2014-05-23,16372.0,Zch_Stampfenbachstrasse,8.5,25.15,19.97,75.17,97.68,0.0,8.87,2014.0,511.45,15.66,20.34,961.58,286.17
874,2014-05-24,12664.0,Zch_Stampfenbachstrasse,3.75,15.07,10.89,80.13,104.56,0.0,7.24,2014.0,42.38,16.03,20.08,965.96,258.84
875,2014-05-25,10430.0,Zch_Stampfenbachstrasse,4.63,17.08,12.65,80.62,109.83,0.0,9.37,2014.0,0.0,18.4,22.7,966.55,289.15
876,2014-05-26,14029.0,Zch_Stampfenbachstrasse,3.63,17.33,11.97,85.42,100.8,0.0,9.32,2014.0,40.08,16.91,19.42,964.13,191.2
877,2014-05-27,15001.0,Zch_Stampfenbachstrasse,3.62,16.34,11.45,63.26,73.05,0.0,10.52,2014.0,150.14,14.13,16.64,963.29,78.7
878,2014-05-28,15935.0,Zch_Stampfenbachstrasse,7.43,21.63,17.27,61.49,88.94,0.0,10.97,2014.0,0.0,15.49,18.58,963.03,200.63
879,2014-05-29,9357.0,Zch_Stampfenbachstrasse,3.78,15.49,11.13,73.51,102.12,0.0,8.97,2014.0,0.27,16.41,20.32,964.28,246.45
880,2014-05-30,12598.0,Zch_Stampfenbachstrasse,11.12,22.65,20.76,46.54,84.53,0.0,8.36,2014.0,180.8,13.52,15.18,967.95,77.58
881,2014-05-31,11770.0,Zch_Stampfenbachstrasse,5.84,16.49,13.3,61.07,99.03,0.0,11.68,2014.0,0.83,13.73,18.78,969.0,306.58
882,2014-06-01,10404.0,Zch_Stampfenbachstrasse,5.13,24.69,17.03,66.22,109.09,0.0,12.65,2014.0,60.2,16.41,21.61,968.24,298.9
883,2014-06-02,14146.0,Zch_Stampfenbachstrasse,10.38,28.25,23.1,71.99,107.55,0.0,15.44,2014.0,81.77,16.63,20.6,967.06,254.29
884,2014-06-03,15107.0,Zch_Stampfenbachstrasse,9.58,27.91,22.27,81.7,117.87,0.0,15.21,2014.0,0.0,17.01,21.34,964.82,262.18
885,2014-06-04,15304.0,Zch_Stampfenbachstrasse,6.86,23.13,17.6,66.86,86.68,0.0,15.37,2014.0,232.95,15.52,20.16,960.95,147.76
886,2014-06-05,15242.0,Zch_Stampfenbachstrasse,8.72,21.02,17.98,66.22,87.8,0.0,10.17,2014.0,36.88,16.14,20.14,965.28,259.99
887,2014-06-06,15774.0,Zch_Stampfenbachstrasse,19.01,44.32,38.41,55.27,100.97,0.0,16.98,2014.0,0.0,20.07,26.75,966.27,330.02
888,2014-06-07,12483.0,Zch_Stampfenbachstrasse,6.49,33.24,22.59,69.27,127.0,3.0,25.0,2014.0,0.0,23.82,30.56,966.99,328.13
889,2014-06-08,9361.0,Zch_Stampfenbachstrasse,5.34,28.29,19.08,71.48,136.36,5.0,33.76,2014.0,0.0,25.71,32.54,968.72,335.49
890,2014-06-09,8630.0,Zch_Stampfenbachstrasse,3.72,19.08,12.96,84.85,128.75,2.0,33.64,2014.0,3.32,27.27,34.18,968.02,325.03
891,2014-06-10,14553.0,Zch_Stampfenbachstrasse,8.76,28.49,21.92,91.73,131.12,5.0,27.91,2014.0,11.72,27.64,32.86,968.51,338.47
892,2014-06-11,14779.0,Zch_Stampfenbachstrasse,9.92,30.37,23.83,97.12,142.73,6.0,17.15,2014.0,0.0,24.61,29.61,972.3,348.4
893,2014-06-12,15113.0,Zch_Stampfenbachstrasse,8.45,29.31,22.1,99.71,132.35,7.0,24.26,2014.0,132.73,23.41,29.65,972.08,279.91
894,2014-06-13,15103.0,Zch_Stampfenbachstrasse,9.49,27.63,22.06,92.7,130.65,5.0,17.63,2014.0,82.45,21.05,26.57,968.53,277.27
895,2014-06-14,13755.0,Zch_Stampfenbachstrasse,6.48,17.41,14.3,76.48,95.27,0.0,13.94,2014.0,0.0,19.06,22.52,966.1,295.42
896,2014-06-15,11788.0,Zch_Stampfenbachstrasse,4.01,12.4,9.7,81.53,99.21,0.0,9.13,2014.0,0.0,18.44,21.84,966.21,294.05
897,2014-06-16,14235.0,Zch_Stampfenbachstrasse,9.3,24.05,20.03,77.48,112.86,0.0,,2014.0,0.0,18.83,22.69,966.24,340.76
898,2014-06-17,14981.0,Zch_Stampfenbachstrasse,8.94,22.64,19.01,81.24,100.22,0.0,13.75,2014.0,0.0,18.74,22.6,965.9,311.06
899,2014-06-18,14852.0,Zch_Stampfenbachstrasse,9.42,26.77,21.55,83.18,111.04,0.0,15.5,2014.0,53.57,19.19,24.0,966.55,328.3
900,2014-06-19,15423.0,Zch_Stampfenbachstrasse,6.36,24.78,18.06,87.26,124.39,2.0,16.55,2014.0,0.0,20.2,24.74,967.11,271.37
901,2014-06-20,15121.0,Zch_Stampfenbachstrasse,6.77,23.06,17.48,74.89,94.68,0.0,15.5,2014.0,0.0,19.72,23.2,966.4,282.29
902,2014-06-21,12352.0,Zch_Stampfenbachstrasse,4.32,16.13,11.9,76.69,105.09,0.0,11.97,2014.0,0.0,19.92,24.93,966.51,354.41
903,2014-06-22,9678.0,Zch_Stampfenbachstrasse,2.16,13.21,8.64,98.84,126.4,6.0,14.0,2014.0,0.0,21.52,27.32,967.91,324.61
904,2014-06-23,14164.0,Zch_Stampfenbachstrasse,8.93,31.68,23.73,75.23,119.77,0.0,17.26,2014.0,280.87,20.02,26.69,968.08,234.64
905,2014-06-24,15451.0,Zch_Stampfenbachstrasse,10.63,29.18,23.78,71.41,98.44,0.0,10.42,2014.0,485.5,18.02,21.88,965.53,233.09
906,2014-06-25,14685.0,Zch_Stampfenbachstrasse,13.02,27.15,24.64,61.89,95.92,0.0,14.36,2014.0,30.87,18.48,22.45,961.51,239.21
907,2014-06-26,14640.0,Zch_Stampfenbachstrasse,8.29,28.75,21.67,77.41,129.71,3.0,14.71,2014.0,0.0,18.75,23.6,963.51,315.85
908,2014-06-27,13821.0,Zch_Stampfenbachstrasse,7.62,31.39,22.52,85.83,134.46,8.0,18.96,2014.0,0.42,21.27,25.95,965.79,322.56
909,2014-06-28,12257.0,Zch_Stampfenbachstrasse,3.84,18.67,12.84,88.68,115.37,0.0,16.05,2014.0,121.87,20.86,24.7,963.02,187.37
910,2014-06-29,9542.0,Zch_Stampfenbachstrasse,3.51,11.29,8.72,63.07,96.91,0.0,5.82,2014.0,890.5,15.48,17.01,962.01,64.08
911,2014-06-30,14441.0,Zch_Stampfenbachstrasse,7.71,18.97,16.1,54.88,78.35,0.0,7.13,2014.0,137.15,15.26,18.56,966.91,209.41
912,2014-07-01,14479.0,Zch_Stampfenbachstrasse,16.98,30.42,29.52,56.33,95.86,0.0,10.79,2014.0,70.25,17.88,22.95,966.87,338.73
913,2014-07-02,15210.0,Zch_Stampfenbachstrasse,17.73,41.34,35.83,40.77,65.87,0.0,12.95,2014.0,636.23,16.07,17.4,970.5,68.04
914,2014-07-03,15208.0,Zch_Stampfenbachstrasse,18.6,37.48,34.51,45.77,96.65,0.0,15.01,2014.0,0.0,19.47,26.03,973.4,348.94
915,2014-07-04,15353.0,Zch_Stampfenbachstrasse,15.8,41.47,34.35,47.3,101.0,0.0,19.79,2014.0,135.42,20.8,24.87,963.25,171.34
916,2014-07-05,12743.0,Zch_Stampfenbachstrasse,3.91,15.05,11.0,69.99,85.97,0.0,9.5,2014.0,154.77,19.42,22.76,963.71,155.01
917,2014-07-06,10598.0,Zch_Stampfenbachstrasse,6.65,18.4,14.95,56.58,100.09,0.0,13.91,2014.0,114.97,22.31,28.98,962.48,329.93
918,2014-07-07,14426.0,Zch_Stampfenbachstrasse,11.73,27.6,23.84,66.15,90.19,0.0,9.51,2014.0,339.4,19.72,24.17,964.54,180.84
919,2014-07-08,15683.0,Zch_Stampfenbachstrasse,4.62,13.9,10.97,57.45,73.85,0.0,8.37,2014.0,590.55,15.32,18.6,962.5,89.45
920,2014-07-09,15397.0,Zch_Stampfenbachstrasse,4.19,15.28,11.35,52.07,66.15,0.0,9.61,2014.0,519.5,13.23,15.14,962.22,72.34
921,2014-07-10,15767.0,Zch_Stampfenbachstrasse,5.97,17.58,13.98,42.38,67.8,0.0,4.59,2014.0,647.88,12.72,14.04,961.38,35.54
922,2014-07-11,15834.0,Zch_Stampfenbachstrasse,10.98,24.73,21.73,33.33,56.61,0.0,8.99,2014.0,398.71,16.1,18.37,963.66,83.32
923,2014-07-12,12008.0,Zch_Stampfenbachstrasse,6.19,20.34,15.6,52.59,86.7,0.0,7.73,2014.0,256.9,17.56,21.46,963.79,173.35
924,2014-07-13,8737.0,Zch_Stampfenbachstrasse,4.11,13.55,10.38,61.49,76.12,0.0,7.38,2014.0,264.43,17.69,20.11,963.18,186.31
925,2014-07-14,13672.0,Zch_Stampfenbachstrasse,4.94,12.94,10.73,48.92,64.08,0.0,9.09,2014.0,14.53,19.47,23.02,965.74,245.18
926,2014-07-15,13558.0,Zch_Stampfenbachstrasse,12.0,25.35,22.88,55.7,94.55,0.0,12.7,2014.0,0.0,20.45,24.28,970.86,223.84
927,2014-07-16,14310.0,Zch_Stampfenbachstrasse,14.46,38.01,31.47,62.73,111.97,0.0,16.36,2014.0,0.0,21.97,27.13,971.16,336.67
928,2014-07-17,14153.0,Zch_Stampfenbachstrasse,12.43,34.94,28.24,79.59,123.43,3.0,19.15,2014.0,0.0,23.89,28.98,970.77,321.33
929,2014-07-18,14052.0,Zch_Stampfenbachstrasse,14.05,35.94,30.05,67.73,101.36,0.0,17.57,2014.0,0.0,24.63,30.97,968.46,339.89
930,2014-07-19,9878.0,Zch_Stampfenbachstrasse,6.13,30.54,20.89,87.93,175.06,5.0,22.23,2014.0,0.0,25.79,32.66,963.82,309.96
931,2014-07-20,8082.0,Zch_Stampfenbachstrasse,2.3,14.62,9.49,80.24,105.15,0.0,18.9,2014.0,162.6,22.83,26.64,962.23,151.85
932,2014-07-21,11898.0,Zch_Stampfenbachstrasse,2.63,12.14,8.46,75.04,87.77,0.0,4.87,2014.0,435.95,17.91,20.4,963.77,122.44
933,2014-07-22,12815.0,Zch_Stampfenbachstrasse,8.84,29.79,22.66,43.61,60.73,0.0,3.67,2014.0,1048.5,17.84,18.85,964.14,33.31
934,2014-07-23,12773.0,Zch_Stampfenbachstrasse,10.12,24.39,20.87,65.12,114.46,0.0,19.2,2014.0,0.0,21.29,25.55,963.67,262.12
935,2014-07-24,12778.0,Zch_Stampfenbachstrasse,11.39,36.7,28.32,62.64,95.98,0.0,19.42,2014.0,0.0,21.08,25.19,962.2,241.72
936,2014-07-25,13201.0,Zch_Stampfenbachstrasse,8.59,29.03,22.07,75.44,124.77,3.0,20.07,2014.0,0.0,22.36,27.97,962.97,304.22
937,2014-07-26,10141.0,Zch_Stampfenbachstrasse,2.43,13.8,9.16,82.36,104.64,0.0,10.92,2014.0,675.47,18.32,20.11,964.46,65.11
938,2014-07-27,7591.0,Zch_Stampfenbachstrasse,2.63,12.34,8.56,76.81,97.36,0.0,9.1,2014.0,197.8,18.16,19.69,966.95,88.58
939,2014-07-28,11394.0,Zch_Stampfenbachstrasse,8.59,21.19,17.97,65.72,110.81,0.0,13.1,2014.0,290.0,19.64,25.32,962.23,211.91
940,2014-07-29,12391.0,Zch_Stampfenbachstrasse,4.58,18.77,13.48,61.65,78.94,0.0,4.1,2014.0,447.82,17.41,20.5,959.94,128.91
941,2014-07-30,12567.0,Zch_Stampfenbachstrasse,7.01,20.89,16.55,42.62,58.88,0.0,7.32,2014.0,502.8,17.54,18.73,961.82,49.02
942,2014-07-31,13306.0,Zch_Stampfenbachstrasse,10.57,25.79,21.96,61.1,101.72,0.0,32.36,2014.0,0.35,20.61,24.69,964.65,248.24
943,2014-08-01,8070.0,Zch_Stampfenbachstrasse,5.11,18.62,13.83,57.07,97.04,0.0,34.12,2014.0,0.0,20.54,24.95,961.37,260.92
944,2014-08-02,9466.0,Zch_Stampfenbachstrasse,5.62,20.87,15.42,63.62,104.11,0.0,42.85,2014.0,161.9,21.12,25.07,960.08,200.81
945,2014-08-03,8291.0,Zch_Stampfenbachstrasse,2.67,10.98,7.88,68.29,93.35,0.0,12.46,2014.0,240.9,18.91,22.76,963.41,148.02
946,2014-08-04,11399.0,Zch_Stampfenbachstrasse,11.23,20.26,19.6,53.1,94.32,0.0,14.04,2014.0,52.3,19.73,25.84,966.72,251.65
947,2014-08-05,12236.0,Zch_Stampfenbachstrasse,5.16,16.81,12.93,67.78,96.39,0.0,12.23,2014.0,0.0,20.53,24.9,969.01,269.68
948,2014-08-06,12636.0,Zch_Stampfenbachstrasse,10.38,26.9,22.39,64.38,109.9,0.0,18.96,2014.0,2.18,20.08,24.48,967.28,235.11
949,2014-08-07,12587.0,Zch_Stampfenbachstrasse,7.99,26.85,20.44,54.35,81.97,0.0,23.05,2014.0,28.29,20.96,24.61,965.87,182.06
950,2014-08-08,13065.0,Zch_Stampfenbachstrasse,9.3,26.25,21.18,49.98,88.87,0.0,15.12,2014.0,88.1,22.37,27.3,963.71,275.17
951,2014-08-09,10616.0,Zch_Stampfenbachstrasse,3.23,10.8,8.24,74.29,81.56,0.0,9.04,2014.0,129.02,22.06,24.66,964.08,186.02
952,2014-08-10,8850.0,Zch_Stampfenbachstrasse,3.68,13.17,9.84,,,,12.14,2014.0,270.73,22.0,27.6,961.81,185.51
953,2014-08-11,12987.0,Zch_Stampfenbachstrasse,10.39,21.46,19.55,,,,8.99,2014.0,369.33,17.78,19.67,966.04,61.94
954,2014-08-12,13685.0,Zch_Stampfenbachstrasse,10.02,21.79,19.43,53.32,82.29,0.0,12.42,2014.0,0.0,18.93,22.62,965.12,234.96
955,2014-08-13,13964.0,Zch_Stampfenbachstrasse,12.66,24.09,22.75,42.11,89.02,0.0,12.15,2014.0,356.18,16.42,19.17,959.17,86.75
956,2014-08-14,14045.0,Zch_Stampfenbachstrasse,8.05,18.77,16.27,56.54,71.2,0.0,8.36,2014.0,33.7,16.67,20.89,964.71,196.84
957,2014-08-15,14593.0,Zch_Stampfenbachstrasse,6.31,18.77,14.87,55.4,68.56,0.0,6.74,2014.0,521.87,14.44,16.29,966.36,127.78
958,2014-08-16,12314.0,Zch_Stampfenbachstrasse,5.23,13.47,11.23,57.19,77.15,0.0,5.69,2014.0,154.1,14.68,17.77,970.92,175.74
959,2014-08-17,11358.0,Zch_Stampfenbachstrasse,7.24,21.42,17.01,44.02,85.45,0.0,9.3,2014.0,0.0,16.21,21.68,967.47,259.34
960,2014-08-18,13492.0,Zch_Stampfenbachstrasse,7.98,17.62,15.61,59.17,87.34,0.0,12.83,2014.0,0.0,18.25,22.46,962.59,268.16
961,2014-08-19,14436.0,Zch_Stampfenbachstrasse,8.89,21.42,18.33,53.88,81.45,0.0,12.04,2014.0,120.12,17.42,20.49,963.61,175.78
962,2014-08-20,7541.0,Zch_Stampfenbachstrasse,11.36,27.05,23.26,51.32,72.47,0.0,11.63,2014.0,49.38,17.16,19.69,965.92,151.48
963,2014-08-21,6726.0,Zch_Stampfenbachstrasse,12.21,27.83,24.34,58.2,86.62,0.0,13.54,2014.0,12.68,16.71,20.44,967.08,215.65
964,2014-08-22,6936.0,Zch_Stampfenbachstrasse,14.89,33.1,29.25,56.75,98.12,0.0,14.98,2014.0,0.0,17.39,21.99,965.78,255.46
965,2014-08-23,5298.0,Zch_Stampfenbachstrasse,5.32,21.43,15.48,52.28,69.06,0.0,12.64,2014.0,67.75,15.55,17.49,966.43,84.14
966,2014-08-24,4021.0,Zch_Stampfenbachstrasse,3.94,14.33,10.65,67.78,88.71,0.0,8.38,2014.0,214.05,14.59,18.09,969.96,179.44
967,2014-08-25,5959.0,Zch_Stampfenbachstrasse,22.33,34.03,35.7,34.57,65.14,0.0,13.54,2014.0,176.0,14.75,18.19,966.52,129.33
968,2014-08-26,6535.0,Zch_Stampfenbachstrasse,5.93,21.42,15.95,46.66,60.24,0.0,13.27,2014.0,641.28,16.64,18.87,959.9,65.63
969,2014-08-27,6655.0,Zch_Stampfenbachstrasse,7.9,19.2,16.37,45.07,60.71,0.0,7.7,2014.0,192.52,17.67,21.02,965.25,169.89
970,2014-08-28,6945.0,Zch_Stampfenbachstrasse,22.1,35.4,36.23,34.51,85.46,0.0,14.67,2014.0,0.0,19.43,24.34,967.7,244.57
971,2014-08-29,7295.0,Zch_Stampfenbachstrasse,25.87,33.68,38.36,32.36,59.07,0.0,17.68,2014.0,176.77,18.98,23.23,968.13,119.17
972,2014-08-30,6388.0,Zch_Stampfenbachstrasse,5.03,16.49,12.66,52.23,80.57,0.0,9.9,2014.0,11.02,19.53,23.07,969.12,204.02
973,2014-08-31,4161.0,Zch_Stampfenbachstrasse,3.87,19.98,13.55,38.21,60.32,0.0,13.13,2014.0,388.38,15.85,18.95,966.77,55.96
974,2014-09-01,5846.0,Zch_Stampfenbachstrasse,15.67,28.8,27.62,41.2,60.03,0.0,11.65,2014.0,161.22,14.67,16.99,969.44,123.08
975,2014-09-02,6008.0,Zch_Stampfenbachstrasse,15.31,25.57,25.65,41.11,71.83,0.0,11.16,2014.0,0.0,15.54,18.95,969.78,187.67
976,2014-09-03,6543.0,Zch_Stampfenbachstrasse,12.75,21.64,21.54,39.31,47.22,0.0,11.28,2014.0,0.0,16.23,18.95,966.91,134.17
977,2014-09-04,6527.0,Zch_Stampfenbachstrasse,16.31,26.84,27.11,36.77,59.66,0.0,15.48,2014.0,0.42,18.36,22.06,965.86,179.2
978,2014-09-05,6793.0,Zch_Stampfenbachstrasse,26.46,35.82,39.94,32.29,69.84,0.0,22.05,2014.0,46.53,19.26,23.2,965.06,137.64
979,2014-09-06,5622.0,Zch_Stampfenbachstrasse,13.44,32.88,27.97,44.78,97.48,0.0,21.64,2014.0,0.0,20.19,24.57,963.52,206.71
980,2014-09-07,4629.0,Zch_Stampfenbachstrasse,5.96,25.65,18.2,57.2,110.56,0.0,23.27,2014.0,0.0,20.62,25.9,964.16,216.93
981,2014-09-08,6059.0,Zch_Stampfenbachstrasse,17.68,35.91,32.95,54.69,113.54,0.0,25.57,2014.0,0.0,21.59,27.16,965.72,214.96
982,2014-09-09,13847.0,Zch_Stampfenbachstrasse,18.57,36.5,33.98,45.55,97.93,0.0,20.36,2014.0,175.57,19.86,25.02,966.71,133.49
983,2014-09-10,15444.0,Zch_Stampfenbachstrasse,12.54,28.51,24.96,49.7,78.16,0.0,22.55,2014.0,0.18,18.23,21.77,965.06,160.62
984,2014-09-11,13790.0,Zch_Stampfenbachstrasse,14.85,31.3,28.27,44.54,61.69,0.0,17.18,2014.0,81.27,15.45,18.3,964.65,112.5
985,2014-09-12,6691.0,Zch_Stampfenbachstrasse,10.38,26.36,22.11,40.09,55.02,0.0,10.66,2014.0,489.35,12.97,14.11,967.36,70.34
986,2014-09-13,5587.0,Zch_Stampfenbachstrasse,7.7,23.2,18.3,44.8,69.77,0.0,10.17,2014.0,131.52,14.82,18.46,969.69,141.14
987,2014-09-14,4298.0,Zch_Stampfenbachstrasse,6.2,20.37,15.62,48.73,91.98,0.0,,2014.0,0.0,16.69,20.85,966.93,164.38
988,2014-09-15,5378.0,Zch_Stampfenbachstrasse,16.26,37.26,32.52,37.96,70.84,0.0,,2014.0,0.0,17.6,22.12,965.17,162.26
989,2014-09-16,12055.0,Zch_Stampfenbachstrasse,24.09,45.54,43.13,31.78,77.41,0.0,,2014.0,0.0,18.51,23.12,964.64,203.83
990,2014-09-17,15832.0,Zch_Stampfenbachstrasse,17.99,38.04,34.32,30.5,57.35,0.0,,2014.0,0.0,18.78,23.25,962.37,179.72
991,2014-09-18,15719.0,Zch_Stampfenbachstrasse,23.38,48.12,43.9,18.45,42.72,0.0,25.48,2014.0,73.52,19.03,22.32,962.7,96.01
992,2014-09-19,15646.0,Zch_Stampfenbachstrasse,27.81,45.29,45.98,22.86,55.11,0.0,24.78,2014.0,150.97,19.78,23.56,964.72,127.24
993,2014-09-20,12685.0,Zch_Stampfenbachstrasse,5.91,22.41,16.46,44.62,83.52,0.0,14.04,2014.0,36.96,19.69,23.61,966.38,141.31
994,2014-09-21,10052.0,Zch_Stampfenbachstrasse,3.31,13.71,9.82,58.98,75.73,0.0,7.2,2014.0,575.35,17.09,20.06,966.86,100.62
995,2014-09-22,14852.0,Zch_Stampfenbachstrasse,16.85,29.62,29.0,46.24,79.81,0.0,20.41,2014.0,84.48,13.61,16.72,969.49,121.27
996,2014-09-23,15378.0,Zch_Stampfenbachstrasse,19.94,32.41,32.93,38.3,62.61,0.0,16.88,2014.0,0.0,11.89,16.74,968.63,214.3
997,2014-09-24,15447.0,Zch_Stampfenbachstrasse,24.29,32.17,36.3,36.95,66.57,0.0,21.7,2014.0,219.37,13.41,19.43,964.72,149.23
998,2014-09-25,15998.0,Zch_Stampfenbachstrasse,14.75,34.43,29.83,40.29,67.09,0.0,20.42,2014.0,128.02,13.46,16.97,970.33,118.26
999,2014-09-26,16124.0,Zch_Stampfenbachstrasse,44.14,52.28,62.73,11.28,39.65,0.0,25.55,2014.0,0.0,13.32,18.58,974.8,155.28
1000,2014-09-27,13207.0,Zch_Stampfenbachstrasse,13.36,28.94,25.84,32.21,79.68,0.0,18.3,2014.0,1.97,15.49,20.61,975.66,190.24
1001,2014-09-28,10936.0,Zch_Stampfenbachstrasse,10.96,30.98,24.99,24.1,68.35,0.0,19.48,2014.0,0.22,15.87,21.6,975.06,142.39
1002,2014-09-29,14007.0,Zch_Stampfenbachstrasse,31.13,45.79,48.91,21.81,55.94,0.0,22.13,2014.0,0.0,17.47,23.49,974.96,170.56
1003,2014-09-30,14795.0,Zch_Stampfenbachstrasse,25.01,44.05,43.09,15.04,33.41,0.0,22.6,2014.0,271.18,17.19,18.32,975.56,41.98
