,Datum,TotalDailyTraffic,Street,NO,NO2,NOx,O3,O3_max_h1,O3_nb_h1>120,PM10,Year,RainDur,T,T_max_h1,p,StrGlo
0,2012-01-01,8118.0,Zch_Stampfenbachstrasse,7.83,26.54,20.16,22.24,43.46,0.0,18.04,2012.0,95.6,8.12,9.6,968.64,39.61
1,2012-01-02,7537.0,Zch_Stampfenbachstrasse,3.51,17.87,12.16,36.06,53.56,0.0,5.34,2012.0,397.1,6.96,10.67,965.34,12.59
2,2012-01-03,11722.0,Zch_Stampfenbachstrasse,5.85,19.62,14.95,48.88,66.05,0.0,6.92,2012.0,71.47,6.29,9.15,972.62,63.38
3,2012-01-04,12161.0,Zch_Stampfenbachstrasse,2.59,13.25,9.0,59.47,67.55,0.0,7.49,2012.0,400.9,6.07,8.22,970.64,43.04
4,2012-01-05,12310.0,Zch_Stampfenbachstrasse,2.23,10.11,7.08,62.58,71.45,0.0,4.92,2012.0,748.32,5.02,6.84,957.33,11.24
5,2012-01-06,13449.0,Zch_Stampfenbachstrasse,3.2,17.67,11.81,46.12,65.08,0.0,7.11,2012.0,411.73,3.0,3.87,967.72,18.64
6,2012-01-07,9879.0,Zch_Stampfenbachstrasse,2.36,13.24,8.81,47.49,55.74,0.0,7.42,2012.0,321.2,3.43,5.22,973.11,11.5
7,2012-01-08,8337.0,Zch_Stampfenbachstrasse,2.35,13.93,9.17,48.91,54.91,0.0,8.47,2012.0,445.95,4.66,5.48,972.74,13.15
8,2012-01-09,13642.0,Zch_Stampfenbachstrasse,15.42,30.9,28.52,32.23,48.52,0.0,14.64,2012.0,67.7,4.81,6.05,979.16,29.2
9,2012-01-10,14299.0,Zch_Stampfenbachstrasse,43.53,46.11,59.01,17.65,45.46,0.0,18.86,2012.0,96.75,5.31,6.9,982.48,35.48
10,2012-01-11,14379.0,Zch_Stampfenbachstrasse,23.96,39.41,39.82,12.9,25.54,0.0,18.55,2012.0,0.0,2.61,3.25,983.23,15.96
11,2012-01-12,14854.0,Zch_Stampfenbachstrasse,14.96,31.55,28.49,19.11,33.12,0.0,23.99,2012.0,0.0,2.0,3.37,978.69,52.08
12,2012-01-13,15761.0,Zch_Stampfenbachstrasse,25.18,42.94,42.64,13.56,37.84,0.0,20.1,2012.0,157.3,3.21,5.53,976.47,52.57
13,2012-01-14,11146.0,Zch_Stampfenbachstrasse,41.78,47.62,58.4,14.84,52.38,0.0,23.08,2012.0,0.0,0.37,3.28,974.41,95.08
14,2012-01-15,9593.0,Zch_Stampfenbachstrasse,8.23,27.82,21.14,33.13,56.31,0.0,14.58,2012.0,0.0,-0.35,2.13,970.64,83.49
15,2012-01-16,13953.0,Zch_Stampfenbachstrasse,34.0,45.21,50.9,18.78,38.51,0.0,19.71,2012.0,0.0,-1.11,1.48,971.73,82.47
16,2012-01-17,14800.0,Zch_Stampfenbachstrasse,85.47,67.34,103.74,5.61,25.09,0.0,41.36,2012.0,0.0,-0.82,3.23,977.65,80.28
17,2012-01-18,15243.0,Zch_Stampfenbachstrasse,127.78,82.65,145.67,3.19,10.56,0.0,57.9,2012.0,0.0,0.49,4.83,979.94,85.08
18,2012-01-19,15087.0,Zch_Stampfenbachstrasse,17.35,38.42,34.0,31.85,52.74,0.0,20.91,2012.0,324.95,6.63,9.87,975.4,15.18
19,2012-01-20,15491.0,Zch_Stampfenbachstrasse,2.64,14.97,9.94,57.98,64.93,0.0,6.68,2012.0,810.85,5.34,8.03,968.42,37.1
20,2012-01-21,10982.0,Zch_Stampfenbachstrasse,1.57,11.27,7.15,52.82,60.54,0.0,2.79,2012.0,691.18,6.21,9.1,966.5,19.56
21,2012-01-22,9033.0,Zch_Stampfenbachstrasse,1.17,7.65,4.94,61.24,70.25,0.0,2.22,2012.0,255.23,7.66,8.92,965.19,46.11
22,2012-01-23,14062.0,Zch_Stampfenbachstrasse,5.19,24.02,16.72,45.78,64.62,0.0,9.67,2012.0,272.55,6.62,7.47,967.53,22.83
23,2012-01-24,14860.0,Zch_Stampfenbachstrasse,12.89,34.77,28.52,36.12,57.22,0.0,11.8,2012.0,373.22,4.25,5.25,969.9,62.57
24,2012-01-25,15539.0,Zch_Stampfenbachstrasse,24.4,45.26,43.23,25.73,50.72,0.0,13.55,2012.0,564.17,3.04,3.7,969.76,19.03
25,2012-01-26,15948.0,Zch_Stampfenbachstrasse,36.6,44.96,52.86,8.07,20.39,0.0,30.08,2012.0,0.77,3.15,5.17,967.56,23.28
26,2012-01-27,16330.0,Zch_Stampfenbachstrasse,50.93,46.77,65.28,9.47,28.99,0.0,20.71,2012.0,1121.32,4.11,5.07,971.04,13.82
27,2012-01-28,12274.0,Zch_Stampfenbachstrasse,12.53,34.86,28.27,32.04,48.03,0.0,8.48,2012.0,833.02,2.12,3.48,972.97,32.79
28,2012-01-29,9341.0,Zch_Stampfenbachstrasse,8.41,22.09,18.29,21.6,43.51,0.0,32.9,2012.0,0.02,0.72,1.73,969.99,20.62
29,2012-01-30,14231.0,Zch_Stampfenbachstrasse,35.21,48.18,53.42,12.63,34.5,0.0,46.1,2012.0,407.72,0.32,1.17,970.89,13.65
30,2012-01-31,14696.0,Zch_Stampfenbachstrasse,25.17,43.91,43.14,18.45,38.02,0.0,34.32,2012.0,198.05,-1.01,-0.05,966.03,12.34
31,2012-02-01,15089.0,Zch_Stampfenbachstrasse,15.35,38.02,32.19,38.33,52.45,0.0,38.22,2012.0,9.32,-4.3,-3.33,966.78,40.64
32,2012-02-02,14648.0,Zch_Stampfenbachstrasse,13.95,34.6,29.27,41.08,53.3,0.0,37.43,2012.0,14.6,-7.21,-5.43,968.15,58.38
33,2012-02-03,15630.0,Zch_Stampfenbachstrasse,20.87,41.98,38.69,32.34,48.91,0.0,29.29,2012.0,0.0,-9.84,-7.92,975.15,98.29
34,2012-02-04,11352.0,Zch_Stampfenbachstrasse,13.07,39.32,31.04,33.34,59.98,0.0,34.56,2012.0,0.0,-10.56,-7.5,978.84,101.07
35,2012-02-05,8694.0,Zch_Stampfenbachstrasse,11.35,40.0,30.02,28.78,50.39,0.0,46.56,2012.0,0.62,-10.5,-8.15,976.35,111.75
36,2012-02-06,13758.0,Zch_Stampfenbachstrasse,25.67,49.64,46.54,23.19,44.53,0.0,44.85,2012.0,0.0,-10.93,-8.42,977.0,105.7
37,2012-02-07,14345.0,Zch_Stampfenbachstrasse,18.21,43.05,37.12,27.23,38.79,0.0,42.74,2012.0,1.3,-10.64,-9.08,975.48,58.4
38,2012-02-08,14893.0,Zch_Stampfenbachstrasse,18.64,43.81,37.86,25.52,37.67,0.0,67.19,2012.0,2.0,-7.95,-5.93,977.12,81.86
39,2012-02-09,15302.0,Zch_Stampfenbachstrasse,37.25,67.07,64.93,15.72,33.54,0.0,90.55,2012.0,56.38,-6.73,-3.72,978.36,77.77
40,2012-02-10,15568.0,Zch_Stampfenbachstrasse,19.47,45.15,39.22,30.12,55.92,0.0,46.84,2012.0,66.03,-7.25,-5.95,977.68,58.54
41,2012-02-11,10535.0,Zch_Stampfenbachstrasse,6.71,28.6,20.34,59.68,65.48,0.0,49.03,2012.0,28.53,-8.5,-7.55,973.58,67.89
42,2012-02-12,7978.0,Zch_Stampfenbachstrasse,7.15,40.61,26.97,47.68,76.77,0.0,58.08,2012.0,0.0,-9.28,-6.9,974.88,104.53
43,2012-02-13,12988.0,Zch_Stampfenbachstrasse,40.91,77.73,73.45,16.58,48.6,0.0,77.72,2012.0,84.48,-7.34,-3.63,972.18,51.39
44,2012-02-14,13846.0,Zch_Stampfenbachstrasse,17.29,58.22,44.31,25.17,44.02,0.0,42.29,2012.0,493.3,-1.52,0.68,966.36,58.41
45,2012-02-15,12617.0,Zch_Stampfenbachstrasse,3.71,26.78,16.98,42.09,52.42,0.0,10.36,2012.0,1006.75,1.24,2.17,965.29,12.79
46,2012-02-16,13823.0,Zch_Stampfenbachstrasse,32.37,53.43,53.89,22.65,49.74,0.0,13.38,2012.0,44.33,2.32,4.23,972.42,64.18
47,2012-02-17,15126.0,Zch_Stampfenbachstrasse,27.55,56.44,51.61,18.32,53.58,0.0,24.76,2012.0,0.0,2.31,5.55,974.7,76.86
48,2012-02-18,11623.0,Zch_Stampfenbachstrasse,11.85,46.13,33.63,27.88,56.45,0.0,27.24,2012.0,0.0,3.49,7.12,969.5,127.16
49,2012-02-19,8547.0,Zch_Stampfenbachstrasse,4.7,31.69,20.34,40.55,64.8,0.0,15.06,2012.0,512.03,3.35,4.82,968.7,35.18
50,2012-02-20,13417.0,Zch_Stampfenbachstrasse,15.02,35.79,30.76,41.56,63.13,0.0,15.09,2012.0,0.0,1.16,2.98,978.84,120.7
51,2012-02-21,14215.0,Zch_Stampfenbachstrasse,43.11,64.57,68.33,18.71,49.01,0.0,35.6,2012.0,0.0,-0.01,3.6,979.68,119.7
52,2012-02-22,10376.0,Zch_Stampfenbachstrasse,43.44,73.57,73.3,8.55,27.33,0.0,53.51,2012.0,0.0,1.08,5.82,978.22,142.74
53,2012-02-23,14610.0,Zch_Stampfenbachstrasse,47.77,80.28,80.28,4.55,9.83,0.0,55.14,2012.0,0.0,3.67,6.85,976.74,45.54
54,2012-02-24,15878.0,Zch_Stampfenbachstrasse,67.09,78.83,95.01,6.88,25.94,0.0,46.93,2012.0,0.0,7.5,13.38,977.29,145.16
55,2012-02-25,11541.0,Zch_Stampfenbachstrasse,17.8,37.49,33.88,9.93,22.99,0.0,24.6,2012.0,38.95,6.82,8.0,973.67,35.9
56,2012-02-26,9195.0,Zch_Stampfenbachstrasse,11.41,31.62,25.69,30.73,62.23,0.0,27.2,2012.0,258.97,5.75,6.48,972.84,50.19
57,2012-02-27,16071.0,Zch_Stampfenbachstrasse,35.58,52.87,56.17,23.4,54.48,0.0,26.18,2012.0,29.68,5.01,8.43,975.0,156.08
58,2012-02-28,15330.0,Zch_Stampfenbachstrasse,48.11,66.69,73.45,15.81,50.19,0.0,35.22,2012.0,0.0,5.73,11.53,974.53,144.57
59,2012-02-29,15481.0,Zch_Stampfenbachstrasse,47.93,60.2,69.91,16.05,55.5,0.0,24.11,2012.0,0.0,8.48,14.58,973.01,156.82
60,2012-03-01,16387.0,Zch_Stampfenbachstrasse,49.86,52.44,67.4,7.83,20.69,0.0,36.47,2012.0,0.0,8.9,14.08,972.66,141.97
61,2012-03-02,16397.0,Zch_Stampfenbachstrasse,75.93,74.08,99.61,10.35,53.08,0.0,50.7,2012.0,0.0,10.42,17.88,973.58,157.9
62,2012-03-03,13196.0,Zch_Stampfenbachstrasse,29.72,48.86,49.38,29.75,79.38,0.0,37.41,2012.0,0.43,10.57,15.9,972.02,146.26
63,2012-03-04,10124.0,Zch_Stampfenbachstrasse,11.97,36.15,28.5,26.94,49.35,0.0,47.02,2012.0,0.0,8.38,11.1,969.37,89.36
64,2012-03-05,14131.0,Zch_Stampfenbachstrasse,7.23,26.56,19.69,50.3,69.71,0.0,21.52,2012.0,196.72,5.19,6.73,969.73,72.39
65,2012-03-06,14936.0,Zch_Stampfenbachstrasse,24.35,36.59,38.66,42.68,67.47,0.0,15.22,2012.0,0.0,4.34,7.27,971.91,124.9
66,2012-03-07,15594.0,Zch_Stampfenbachstrasse,16.47,35.97,32.01,36.36,66.49,0.0,26.7,2012.0,4.55,5.64,9.52,972.14,160.91
67,2012-03-08,15859.0,Zch_Stampfenbachstrasse,11.29,32.02,25.8,47.7,82.58,0.0,13.25,2012.0,317.3,5.12,7.0,974.81,64.07
68,2012-03-09,11341.0,Zch_Stampfenbachstrasse,30.26,51.44,51.16,27.1,67.21,0.0,20.58,2012.0,0.0,4.27,8.08,983.8,185.15
69,2012-03-10,11803.0,Zch_Stampfenbachstrasse,22.82,53.01,46.02,31.42,78.62,0.0,20.64,2012.0,0.0,5.22,10.38,983.11,174.23
70,2012-03-11,7528.0,Zch_Stampfenbachstrasse,14.15,44.6,34.67,28.51,51.78,0.0,23.11,2012.0,27.68,5.9,9.02,980.72,58.04
71,2012-03-12,14234.0,Zch_Stampfenbachstrasse,28.91,49.32,48.97,29.31,67.14,0.0,25.47,2012.0,0.0,8.72,13.58,978.95,172.96
72,2012-03-13,15430.0,Zch_Stampfenbachstrasse,26.86,44.85,44.99,28.6,54.17,0.0,28.76,2012.0,0.0,10.12,15.2,978.1,192.38
73,2012-03-14,16043.0,Zch_Stampfenbachstrasse,41.43,53.64,61.26,12.98,38.4,0.0,40.53,2012.0,0.0,9.06,15.8,977.37,197.55
74,2012-03-15,15857.0,Zch_Stampfenbachstrasse,63.11,73.9,89.24,10.44,41.47,0.0,43.97,2012.0,0.0,10.78,18.63,976.73,199.18
75,2012-03-16,16427.0,Zch_Stampfenbachstrasse,36.98,63.69,62.96,32.03,80.64,0.0,34.32,2012.0,0.0,12.4,20.23,973.56,202.55
76,2012-03-17,13052.0,Zch_Stampfenbachstrasse,15.49,47.66,37.34,48.9,106.78,0.0,31.67,2012.0,29.12,12.35,18.25,969.33,157.6
77,2012-03-18,9779.0,Zch_Stampfenbachstrasse,8.71,32.64,24.06,55.94,88.81,0.0,19.4,2012.0,440.83,8.27,13.42,967.76,97.44
78,2012-03-19,14832.0,Zch_Stampfenbachstrasse,19.41,43.23,38.17,36.9,71.49,0.0,7.48,2012.0,1096.4,5.5,6.03,975.63,34.77
79,2012-03-20,15457.0,Zch_Stampfenbachstrasse,21.31,40.48,38.25,22.9,48.2,0.0,23.28,2012.0,2.97,7.91,12.85,981.1,171.35
80,2012-03-21,16059.0,Zch_Stampfenbachstrasse,36.63,57.85,59.62,20.2,60.65,0.0,25.9,2012.0,0.0,9.73,15.6,980.4,205.05
81,2012-03-22,15740.0,Zch_Stampfenbachstrasse,32.05,57.5,55.76,27.58,69.03,0.0,,2012.0,0.0,11.67,17.75,975.89,213.17
82,2012-03-23,16556.0,Zch_Stampfenbachstrasse,43.46,66.27,69.5,26.07,89.14,0.0,,2012.0,0.0,12.56,18.63,973.56,205.3
83,2012-03-24,13286.0,Zch_Stampfenbachstrasse,16.58,48.01,38.4,44.49,99.26,0.0,36.77,2012.0,1.05,12.67,18.23,973.24,191.82
84,2012-03-25,10622.0,Zch_Stampfenbachstrasse,8.31,31.63,23.2,59.67,101.33,0.0,28.11,2012.0,0.0,12.85,17.38,976.14,201.3
85,2012-03-26,15816.0,Zch_Stampfenbachstrasse,23.28,43.5,41.41,54.42,88.05,0.0,22.88,2012.0,0.0,13.26,17.88,978.51,226.44
86,2012-03-27,16207.0,Zch_Stampfenbachstrasse,26.14,47.78,45.94,46.96,82.79,0.0,21.02,2012.0,0.0,12.72,17.32,978.94,225.78
87,2012-03-28,16617.0,Zch_Stampfenbachstrasse,26.46,56.26,50.64,42.71,93.66,0.0,27.51,2012.0,0.0,13.82,19.48,975.59,229.64
88,2012-03-29,16209.0,Zch_Stampfenbachstrasse,29.32,49.53,49.41,47.31,95.36,0.0,33.58,2012.0,0.0,14.11,19.48,970.82,199.49
89,2012-03-30,16496.0,Zch_Stampfenbachstrasse,7.34,30.79,21.99,58.09,81.67,0.0,20.7,2012.0,29.85,13.14,15.95,968.03,121.91
90,2012-03-31,13115.0,Zch_Stampfenbachstrasse,7.53,25.29,19.26,57.42,99.96,0.0,19.08,2012.0,0.0,12.66,18.0,962.14,231.44
91,2012-04-01,10837.0,Zch_Stampfenbachstrasse,4.85,15.06,11.76,75.75,96.53,0.0,13.28,2012.0,0.0,8.9,11.9,963.14,240.04
92,2012-04-02,15006.0,Zch_Stampfenbachstrasse,23.68,52.27,46.32,44.81,85.41,0.0,23.82,2012.0,0.0,10.76,17.73,958.46,236.36
93,2012-04-03,15575.0,Zch_Stampfenbachstrasse,14.43,48.15,36.75,49.82,79.89,0.0,24.43,2012.0,286.35,13.3,17.75,954.77,147.81
94,2012-04-04,15981.0,Zch_Stampfenbachstrasse,17.57,40.05,35.03,48.35,82.06,0.0,12.12,2012.0,359.15,11.02,12.17,957.29,63.1
95,2012-04-05,15585.0,Zch_Stampfenbachstrasse,23.86,42.1,41.14,20.33,52.35,0.0,,2012.0,587.88,9.63,10.62,959.39,36.05
96,2012-04-06,8231.0,Zch_Stampfenbachstrasse,9.68,26.95,21.85,17.56,44.21,0.0,,2012.0,15.8,9.9,12.6,958.75,86.45
97,2012-04-07,9511.0,Zch_Stampfenbachstrasse,8.6,29.91,22.54,35.52,65.71,0.0,,2012.0,207.45,8.97,10.53,954.98,64.82
98,2012-04-08,7502.0,Zch_Stampfenbachstrasse,4.01,17.19,12.21,65.91,79.07,0.0,,2012.0,395.52,3.44,6.88,962.11,76.11
99,2012-04-09,8298.0,Zch_Stampfenbachstrasse,4.72,20.56,14.54,60.89,78.81,0.0,,2012.0,3.57,6.23,10.27,959.97,121.05
100,2012-04-10,15009.0,Zch_Stampfenbachstrasse,14.25,27.97,26.05,59.01,94.66,0.0,,2012.0,16.2,12.69,19.32,950.49,232.8
101,2012-04-11,15511.0,Zch_Stampfenbachstrasse,9.68,26.44,21.58,56.02,85.98,0.0,8.03,2012.0,590.47,7.21,10.73,952.06,74.75
102,2012-04-12,15469.0,Zch_Stampfenbachstrasse,13.81,28.73,26.1,49.3,76.17,0.0,8.62,2012.0,570.43,7.16,10.77,953.83,104.6
103,2012-04-13,15831.0,Zch_Stampfenbachstrasse,18.48,32.91,32.03,58.93,78.0,0.0,8.32,2012.0,190.57,8.56,11.32,953.3,157.19
104,2012-04-14,12108.0,Zch_Stampfenbachstrasse,10.54,31.87,25.12,40.55,57.49,0.0,20.89,2012.0,167.93,8.61,9.98,949.15,62.98
105,2012-04-15,8916.0,Zch_Stampfenbachstrasse,5.02,22.73,15.91,58.82,66.63,0.0,18.35,2012.0,542.79,7.99,9.03,951.38,19.67
106,2012-04-16,10378.0,Zch_Stampfenbachstrasse,17.26,36.93,33.15,46.79,70.77,0.0,14.9,2012.0,802.95,6.03,6.9,962.87,60.77
107,2012-04-17,16302.0,Zch_Stampfenbachstrasse,16.7,32.99,30.64,50.57,82.51,0.0,17.57,2012.0,16.63,7.43,11.22,960.23,233.96
108,2012-04-18,16071.0,Zch_Stampfenbachstrasse,12.13,32.73,26.84,56.57,82.37,0.0,13.36,2012.0,262.4,7.51,10.15,948.98,130.42
109,2012-04-19,16155.0,Zch_Stampfenbachstrasse,13.88,30.93,27.3,58.59,87.27,0.0,9.7,2012.0,94.69,8.9,12.6,944.43,163.47
110,2012-04-20,16260.0,Zch_Stampfenbachstrasse,8.33,23.99,19.22,66.99,81.22,0.0,8.45,2012.0,151.05,8.39,10.62,950.03,125.59
111,2012-04-21,12260.0,Zch_Stampfenbachstrasse,2.33,9.21,6.68,80.03,95.42,0.0,4.47,2012.0,343.1,10.02,15.53,954.31,189.38
112,2012-04-22,7762.0,Zch_Stampfenbachstrasse,1.83,6.94,5.1,84.01,90.87,0.0,3.61,2012.0,225.82,7.93,10.93,959.9,184.4
113,2012-04-23,14241.0,Zch_Stampfenbachstrasse,10.87,24.39,21.47,64.05,86.95,0.0,7.96,2012.0,362.18,9.08,13.25,955.46,174.92
114,2012-04-24,14763.0,Zch_Stampfenbachstrasse,6.72,18.55,15.08,75.67,103.86,0.0,7.34,2012.0,306.58,8.53,10.75,951.21,136.25
115,2012-04-25,15167.0,Zch_Stampfenbachstrasse,20.19,45.19,39.82,45.71,87.3,0.0,12.38,2012.0,0.0,10.84,15.62,955.12,197.63
116,2012-04-26,15311.0,Zch_Stampfenbachstrasse,27.33,45.05,45.47,49.87,94.29,0.0,16.37,2012.0,0.0,15.55,22.83,958.17,298.17
117,2012-04-27,15827.0,Zch_Stampfenbachstrasse,18.94,43.7,38.03,56.9,100.53,0.0,21.89,2012.0,0.0,17.43,23.82,964.43,266.28
118,2012-04-28,12466.0,Zch_Stampfenbachstrasse,6.61,24.42,18.07,73.12,112.71,0.0,27.01,2012.0,0.0,21.83,28.93,960.93,285.72
119,2012-04-29,9727.0,Zch_Stampfenbachstrasse,1.97,7.21,5.35,102.15,115.94,0.0,15.62,2012.0,0.0,22.02,24.62,957.44,217.73
120,2012-04-30,13032.0,Zch_Stampfenbachstrasse,9.57,26.85,21.72,70.02,93.14,0.0,15.5,2012.0,0.0,17.0,22.95,962.04,169.1
121,2012-05-01,7120.0,Zch_Stampfenbachstrasse,2.9,10.63,7.88,94.6,108.45,0.0,7.4,2012.0,95.47,15.2,18.47,965.76,168.91
122,2012-05-02,14556.0,Zch_Stampfenbachstrasse,5.86,17.16,13.68,71.73,99.44,0.0,11.24,2012.0,68.53,14.59,17.93,964.34,243.42
123,2012-05-03,14568.0,Zch_Stampfenbachstrasse,10.54,29.63,23.95,71.29,103.64,0.0,13.06,2012.0,0.0,15.39,20.25,962.61,269.25
124,2012-05-04,15171.0,Zch_Stampfenbachstrasse,13.55,30.92,27.03,69.24,113.16,0.0,15.37,2012.0,99.43,16.89,22.38,956.77,296.37
125,2012-05-05,11934.0,Zch_Stampfenbachstrasse,4.93,16.44,12.55,79.1,94.68,0.0,7.85,2012.0,692.33,13.2,16.17,956.86,139.62
126,2012-05-06,9761.0,Zch_Stampfenbachstrasse,4.83,15.43,11.94,71.96,90.61,0.0,4.73,2012.0,308.06,11.86,14.25,960.66,135.48
127,2012-05-07,14561.0,Zch_Stampfenbachstrasse,20.08,36.75,35.32,50.7,83.9,0.0,9.15,2012.0,100.9,13.07,17.0,966.55,190.3
128,2012-05-08,15440.0,Zch_Stampfenbachstrasse,16.56,35.03,31.6,51.55,96.59,0.0,12.72,2012.0,267.82,14.8,20.65,965.91,240.46
129,2012-05-09,17084.0,Zch_Stampfenbachstrasse,20.04,37.31,35.58,33.92,55.59,0.0,15.01,2012.0,579.83,15.44,20.62,968.54,154.37
130,2012-05-10,16250.0,Zch_Stampfenbachstrasse,31.31,40.83,46.45,31.86,83.88,0.0,18.13,2012.0,0.0,19.68,26.58,972.13,301.21
131,2012-05-11,16254.0,Zch_Stampfenbachstrasse,15.05,34.04,29.86,63.45,105.83,0.0,18.29,2012.0,0.0,23.34,29.35,972.81,311.15
132,2012-05-12,12684.0,Zch_Stampfenbachstrasse,8.96,23.9,19.68,52.16,69.49,0.0,12.6,2012.0,739.08,13.49,21.22,977.56,38.86
133,2012-05-13,11013.0,Zch_Stampfenbachstrasse,4.95,13.95,11.26,77.56,102.92,0.0,12.24,2012.0,0.0,11.22,14.03,974.99,281.52
134,2012-05-14,14591.0,Zch_Stampfenbachstrasse,14.81,35.61,30.5,69.87,105.98,0.0,13.09,2012.0,0.0,11.73,16.5,967.65,343.39
135,2012-05-15,15579.0,Zch_Stampfenbachstrasse,8.49,27.11,20.98,68.68,103.22,0.0,16.13,2012.0,81.88,11.49,17.16,962.46,280.78
136,2012-05-16,16340.0,Zch_Stampfenbachstrasse,4.82,16.75,12.63,68.67,88.53,0.0,7.34,2012.0,401.63,7.72,10.85,971.07,141.26
137,2012-05-17,9514.0,Zch_Stampfenbachstrasse,4.38,13.62,10.63,74.83,97.26,0.0,7.44,2012.0,0.0,10.65,15.78,968.61,331.18
138,2012-05-18,13373.0,Zch_Stampfenbachstrasse,13.12,35.93,29.31,50.5,82.99,0.0,16.13,2012.0,147.77,13.54,17.52,961.71,118.13
139,2012-05-19,10208.0,Zch_Stampfenbachstrasse,6.64,26.49,19.18,61.09,104.45,0.0,20.0,2012.0,54.62,17.42,21.92,960.67,227.6
140,2012-05-20,10183.0,Zch_Stampfenbachstrasse,4.59,21.88,15.12,70.67,93.92,0.0,14.93,2012.0,1.9,18.35,23.7,954.93,212.49
141,2012-05-21,14951.0,Zch_Stampfenbachstrasse,9.22,27.89,21.98,68.22,95.26,0.0,11.72,2012.0,277.32,16.48,20.87,950.0,195.55
142,2012-05-22,15744.0,Zch_Stampfenbachstrasse,9.35,24.57,20.35,70.29,93.37,0.0,7.81,2012.0,294.97,16.42,20.73,957.71,242.63
143,2012-05-23,16691.0,Zch_Stampfenbachstrasse,16.29,35.31,31.52,35.18,64.8,0.0,20.59,2012.0,354.3,16.26,19.7,969.39,97.46
144,2012-05-24,16665.0,Zch_Stampfenbachstrasse,17.67,39.6,34.87,54.53,99.73,0.0,31.88,2012.0,73.07,19.13,24.45,971.65,237.86
145,2012-05-25,16310.0,Zch_Stampfenbachstrasse,8.96,28.13,21.89,83.99,126.15,3.0,23.68,2012.0,0.02,19.25,23.13,968.51,337.94
146,2012-05-26,12248.0,Zch_Stampfenbachstrasse,5.08,19.82,14.44,102.06,133.82,8.0,17.78,2012.0,0.0,18.49,22.92,967.12,348.2
147,2012-05-27,9444.0,Zch_Stampfenbachstrasse,4.42,21.98,15.03,92.6,125.05,3.0,20.56,2012.0,0.02,17.14,21.95,966.75,243.55
148,2012-05-28,9679.0,Zch_Stampfenbachstrasse,3.09,19.81,12.84,87.07,124.93,7.0,17.39,2012.0,0.0,19.16,23.48,965.6,318.28
149,2012-05-29,15627.0,Zch_Stampfenbachstrasse,11.96,39.12,30.05,77.08,117.56,0.0,26.2,2012.0,147.85,20.21,24.48,965.06,271.15
150,2012-05-30,16512.0,Zch_Stampfenbachstrasse,12.06,37.61,29.34,78.9,142.74,7.0,22.6,2012.0,31.13,20.45,25.98,967.73,322.03
151,2012-05-31,13987.0,Zch_Stampfenbachstrasse,6.27,21.09,16.05,86.47,114.75,0.0,19.13,2012.0,92.75,19.89,24.38,969.0,275.75
152,2012-06-01,16694.0,Zch_Stampfenbachstrasse,7.57,23.11,18.16,63.59,90.11,0.0,19.89,2012.0,0.0,18.37,20.52,967.98,117.9
153,2012-06-02,13172.0,Zch_Stampfenbachstrasse,7.28,21.9,17.29,59.86,95.64,0.0,11.66,2012.0,0.0,21.05,26.22,964.14,330.51
154,2012-06-03,10270.0,Zch_Stampfenbachstrasse,3.7,17.42,12.08,61.84,95.49,0.0,13.16,2012.0,737.67,17.82,20.18,961.44,59.53
155,2012-06-04,15155.0,Zch_Stampfenbachstrasse,8.35,19.94,17.12,61.43,84.24,0.0,8.62,2012.0,440.92,14.63,17.05,963.36,135.47
156,2012-06-05,15199.0,Zch_Stampfenbachstrasse,20.38,34.21,34.23,51.31,68.19,0.0,12.61,2012.0,97.62,13.48,17.2,966.46,206.94
157,2012-06-06,15726.0,Zch_Stampfenbachstrasse,15.48,34.82,30.62,38.56,68.96,0.0,18.83,2012.0,157.48,15.84,18.08,961.54,94.27
158,2012-06-07,17188.0,Zch_Stampfenbachstrasse,16.45,31.6,29.71,48.76,86.57,0.0,16.77,2012.0,339.17,19.3,25.88,958.13,240.91
159,2012-06-08,16485.0,Zch_Stampfenbachstrasse,10.8,26.86,22.7,53.49,69.6,0.0,9.56,2012.0,562.58,16.1,17.16,962.49,98.47
160,2012-06-09,12811.0,Zch_Stampfenbachstrasse,3.7,11.97,9.23,67.08,83.78,0.0,11.4,2012.0,145.9,15.8,19.44,965.69,201.82
161,2012-06-10,10053.0,Zch_Stampfenbachstrasse,5.57,13.76,11.66,64.06,82.25,0.0,9.31,2012.0,637.25,14.27,17.7,961.38,180.24
162,2012-06-11,14948.0,Zch_Stampfenbachstrasse,4.98,14.39,11.52,57.22,70.58,0.0,7.37,2012.0,288.82,15.82,19.05,955.79,243.98
163,2012-06-12,15610.0,Zch_Stampfenbachstrasse,8.45,23.78,19.21,48.37,64.1,0.0,6.71,2012.0,1090.88,12.58,14.2,956.37,49.17
164,2012-06-13,15191.0,Zch_Stampfenbachstrasse,5.38,18.1,13.78,60.35,72.33,0.0,8.31,2012.0,305.57,13.5,16.48,965.18,179.05
165,2012-06-14,15853.0,Zch_Stampfenbachstrasse,18.25,32.97,31.87,52.31,82.07,0.0,,2012.0,0.0,16.0,21.15,967.72,344.09
166,2012-06-15,15733.0,Zch_Stampfenbachstrasse,14.01,37.26,30.72,66.36,130.1,4.0,17.9,2012.0,0.0,20.62,27.2,967.25,334.32
