,Unnamed: 0.1,Datum,TotalDailyTraffic,Street,NO,NO2,NOx,O3,O3_max_h1,O3_nb_h1>120,PM10,PM2.5,CO,SO2,PN,RainDur,T,T_max_h1,p,StrGlo,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep,Weekday_0,Weekday_1,Weekday_2,Weekday_3,Weekday_4,Weekday_5,Weekday_6,1.5km_green,1km_green,500m_green,200m_green,1.5km_trees,1km_trees,500m_trees,200m_trees,WD,WVv,WVs,Hr,NO2_tomorrow
2968,2968,2020-02-16,8835.0,Zch_Stampfenbachstrasse,3.27,21.74,13.99,47.46,73.3,0.0,9.2,5.89,0.23,1.73,10184.66,0.0,10.14,14.79,968.5,70.58,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7471,4473,1611,132,9115,4054,1419,152,187.96041666666667,2.3733333333333335,2.700833333333333,51.30583333333333,15.13
2969,2969,2020-02-17,12597.0,Zch_Stampfenbachstrasse,3.23,15.13,10.5,65.91,92.52,0.0,7.58,5.63,0.19,1.32,7448.49,471.87,10.62,13.55,969.69,50.26,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,246.8225,2.922083333333333,3.2075,65.61999999999999,15.96
2970,2970,2020-02-18,13287.0,Zch_Stampfenbachstrasse,3.97,15.96,11.53,61.99,79.96,0.0,6.95,4.87,0.2,1.25,9743.87,22.47,7.12,9.29,977.0,124.22,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,249.19791666666666,2.47375,2.655416666666667,59.22875,11.18
2971,2971,2020-02-19,13485.0,Zch_Stampfenbachstrasse,1.98,11.18,7.43,66.08,72.55,0.0,6.36,4.68,0.19,1.21,6668.62,253.65,6.0,7.73,973.48,74.92,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,245.91625,3.2541666666666664,3.4583333333333335,61.09708333333333,24.68
2972,2972,2020-02-20,13740.0,Zch_Stampfenbachstrasse,7.45,24.68,18.88,50.64,66.17,0.0,8.21,5.46,0.24,1.47,14237.5,0.0,7.37,11.31,971.62,124.06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7471,4473,1611,132,9115,4054,1419,152,195.29375000000002,2.26875,2.408333333333333,60.602916666666665,27.89
2973,2973,2020-02-21,14270.0,Zch_Stampfenbachstrasse,9.95,27.89,22.56,52.59,80.11,0.0,8.52,5.9,0.27,1.5,13082.9,164.72,6.97,9.45,977.57,119.63,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7471,4473,1611,132,9115,4054,1419,152,254.98333333333335,1.75,2.0275000000000003,59.055416666666666,36.59
2974,2974,2020-02-22,12187.0,Zch_Stampfenbachstrasse,9.92,36.59,27.09,30.3,63.63,0.0,11.01,8.25,0.31,1.93,16808.84,0.0,7.99,13.5,978.32,144.27,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7471,4473,1611,132,9115,4054,1419,152,229.12208333333334,1.1141666666666665,1.4595833333333335,59.43333333333334,11.51
2975,2975,2020-02-23,9286.0,Zch_Stampfenbachstrasse,1.26,11.51,7.03,62.59,77.17,0.0,7.35,5.16,0.19,1.6,5873.75,31.13,13.51,16.65,975.21,52.46,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7471,4473,1611,132,9115,4054,1419,152,247.02125,3.169166666666667,3.4633333333333334,40.95791666666667,13.08
2976,2976,2020-02-24,13159.0,Zch_Stampfenbachstrasse,4.62,13.08,10.55,53.31,69.58,0.0,7.77,4.92,0.18,1.41,11337.07,0.0,14.75,18.37,969.7,137.27,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,258.305,2.9450000000000003,3.11875,53.335,16.86
2977,2977,2020-02-25,13993.0,Zch_Stampfenbachstrasse,3.91,16.86,11.95,57.66,81.37,0.0,8.52,5.69,0.18,1.48,8590.43,296.43,9.57,13.58,957.27,69.7,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,261.2004166666666,3.1504166666666666,3.4562500000000003,63.40875,11.98
2978,2978,2020-02-26,13806.0,Zch_Stampfenbachstrasse,2.59,11.98,8.34,70.72,85.94,0.0,5.34,4.08,0.19,1.1,5783.15,245.32,3.12,6.24,955.38,86.19,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,246.58375,3.140416666666667,3.4137500000000003,76.93416666666667,17.99
2979,2979,2020-02-27,14420.0,Zch_Stampfenbachstrasse,5.14,17.99,13.53,64.59,77.89,0.0,6.76,4.76,0.2,1.16,7209.7,386.35,3.04,5.87,955.65,40.02,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7471,4473,1611,132,9115,4054,1419,152,229.65833333333333,3.4287500000000004,3.69125,74.75916666666667,22.78
2980,2980,2020-02-28,15258.0,Zch_Stampfenbachstrasse,5.71,22.78,16.49,60.47,77.06,0.0,7.65,5.9,0.24,1.43,10939.29,1.57,5.22,7.89,967.29,148.05,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7471,4473,1611,132,9115,4054,1419,152,224.32000000000002,2.1820833333333334,2.42375,52.56166666666667,21.09
2981,2981,2020-02-29,11723.0,Zch_Stampfenbachstrasse,5.13,21.09,15.14,58.66,83.76,0.0,9.64,6.08,0.23,1.62,13464.85,381.82,8.96,14.21,954.78,97.46,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7471,4473,1611,132,9115,4054,1419,152,180.94083333333333,2.5929166666666665,2.9020833333333336,59.07666666666666,8.3
2982,2982,2020-03-01,10100.0,Zch_Stampfenbachstrasse,1.6,8.3,5.62,77.7,90.24,0.0,4.14,3.54,0.18,1.2,11526.76,326.87,8.7,13.42,951.99,162.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,7471,4473,1611,132,9115,4054,1419,152,217.42166666666665,3.219583333333333,3.4150000000000005,67.5625,28.11
2983,2983,2020-03-02,13281.0,Zch_Stampfenbachstrasse,11.44,28.11,23.87,45.49,74.25,0.0,5.54,4.15,0.23,1.57,13955.98,382.33,6.19,8.45,943.62,47.01,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,175.39458333333334,2.4854166666666666,2.665833333333333,71.82666666666667,21.5
2984,2984,2020-03-03,14033.0,Zch_Stampfenbachstrasse,5.75,21.5,15.85,60.29,82.01,0.0,5.5,4.44,0.23,1.41,11259.42,155.45,5.51,8.31,954.65,135.05,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,249.75291666666666,2.26375,2.4933333333333336,62.9725,28.89
2985,2985,2020-03-04,13687.0,Zch_Stampfenbachstrasse,8.86,28.89,22.21,51.03,72.36,0.0,6.84,5.36,0.27,1.54,13756.61,60.85,5.8,8.92,962.3,133.71,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,201.395,1.14375,1.50125,63.92333333333334,35.49
2986,2986,2020-03-05,13810.0,Zch_Stampfenbachstrasse,13.2,35.49,29.14,46.09,84.15,0.0,6.18,4.82,0.27,1.35,16988.16,902.32,6.03,8.36,950.03,22.95,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,7471,4473,1611,132,9115,4054,1419,152,178.93625,2.08625,2.2979166666666666,81.99541666666667,8.86
2987,2987,2020-03-06,14190.0,Zch_Stampfenbachstrasse,1.65,8.86,5.96,75.01,81.31,0.0,4.82,3.97,0.18,1.18,4517.41,272.95,6.32,8.18,951.53,50.94,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,7471,4473,1611,132,9115,4054,1419,152,238.92624999999998,5.08875,5.21875,66.69500000000001,19.44
2988,2988,2020-03-07,11571.0,Zch_Stampfenbachstrasse,3.44,19.44,12.92,63.99,84.69,0.0,7.8,6.53,0.23,1.48,8766.98,95.68,5.28,7.84,967.89,89.94,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,7471,4473,1611,132,9115,4054,1419,152,248.21791666666664,1.4375,1.6595833333333332,66.31458333333333,26.91
2989,2989,2020-03-08,9087.0,Zch_Stampfenbachstrasse,5.42,26.91,18.42,51.53,84.88,0.0,8.87,7.43,0.27,1.73,12219.66,0.0,5.89,10.17,968.68,167.04,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,7471,4473,1611,132,9115,4054,1419,152,184.57416666666666,1.5816666666666668,1.7520833333333332,60.89458333333334,17.36
2990,2990,2020-03-09,11270.0,Zch_Stampfenbachstrasse,3.8,17.36,12.12,62.57,77.73,0.0,5.32,4.35,0.21,1.39,11401.16,388.5,6.61,8.04,966.1,84.34,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,239.395,1.8654166666666667,2.1808333333333336,75.41958333333334,18.14
2991,2991,2020-03-10,13321.0,Zch_Stampfenbachstrasse,3.29,18.14,12.13,54.52,68.07,0.0,5.4,4.49,0.21,1.25,8414.15,616.98,5.95,8.0,968.24,25.33,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,214.7541666666667,2.8091666666666666,2.983333333333333,80.23791666666666,11.05
2992,2992,2020-03-11,13605.0,Zch_Stampfenbachstrasse,3.31,11.05,8.43,50.38,,,5.22,4.16,0.19,1.3,8543.15,112.65,12.77,,969.77,165.81,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,242.9415,3.2585,3.504210526315789,69.21421052631578,
2993,2993,2020-03-12,13491.0,Zch_Stampfenbachstrasse,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,7471,4473,1611,132,9115,4054,1419,152,279.66,2.78125,2.95625,58.125,18.68
2994,2994,2020-03-13,13703.0,Zch_Stampfenbachstrasse,4.14,18.68,13.09,63.64,88.19,0.0,7.27,5.49,0.22,1.43,10483.11,3.72,9.01,11.22,970.0,135.84,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,7471,4473,1611,132,9115,4054,1419,152,247.55666666666664,2.0104166666666665,2.294583333333333,55.8475,29.69
2995,2995,2020-03-14,9292.0,Zch_Stampfenbachstrasse,6.16,29.69,20.46,40.5,76.63,0.0,9.29,7.34,0.27,2.19,16093.61,0.0,6.99,10.17,969.89,109.36,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,7471,4473,1611,132,9115,4054,1419,152,128.50708333333333,1.0304166666666668,1.3866666666666667,57.61875,30.84
2996,2996,2020-03-15,7819.0,Zch_Stampfenbachstrasse,5.94,30.84,20.89,37.77,86.78,0.0,10.44,8.52,0.31,2.11,13916.51,0.0,8.28,14.78,967.2,202.92,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,7471,4473,1611,132,9115,4054,1419,152,120.81041666666665,1.3604166666666666,1.5999999999999999,59.84791666666666,48.73
2997,2997,2020-03-16,12523.0,Zch_Stampfenbachstrasse,20.81,48.73,42.16,28.44,77.32,0.0,11.19,8.19,0.38,2.44,17542.06,0.0,10.97,17.28,969.78,198.5,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,184.27125,0.4575,0.88125,55.598749999999995,32.0
2998,2998,2020-03-17,10524.0,Zch_Stampfenbachstrasse,7.89,32.0,23.06,40.89,84.81,0.0,12.73,9.3,0.29,2.09,14985.16,0.0,12.21,17.43,978.06,172.25,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,201.34041666666667,0.8762500000000001,1.3187499999999999,58.31833333333333,37.34
2999,2999,2020-03-18,9932.0,Zch_Stampfenbachstrasse,15.06,37.34,31.6,37.73,86.45,0.0,21.63,15.25,0.35,2.24,17926.76,0.0,12.67,18.34,976.18,200.67,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,61.12125,0.9925,1.2279166666666665,61.17416666666667,42.28
3000,3000,2020-03-19,8112.0,Zch_Stampfenbachstrasse,14.34,42.28,33.6,36.97,87.12,0.0,29.47,19.76,0.37,2.19,16384.09,0.0,13.51,19.13,972.3,200.01,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,7471,4473,1611,132,9115,4054,1419,152,206.84708333333333,0.40958333333333335,0.83875,60.76,30.05
3001,3001,2020-03-20,9338.0,Zch_Stampfenbachstrasse,9.76,30.05,23.53,49.66,94.99,0.0,29.71,19.51,0.3,2.0,13544.88,0.57,13.57,18.53,968.93,173.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,7471,4473,1611,132,9115,4054,1419,152,192.88541666666666,1.10875,1.3908333333333334,62.14791666666667,12.65
3002,3002,2020-03-21,4549.0,Zch_Stampfenbachstrasse,3.01,12.65,9.03,43.94,87.87,0.0,12.84,10.16,0.22,1.54,6403.07,0.0,8.3,11.57,966.77,84.68,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,7471,4473,1611,132,9115,4054,1419,152,57.1275,2.6662500000000002,2.8208333333333333,79.0575,6.43
3003,3003,2020-03-22,3636.0,Zch_Stampfenbachstrasse,1.7,6.43,4.72,58.18,74.73,0.0,11.86,9.27,0.2,1.6,5337.49,0.0,4.64,8.25,970.79,106.21,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,7471,4473,1611,132,9115,4054,1419,152,57.41,3.3958333333333335,3.7716666666666665,62.634166666666665,11.68
3004,3004,2020-03-23,8639.0,Zch_Stampfenbachstrasse,4.57,11.68,9.77,69.14,78.88,0.0,12.01,8.06,0.2,1.97,8718.91,0.0,2.75,8.01,975.69,232.63,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,48.69,2.8679166666666664,3.214166666666667,42.545833333333334,15.16
3005,3005,2020-03-24,8435.0,Zch_Stampfenbachstrasse,4.87,15.16,11.83,68.48,78.54,0.0,19.37,13.15,0.22,2.54,9270.53,0.0,3.0,7.59,973.98,232.68,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,44.709583333333335,3.5862499999999997,3.86125,39.35458333333333,16.4
3006,3006,2020-03-25,8013.0,Zch_Stampfenbachstrasse,4.81,16.4,12.43,73.87,84.37,0.0,25.05,17.75,0.25,2.84,9375.55,0.0,3.37,6.93,968.0,211.82,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,48.13375,3.2745833333333336,3.52,44.526250000000005,24.27
3007,3007,2020-03-26,8204.0,Zch_Stampfenbachstrasse,6.28,24.27,17.72,50.0,71.16,0.0,24.56,18.0,0.28,2.23,11538.56,0.0,2.89,5.99,963.46,162.85,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,7471,4473,1611,132,9115,4054,1419,152,42.52,2.6350000000000002,2.8241666666666667,53.57041666666667,43.26
3008,3008,2020-03-27,8556.0,Zch_Stampfenbachstrasse,12.24,43.26,32.43,32.56,71.04,0.0,31.44,21.57,0.35,2.71,14547.33,0.0,6.61,12.32,963.43,200.29,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,7471,4473,1611,132,9115,4054,1419,152,157.45541666666665,0.59375,1.00875,56.1775,33.34
3009,3009,2020-03-28,5216.0,Zch_Stampfenbachstrasse,6.68,33.34,22.79,45.94,96.72,0.0,53.76,28.53,0.35,2.76,13646.19,0.0,10.31,16.16,965.28,220.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,7471,4473,1611,132,9115,4054,1419,152,157.19666666666666,0.7487499999999999,1.0669565217391304,55.18130434782609,17.75
3010,3010,2020-03-29,3430.0,Zch_Stampfenbachstrasse,2.37,17.75,11.19,58.24,77.0,0.0,31.42,20.96,0.26,2.12,9152.07,628.57,6.31,9.93,967.02,50.79,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,7471,4473,1611,132,9115,4054,1419,152,60.19416666666667,1.9445833333333333,2.1504166666666666,71.97041666666667,15.42
3011,3011,2020-03-30,8309.0,Zch_Stampfenbachstrasse,5.32,15.42,12.33,57.01,65.35,0.0,9.79,7.61,0.22,1.49,8543.18,35.35,2.37,3.83,970.83,67.36,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,48.812916666666666,2.6145833333333335,2.9004166666666666,69.19875,19.43
3012,3012,2020-03-31,8582.0,Zch_Stampfenbachstrasse,6.81,19.43,15.62,65.76,86.93,0.0,12.55,9.22,0.23,1.88,12950.32,0.0,3.98,8.44,971.83,251.97,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,54.600833333333334,2.275,2.5875,44.34791666666666,28.91
3013,3013,2020-04-01,8665.0,Zch_Stampfenbachstrasse,6.69,28.91,20.48,59.61,88.18,0.0,18.99,13.78,0.26,2.32,13290.19,0.0,5.46,10.9,967.05,251.57,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,130.45208333333332,1.505,1.8929166666666666,43.86000000000001,38.12
3014,3014,2020-04-02,8472.0,Zch_Stampfenbachstrasse,15.12,38.12,32.05,55.41,106.3,0.0,23.82,16.47,0.3,2.65,15527.15,0.0,8.22,14.58,961.78,242.57,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7471,4473,1611,132,9115,4054,1419,152,207.04541666666668,0.9429166666666666,1.29125,44.87875,22.96
3015,3015,2020-04-03,7520.0,Zch_Stampfenbachstrasse,4.59,22.96,15.68,77.99,108.01,0.0,22.25,15.95,0.24,2.29,11395.1,0.0,9.62,13.64,965.4,245.79,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7471,4473,1611,132,9115,4054,1419,152,169.08541666666667,1.1345833333333333,1.61,40.82541666666666,18.4
3016,3016,2020-04-04,4981.0,Zch_Stampfenbachstrasse,2.83,18.4,11.89,75.17,109.78,0.0,18.88,13.93,0.25,2.19,11077.74,0.0,10.65,15.55,970.23,251.16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7471,4473,1611,132,9115,4054,1419,152,31.334999999999997,1.62375,1.8925,44.642500000000005,18.03
3017,3017,2020-04-05,4183.0,Zch_Stampfenbachstrasse,2.46,18.03,11.4,73.83,105.56,0.0,20.59,15.54,0.26,2.34,10894.07,0.0,12.28,18.46,969.99,260.58,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7471,4473,1611,132,9115,4054,1419,152,50.19708333333333,1.5625,1.7954166666666669,43.03666666666667,29.91
3018,3018,2020-04-06,7915.0,Zch_Stampfenbachstrasse,6.58,29.91,20.92,67.23,118.92,0.0,19.0,12.89,0.29,2.14,13229.47,0.0,14.33,21.03,972.22,255.86,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,217.69916666666666,0.74125,1.1404166666666666,43.08916666666667,33.18
3019,3019,2020-04-07,8954.0,Zch_Stampfenbachstrasse,12.2,33.18,27.13,71.29,121.62,4.0,23.66,14.1,0.3,2.35,15706.53,0.0,15.61,21.73,975.72,255.74,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,98.68625000000002,1.4154166666666665,1.7958333333333334,42.40625,31.3
3020,3020,2020-04-08,9056.0,Zch_Stampfenbachstrasse,6.24,31.3,21.37,73.5,126.26,5.0,20.58,13.01,0.29,2.06,15308.86,0.0,15.84,22.03,973.76,253.56,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,200.88458333333332,0.6479166666666667,1.0370833333333334,41.55458333333333,32.16
3021,3021,2020-04-09,9325.0,Zch_Stampfenbachstrasse,6.55,32.16,22.07,76.48,126.9,4.0,23.18,14.42,0.3,2.08,13492.17,0.0,16.14,21.42,972.07,215.42,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7471,4473,1611,132,9115,4054,1419,152,140.0220833333333,0.7970833333333333,1.2495454545454545,41.24363636363636,18.53
3022,3022,2020-04-10,4445.0,Zch_Stampfenbachstrasse,1.64,18.53,11.0,87.94,131.09,8.0,22.04,15.13,0.27,2.14,11128.8,0.0,16.41,22.18,,260.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7471,4473,1611,132,9115,4054,1419,152,113.63958333333333,0.9662499999999999,1.39,41.17541666666667,19.38
3023,3023,2020-04-11,5547.0,Zch_Stampfenbachstrasse,2.48,19.38,12.12,85.79,128.59,5.0,20.48,14.22,0.27,1.94,10745.42,0.0,16.68,22.26,,261.85,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7471,4473,1611,132,9115,4054,1419,152,80.87958333333333,0.9783333333333334,1.34375,41.71,16.06
3024,3024,2020-04-12,4211.0,Zch_Stampfenbachstrasse,1.91,16.06,9.93,79.72,119.15,0.0,19.08,13.56,0.26,1.76,9407.9,4.65,17.38,23.59,,248.17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7471,4473,1611,132,9115,4054,1419,152,228.35875,0.7066666666666667,1.1312499999999999,41.884166666666665,8.24
3025,3025,2020-04-13,4071.0,Zch_Stampfenbachstrasse,1.01,8.24,5.12,90.28,115.29,0.0,16.25,11.14,0.2,1.96,9558.18,33.82,16.9,21.18,,228.47,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,170.94791666666666,1.7679166666666666,2.1495833333333336,42.002916666666664,10.34
3026,3026,2020-04-14,8853.0,Zch_Stampfenbachstrasse,3.84,10.34,8.49,76.25,87.65,0.0,15.47,8.42,0.19,1.53,11589.6,0.0,8.64,12.0,,285.01,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,50.55125,3.3545833333333337,3.6791666666666667,39.084583333333335,20.71
3027,3027,2020-04-15,8787.0,Zch_Stampfenbachstrasse,4.57,20.71,14.49,70.77,101.94,0.0,17.94,9.76,0.22,1.73,13696.62,0.0,10.82,18.81,,280.26,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,67.99916666666667,1.7083333333333333,2.0275,38.62625,31.03
3028,3028,2020-04-16,9065.0,Zch_Stampfenbachstrasse,6.98,31.03,21.83,65.59,115.35,0.0,19.72,11.39,0.28,1.85,14497.94,0.0,15.29,22.29,967.81,259.99,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7471,4473,1611,132,9115,4054,1419,152,212.65666666666667,0.7504166666666667,1.1308333333333334,43.86166666666667,23.67
3029,3029,2020-04-17,8990.0,Zch_Stampfenbachstrasse,5.87,23.67,17.08,73.56,116.61,0.0,22.45,11.45,0.27,1.55,15134.2,0.0,18.14,23.88,965.3,263.55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7471,4473,1611,132,9115,4054,1419,152,213.38750000000002,0.9354166666666667,1.3095833333333333,46.02916666666667,12.16
3030,3030,2020-04-18,5431.0,Zch_Stampfenbachstrasse,1.43,12.16,7.5,75.18,104.36,0.0,20.78,9.91,0.23,1.37,11138.64,0.0,18.49,24.18,965.22,269.68,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7471,4473,1611,132,9115,4054,1419,152,241.25166666666667,1.4870833333333333,1.8241666666666667,49.168749999999996,7.68
3031,3031,2020-04-19,4503.0,Zch_Stampfenbachstrasse,1.67,7.68,5.36,76.5,95.18,0.0,11.58,6.7,0.2,1.27,9347.48,0.0,17.67,21.9,962.5,212.17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7471,4473,1611,132,9115,4054,1419,152,89.08875,2.1941666666666664,2.42,55.42041666666666,10.22
3032,3032,2020-04-20,8020.0,Zch_Stampfenbachstrasse,2.81,10.22,7.6,76.27,89.08,0.0,20.84,10.38,0.22,1.59,8605.14,0.0,15.14,18.42,959.46,244.68,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,44.884166666666665,3.3791666666666664,3.6225,53.96625,14.41
3033,3033,2020-04-21,9321.0,Zch_Stampfenbachstrasse,3.83,14.41,10.61,77.78,92.95,0.0,21.77,9.96,0.23,1.82,13035.04,0.0,14.1,19.02,959.12,162.4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,47.72083333333333,3.235,3.53125,47.718333333333334,16.32
3034,3034,2020-04-22,9404.0,Zch_Stampfenbachstrasse,4.06,16.32,11.79,86.44,109.41,0.0,20.3,9.07,0.22,1.66,14492.56,0.0,15.89,21.47,962.9,292.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7471,4473,1611,132,9115,4054,1419,152,35.09375,2.5529166666666665,2.7808333333333333,36.18208333333333,23.77
3035,3035,2020-04-23,9364.0,Zch_Stampfenbachstrasse,5.49,23.77,16.84,82.39,121.83,3.0,20.93,10.6,0.26,1.93,17824.44,0.0,16.17,21.79,966.5,294.42,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7471,4473,1611,132,9115,4054,1419,152,167.72666666666666,1.0608333333333333,1.4649999999999999,35.48416666666667,25.06
3036,3036,2020-04-24,9928.0,Zch_Stampfenbachstrasse,3.32,25.06,15.77,81.16,129.18,7.0,21.6,10.92,0.27,1.5,14175.42,0.4,17.31,22.97,963.5,264.34,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7471,4473,1611,132,9115,4054,1419,152,250.72166666666666,1.2483333333333333,1.5995833333333334,42.297916666666666,16.0
3037,3037,2020-04-25,6219.0,Zch_Stampfenbachstrasse,1.94,16.0,9.92,87.83,127.56,4.0,17.53,10.76,0.25,1.28,9006.7,67.55,18.21,22.48,959.21,260.33,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7471,4473,1611,132,9115,4054,1419,152,197.34583333333333,1.1841666666666668,1.56375,46.317499999999995,9.02
3038,3038,2020-04-26,5058.0,Zch_Stampfenbachstrasse,1.36,9.02,5.81,91.4,120.08,1.0,14.83,8.52,0.2,1.51,9237.54,168.52,15.86,21.09,959.1,238.13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7471,4473,1611,132,9115,4054,1419,152,152.58166666666668,1.6383333333333334,1.9133333333333333,48.736250000000005,12.36
