,Unnamed: 0.1,Datum,TotalDailyTraffic,Street,NO,NO2,NOx,O3,O3_max_h1,O3_nb_h1>120,PM10,PM2.5,CO,SO2,PN,RainDur,T,T_max_h1,p,StrGlo,Apr,Aug,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Oct,Sep,Weekday_0,Weekday_1,Weekday_2,Weekday_3,Weekday_4,Weekday_5,Weekday_6,1.5km_green,1km_green,500m_green,200m_green,1.5km_trees,1km_trees,500m_trees,200m_trees,WD,WVv,WVs,Hr,NO2_tomorrow
7489,7489,2021-07-07,29238.0,Zch_Schimmelstrasse,16.57,29.23,28.57,39.35,65.9,0.0,10.06,5.89,,,16185.0,384.28,17.68,19.38,969.84,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,230.23749999999998,0.1575,0.6141666666666666,86.07875,25.16
7490,7490,2021-07-08,29521.0,Zch_Schimmelstrasse,15.63,25.16,25.69,37.02,79.09,0.0,9.65,6.27,,,13257.58,610.82,17.01,20.92,972.27,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,8273,3779,901,140,10143,4389,1138,124,178.76375,0.24625,0.6608333333333334,88.6275,21.99
7491,7491,2021-07-09,30621.0,Zch_Schimmelstrasse,10.47,21.99,19.89,53.35,78.94,0.0,10.45,6.33,,,12404.75,71.48,18.68,23.41,974.06,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,8273,3779,901,140,10143,4389,1138,124,163.77916666666667,0.16291666666666668,0.65625,66.3475,19.01
7492,7492,2021-07-10,29735.0,Zch_Schimmelstrasse,9.4,19.01,17.48,60.22,94.22,0.0,12.41,8.02,,,13317.45,74.37,20.53,26.38,969.59,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8273,3779,901,140,10143,4389,1138,124,213.92375,0.3558333333333333,0.8791666666666668,61.38916666666666,12.24
7493,7493,2021-07-11,25135.0,Zch_Schimmelstrasse,4.52,12.24,10.02,65.35,80.21,0.0,6.84,4.89,,,9084.38,0.0,20.22,24.38,969.33,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,8273,3779,901,140,10143,4389,1138,124,156.51166666666666,0.18375,0.7045833333333333,60.13458333333333,25.32
7494,7494,2021-07-12,29495.0,Zch_Schimmelstrasse,13.22,25.32,23.84,52.85,100.6,0.0,12.8,7.56,,,16275.62,14.95,21.79,27.81,963.13,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,210.5475,0.2816666666666667,0.7395833333333334,63.99666666666667,18.7
7495,7495,2021-07-13,28066.0,Zch_Schimmelstrasse,6.93,18.7,15.33,55.02,69.89,0.0,6.39,4.18,,,11640.76,799.65,14.85,19.13,964.35,,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,148.16375,0.24583333333333335,0.7620833333333333,88.32,22.07
7496,7496,2021-07-14,28833.0,Zch_Schimmelstrasse,9.29,22.07,18.99,43.13,62.71,0.0,7.59,4.76,,,12751.83,415.52,15.79,20.14,965.94,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,169.31208333333333,0.2454166666666667,0.7279166666666667,80.32375,10.03
7497,7497,2021-07-15,29432.0,Zch_Schimmelstrasse,4.13,10.03,8.55,53.16,67.42,0.0,5.49,3.52,,,6798.81,411.99,16.47,19.44,966.8,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,8273,3779,901,140,10143,4389,1138,124,137.055,0.64875,1.0983333333333334,83.79333333333334,29.26
7498,7498,2021-07-16,29994.0,Zch_Schimmelstrasse,16.02,29.26,28.14,36.45,62.12,0.0,8.48,5.31,,,17198.21,106.97,18.17,21.18,970.92,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,8273,3779,901,140,10143,4389,1138,124,225.8075,0.19041666666666668,0.6475,80.91041666666666,24.61
7499,7499,2021-07-17,27558.0,Zch_Schimmelstrasse,11.92,24.61,22.43,39.45,80.37,0.0,13.52,9.65,,,15704.03,206.16,19.51,22.97,973.1,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8273,3779,901,140,10143,4389,1138,124,277.6508333333333,0.23083333333333333,0.7108333333333333,83.9975,15.69
7500,7500,2021-07-18,24149.0,Zch_Schimmelstrasse,4.85,15.69,12.09,52.86,80.04,0.0,17.11,11.39,,,11658.76,20.78,21.55,25.37,971.61,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,8273,3779,901,140,10143,4389,1138,124,184.0275,0.39125000000000004,0.8308333333333334,73.925,23.32
7501,7501,2021-07-19,27197.0,Zch_Schimmelstrasse,14.72,23.32,24.0,48.05,77.59,0.0,17.11,10.42,,,15061.39,0.0,23.06,28.15,969.73,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,222.59625000000003,0.40166666666666667,0.9483333333333333,62.1275,29.01
7502,7502,2021-07-20,27780.0,Zch_Schimmelstrasse,15.11,29.01,27.28,74.77,100.28,0.0,21.62,14.33,,,16406.95,0.0,23.05,27.44,970.24,,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,252.32791666666665,0.35000000000000003,0.9295833333333334,53.11541666666667,35.05
7503,7503,2021-07-21,27587.0,Zch_Schimmelstrasse,15.78,35.05,30.98,82.97,116.15,0.0,22.45,15.09,,,17403.1,0.0,23.32,28.29,972.23,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,295.32625,0.3070833333333333,0.8929166666666667,50.04291666666666,35.8
7504,7504,2021-07-22,27980.0,Zch_Schimmelstrasse,13.86,35.8,29.83,87.9,137.79,3.0,23.65,15.13,,,15155.26,0.0,23.96,29.16,971.45,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,8273,3779,901,140,10143,4389,1138,124,251.79375000000002,0.21958333333333335,0.7758333333333334,52.189166666666665,35.97
7505,7505,2021-07-23,28839.0,Zch_Schimmelstrasse,9.86,35.97,26.71,95.64,140.04,8.0,23.93,15.15,,,15179.53,0.0,24.93,30.23,967.25,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,8273,3779,901,140,10143,4389,1138,124,210.86416666666665,0.23375,0.7166666666666667,51.543749999999996,24.91
7506,7506,2021-07-24,25983.0,Zch_Schimmelstrasse,5.48,24.91,17.42,73.97,105.39,0.0,20.79,14.26,,,13220.34,188.38,21.86,26.55,963.71,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8273,3779,901,140,10143,4389,1138,124,196.73333333333335,0.225,0.7470833333333333,72.95083333333334,14.9
7507,7507,2021-07-25,21695.0,Zch_Schimmelstrasse,2.99,14.9,10.19,66.15,95.9,0.0,12.59,9.52,,,9474.67,247.81,19.44,21.23,964.12,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,8273,3779,901,140,10143,4389,1138,124,213.38583333333335,0.25958333333333333,0.7254166666666667,85.57833333333333,20.77
7508,7508,2021-07-26,25545.0,Zch_Schimmelstrasse,9.29,20.77,18.3,47.06,74.66,0.0,11.59,8.04,,,12331.76,215.48,19.88,24.53,966.37,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,202.93416666666667,0.26166666666666666,0.6954166666666667,80.80916666666667,24.19
7509,7509,2021-07-27,26175.0,Zch_Schimmelstrasse,13.56,24.19,23.52,43.77,80.19,0.0,13.85,8.97,,,15732.62,63.15,20.53,25.95,967.33,,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,193.91083333333333,0.1725,0.6566666666666666,77.7475,22.15
7510,7510,2021-07-28,26627.0,Zch_Schimmelstrasse,8.96,22.15,18.77,51.27,81.76,0.0,9.87,6.96,,,12191.19,206.57,18.87,21.11,968.27,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,181.00166666666667,0.23791666666666667,0.6329166666666667,84.52041666666666,24.8
7511,7511,2021-07-29,27523.0,Zch_Schimmelstrasse,12.41,24.8,22.92,50.36,80.93,0.0,12.59,7.93,,,15708.31,0.0,21.4,25.48,967.83,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,8273,3779,901,140,10143,4389,1138,124,217.68625,0.22666666666666668,0.6966666666666667,68.03,21.84
7512,7512,2021-07-30,27051.0,Zch_Schimmelstrasse,7.79,21.84,17.67,59.81,96.79,0.0,13.24,9.05,,,11997.57,135.72,21.37,28.12,964.97,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,8273,3779,901,140,10143,4389,1138,124,172.19458333333333,0.26458333333333334,0.6583333333333333,72.00416666666666,15.35
7513,7513,2021-07-31,25273.0,Zch_Schimmelstrasse,8.17,15.35,14.57,52.11,66.94,0.0,11.21,7.3,,,9941.1,218.88,19.97,23.01,964.59,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8273,3779,901,140,10143,4389,1138,124,231.00291666666666,0.3175,0.8233333333333334,70.29625,12.18
7514,7514,2021-08-01,21738.0,Zch_Schimmelstrasse,4.34,12.18,9.84,57.29,72.34,0.0,8.52,6.54,,,7186.61,602.53,15.76,18.38,965.13,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8273,3779,901,140,10143,4389,1138,124,206.85208333333333,0.24250000000000002,0.6908333333333333,85.16083333333333,17.12
7515,7515,2021-08-02,25427.0,Zch_Schimmelstrasse,8.97,17.12,16.14,51.12,77.91,0.0,12.03,8.79,,,10470.1,10.85,18.11,22.14,968.44,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,165.07083333333333,0.15166666666666667,0.6079166666666667,66.60041666666666,17.72
7516,7516,2021-08-03,26153.0,Zch_Schimmelstrasse,11.04,17.72,18.11,47.55,86.3,0.0,9.23,5.76,,,10666.98,202.63,16.87,22.9,968.15,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,178.32875,0.2708333333333333,0.7416666666666667,75.46708333333333,20.98
7517,7517,2021-08-04,26473.0,Zch_Schimmelstrasse,7.68,20.98,17.13,55.58,79.7,0.0,7.45,5.1,,,10909.34,212.45,15.59,16.92,966.5,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,162.82666666666668,0.09583333333333334,0.5725,85.71333333333332,19.39
7518,7518,2021-08-05,27037.0,Zch_Schimmelstrasse,10.33,19.39,18.42,42.69,63.77,0.0,8.11,5.36,,,10948.36,66.1,17.72,20.61,964.14,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8273,3779,901,140,10143,4389,1138,124,191.87,0.23916666666666667,0.62,81.26125,18.63
7519,7519,2021-08-06,28099.0,Zch_Schimmelstrasse,10.41,18.63,18.08,47.05,65.99,0.0,8.75,5.5,,,14195.21,41.6,19.82,23.46,962.22,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8273,3779,901,140,10143,4389,1138,124,211.13750000000002,0.3525,0.8545833333333334,65.36208333333333,19.09
7520,7520,2021-08-07,25981.0,Zch_Schimmelstrasse,7.31,19.09,15.85,40.78,67.54,0.0,8.39,5.48,,,11414.22,313.23,17.48,20.86,961.35,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8273,3779,901,140,10143,4389,1138,124,197.02458333333334,0.25125000000000003,0.71375,80.90208333333334,12.53
7521,7521,2021-08-08,23915.0,Zch_Schimmelstrasse,4.38,12.53,10.07,42.19,56.49,0.0,7.69,4.94,,,9035.87,2.88,17.28,19.24,967.95,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8273,3779,901,140,10143,4389,1138,124,200.85916666666665,0.26166666666666666,0.6766666666666666,75.33749999999999,23.94
7522,7522,2021-08-09,26268.0,Zch_Schimmelstrasse,15.22,23.94,24.72,33.15,69.65,0.0,10.4,6.34,,,14264.71,0.0,18.72,23.53,971.99,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,182.23458333333335,0.1758333333333333,0.59375,64.75291666666666,28.63
7523,7523,2021-08-10,26926.0,Zch_Schimmelstrasse,14.67,28.63,26.74,44.38,87.91,0.0,13.06,8.04,,,15470.89,0.12,21.36,27.74,971.31,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,171.25750000000002,0.18416666666666667,0.6241666666666666,62.70541666666667,29.31
7524,7524,2021-08-11,27676.0,Zch_Schimmelstrasse,13.39,29.31,26.06,53.97,98.93,0.0,17.33,11.26,,,15442.36,1.72,23.48,29.3,971.89,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,136.565,0.24375,0.6708333333333334,61.73583333333334,31.76
7525,7525,2021-08-12,28470.0,Zch_Schimmelstrasse,12.73,31.76,26.81,66.1,142.9,3.0,22.73,14.26,,,16403.27,0.0,25.11,31.68,972.22,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8273,3779,901,140,10143,4389,1138,124,160.51375,0.18375,0.59375,60.775416666666665,25.24
7526,7526,2021-08-13,28636.0,Zch_Schimmelstrasse,7.67,25.24,19.35,76.14,99.22,0.0,20.2,11.07,,,13600.7,0.0,26.19,30.58,975.07,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8273,3779,901,140,10143,4389,1138,124,130.85999999999999,0.17208333333333334,0.6808333333333333,55.14083333333334,24.82
7527,7527,2021-08-14,28027.0,Zch_Schimmelstrasse,4.85,24.82,16.87,68.71,120.94,3.0,28.64,16.16,,,13688.32,0.0,26.46,32.09,972.84,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8273,3779,901,140,10143,4389,1138,124,134.41583333333332,0.18125,0.5808333333333333,62.62166666666667,20.9
7528,7528,2021-08-15,25698.0,Zch_Schimmelstrasse,3.97,20.9,14.11,62.47,94.48,0.0,32.11,18.39,,,10961.66,8.62,25.72,29.12,967.86,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8273,3779,901,140,10143,4389,1138,124,121.22208333333333,0.1679166666666667,0.5558333333333333,70.82458333333334,17.65
7529,7529,2021-08-16,27698.0,Zch_Schimmelstrasse,10.23,17.65,17.43,55.96,93.65,0.0,13.06,7.63,,,10961.23,88.77,20.63,23.87,968.38,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,174.9779166666667,0.22791666666666668,0.8312499999999999,66.09791666666666,23.27
7530,7530,2021-08-17,19211.0,Zch_Schimmelstrasse,15.83,23.27,24.86,57.29,69.48,0.0,16.17,12.06,,,11518.84,63.28,17.57,20.87,972.44,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,210.44583333333333,0.18916666666666668,0.7929166666666667,64.32875,20.96
7531,7531,2021-08-18,32758.0,Zch_Schimmelstrasse,14.35,20.96,22.47,53.66,68.03,0.0,13.21,9.21,,,11820.06,21.45,18.57,22.04,971.4,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,192.9333333333333,0.14125000000000001,0.7504166666666666,62.413333333333334,23.54
7532,7532,2021-08-19,33400.0,Zch_Schimmelstrasse,12.82,23.54,22.58,44.92,64.27,0.0,9.97,6.11,,,13215.2,0.0,19.75,22.63,969.27,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8273,3779,901,140,10143,4389,1138,124,193.87333333333333,0.10041666666666667,0.6078260869565217,63.199999999999996,33.86
7533,7533,2021-08-20,34552.0,Zch_Schimmelstrasse,14.84,33.86,29.61,46.9,96.8,0.0,14.31,8.66,,,15705.62,0.0,21.39,25.82,969.44,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8273,3779,901,140,10143,4389,1138,124,191.97083333333333,0.14666666666666667,0.6425,61.93208333333333,25.7
7534,7534,2021-08-21,36142.0,Zch_Schimmelstrasse,7.22,25.7,19.23,53.84,99.46,0.0,16.91,11.09,,,13668.06,0.0,22.89,29.04,970.43,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8273,3779,901,140,10143,4389,1138,124,175.88541666666666,0.13125,0.6004166666666667,62.3725,13.73
7535,7535,2021-08-22,30434.0,Zch_Schimmelstrasse,5.67,13.73,11.72,51.47,70.44,0.0,9.85,7.08,,,7646.0,245.27,19.45,22.31,972.12,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8273,3779,901,140,10143,4389,1138,124,186.19583333333333,0.25083333333333335,0.7591666666666667,81.24374999999999,21.51
7536,7536,2021-08-23,33710.0,Zch_Schimmelstrasse,14.14,21.51,22.59,48.6,70.89,0.0,8.42,5.37,,,13695.5,0.0,19.24,22.82,973.36,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,242.14166666666665,0.27666666666666667,0.7991666666666667,64.49458333333332,15.11
7537,7537,2021-08-24,33552.0,Zch_Schimmelstrasse,9.96,15.11,15.89,56.65,66.88,0.0,10.17,6.6,,,8838.52,0.0,16.74,18.75,973.22,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,168.535,0.5466666666666666,1.2258333333333333,70.5025,20.25
7538,7538,2021-08-25,33219.0,Zch_Schimmelstrasse,9.99,20.25,18.6,43.79,61.38,0.0,10.94,7.44,,,9800.21,0.0,17.05,20.27,970.69,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,119.56125000000002,0.42250000000000004,0.9587500000000001,68.6375,28.56
7539,7539,2021-08-26,32692.0,Zch_Schimmelstrasse,20.86,28.56,31.66,42.33,85.72,0.0,14.91,9.48,,,13813.53,0.0,17.46,22.48,966.96,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8273,3779,901,140,10143,4389,1138,124,229.68208333333334,0.2304166666666667,0.7666666666666666,69.49458333333332,28.51
7540,7540,2021-08-27,34445.0,Zch_Schimmelstrasse,19.61,28.51,30.63,52.68,73.29,0.0,11.14,6.88,,,15347.04,25.53,17.05,19.68,968.13,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8273,3779,901,140,10143,4389,1138,124,282.56625,0.2558333333333333,0.8875000000000001,57.443333333333335,21.16
7541,7541,2021-08-28,33299.0,Zch_Schimmelstrasse,9.13,21.16,18.39,39.43,62.71,0.0,8.87,6.15,,,10321.88,137.93,14.33,17.98,969.92,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8273,3779,901,140,10143,4389,1138,124,203.55291666666665,0.2304166666666667,0.71375,77.71249999999999,13.16
7542,7542,2021-08-29,31345.0,Zch_Schimmelstrasse,5.68,13.16,11.43,42.82,58.04,0.0,7.82,6.05,,,7311.86,29.07,15.38,18.32,969.61,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8273,3779,901,140,10143,4389,1138,124,120.93666666666667,0.1779166666666667,0.6475,79.44625,27.4
7543,7543,2021-08-30,31368.0,Zch_Schimmelstrasse,18.73,27.4,29.35,36.73,60.92,0.0,9.45,6.62,,,14608.36,135.63,15.83,18.88,969.7,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,221.75458333333336,0.11916666666666666,0.5658333333333333,81.94833333333334,24.84
7544,7544,2021-08-31,29830.0,Zch_Schimmelstrasse,17.38,24.84,26.92,44.9,75.14,0.0,12.46,7.77,,,14232.79,0.0,16.97,19.92,973.4,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,180.96208333333334,0.34833333333333333,0.8779166666666667,74.69708333333334,21.39
7545,7545,2021-09-01,32697.0,Zch_Schimmelstrasse,13.83,21.39,22.27,57.29,86.92,0.0,13.72,9.0,,,12556.5,0.0,17.61,22.11,975.9,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,179.38,0.4320833333333333,1.0441666666666667,64.10666666666667,30.81
7546,7546,2021-09-02,34250.0,Zch_Schimmelstrasse,18.47,30.81,30.92,55.07,84.84,0.0,15.38,10.18,,,17679.57,0.0,18.26,23.47,974.87,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,8273,3779,901,140,10143,4389,1138,124,225.6654166666667,0.41124999999999995,0.9454166666666667,63.06625,43.82
7547,7547,2021-09-03,35864.0,Zch_Schimmelstrasse,18.39,43.82,37.66,52.22,102.94,0.0,17.38,11.02,,,18985.29,0.0,19.71,25.73,971.34,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,8273,3779,901,140,10143,4389,1138,124,216.58124999999998,0.2504166666666667,0.6758333333333333,59.84041666666667,35.0
7548,7548,2021-09-04,37938.0,Zch_Schimmelstrasse,9.93,35.0,26.26,54.26,103.77,0.0,17.3,12.19,,,16952.45,0.0,20.1,25.57,968.94,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,8273,3779,901,140,10143,4389,1138,124,161.37458333333333,0.3145833333333333,0.71625,64.18875,28.28
7549,7549,2021-09-05,34985.0,Zch_Schimmelstrasse,6.48,28.28,19.98,60.82,111.37,0.0,15.11,10.52,,,14052.04,0.0,20.54,25.95,971.48,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,8273,3779,901,140,10143,4389,1138,124,177.50166666666667,0.29791666666666666,0.7420833333333333,61.35791666666666,38.59
7550,7550,2021-09-06,32035.0,Zch_Schimmelstrasse,17.02,38.59,33.82,52.99,104.33,0.0,17.63,10.7,,,19177.26,0.0,20.59,25.78,974.45,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,202.265,0.2454166666666667,0.6741666666666667,61.52375,38.06
7551,7551,2021-09-07,33381.0,Zch_Schimmelstrasse,17.61,38.06,34.02,61.77,105.91,0.0,21.05,12.63,,,18667.05,0.0,20.26,24.9,974.08,,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,205.71916666666667,0.2754166666666667,0.7654166666666667,58.986250000000005,45.31
7552,7552,2021-09-08,32988.0,Zch_Schimmelstrasse,16.48,45.31,36.9,58.97,107.49,0.0,22.36,14.07,,,19359.68,0.0,20.78,27.06,968.64,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,232.24166666666667,0.28291666666666665,0.7050000000000001,60.08375,23.63
7553,7553,2021-09-09,33463.0,Zch_Schimmelstrasse,5.12,23.63,16.46,73.12,100.24,0.0,15.88,10.51,,,10886.75,0.02,20.85,24.89,967.95,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,8273,3779,901,140,10143,4389,1138,124,165.46416666666667,0.3870833333333333,0.8137500000000001,63.00083333333333,28.72
7554,7554,2021-09-10,34142.0,Zch_Schimmelstrasse,11.72,28.72,24.41,58.51,89.45,0.0,18.08,12.41,,,12700.74,76.22,19.59,22.9,969.55,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,8273,3779,901,140,10143,4389,1138,124,156.81583333333333,0.24541666666666664,0.6329166666666667,72.71249999999999,20.69
7555,7555,2021-09-11,31690.0,Zch_Schimmelstrasse,7.86,20.69,17.12,59.14,80.42,0.0,11.71,8.6,,,11238.48,0.65,19.98,24.56,971.41,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,8273,3779,901,140,10143,4389,1138,124,222.13666666666666,0.2304166666666667,0.7208333333333333,70.65166666666667,23.36
7556,7556,2021-09-12,32355.0,Zch_Schimmelstrasse,6.38,23.36,17.33,,,,11.73,8.11,,,11784.34,0.0,19.16,22.78,970.38,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,8273,3779,901,140,10143,4389,1138,124,226.785,0.23666666666666666,0.5883333333333333,73.84875,32.03
7557,7557,2021-09-13,32439.0,Zch_Schimmelstrasse,19.16,32.03,32.11,,,,16.0,10.25,,,17608.4,0.0,20.25,26.2,969.34,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,202.59083333333334,0.17041666666666666,0.6075,69.91250000000001,40.24
7558,7558,2021-09-14,31375.0,Zch_Schimmelstrasse,17.52,40.24,35.09,,,,19.06,11.08,,,17045.31,0.13,21.19,26.58,968.3,,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,197.05958333333334,0.12791666666666668,0.50625,68.37208333333334,38.04
7559,7559,2021-09-15,31270.0,Zch_Schimmelstrasse,20.53,38.04,36.36,25.72,47.35,0.0,20.12,12.77,,,16340.73,201.98,20.21,22.29,967.66,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,8273,3779,901,140,10143,4389,1138,124,196.95250000000001,0.10958333333333332,0.5029166666666667,86.43,27.61
7560,7560,2021-09-16,31783.0,Zch_Schimmelstrasse,18.55,27.61,29.31,40.93,60.03,0.0,12.81,8.11,,,13632.2,146.4,19.25,22.08,968.59,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,8273,3779,901,140,10143,4389,1138,124,212.79999999999998,0.16083333333333336,0.6833333333333332,85.49791666666665,29.14
7561,7561,2021-09-17,32800.0,Zch_Schimmelstrasse,17.29,29.14,29.1,52.34,83.63,0.0,12.85,8.75,,,17277.73,0.0,17.67,20.55,968.14,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,8273,3779,901,140,10143,4389,1138,124,204.51166666666666,0.2704166666666667,0.88,68.67833333333333,27.69
7562,7562,2021-09-18,32348.0,Zch_Schimmelstrasse,12.29,27.69,24.33,52.0,88.19,0.0,11.63,8.35,,,15749.11,0.0,17.16,21.53,967.2,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,8273,3779,901,140,10143,4389,1138,124,255.31875,0.36916666666666664,0.8991666666666666,66.17625,15.88
7563,7563,2021-09-19,28000.0,Zch_Schimmelstrasse,3.92,15.88,11.45,67.74,102.22,0.0,7.87,5.91,,,9202.08,464.35,13.03,15.52,966.97,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,8273,3779,901,140,10143,4389,1138,124,212.91083333333333,0.365,0.77,82.46625,31.05
