Datum,TotalDailyTraffic,Street,NO,NO2,NOx,O3,O3_max_h1,O3_nb_h1>120,PM10,PM2.5,CO,SO2,PN
2012-01-01,8118.0,Zch_Stampfenbachstrasse,7.83,26.54,20.16,22.24,43.46,0.0,18.04,,0.31,1.78,
2012-01-02,7537.0,Zch_Stampfenbachstrasse,3.51,17.87,12.16,36.06,53.56,0.0,5.34,,0.24,1.64,
2012-01-03,11722.0,Zch_Stampfenbachstrasse,5.85,19.62,14.95,48.88,66.05,0.0,6.92,,0.24,1.4,
2012-01-04,12161.0,Zch_Stampfenbachstrasse,2.59,13.25,9.0,59.47,67.55,0.0,7.49,,0.22,1.11,
2012-01-05,12310.0,Zch_Stampfenbachstrasse,2.23,10.11,7.08,62.58,71.45,0.0,4.92,,0.2,0.9,
2012-01-06,13449.0,Zch_Stampfenbachstrasse,3.2,17.67,11.81,46.12,65.08,0.0,7.11,,0.24,1.1,
2012-01-07,9879.0,Zch_Stampfenbachstrasse,2.36,13.24,8.81,47.49,55.74,0.0,7.42,,0.24,1.15,
2012-01-08,8337.0,Zch_Stampfenbachstrasse,2.35,13.93,9.17,48.91,54.91,0.0,8.47,,0.23,1.26,
2012-01-09,13642.0,Zch_Stampfenbachstrasse,15.42,30.9,28.52,32.23,48.52,0.0,14.64,,0.33,1.59,
2012-01-10,14299.0,Zch_Stampfenbachstrasse,43.53,46.11,59.01,17.65,45.46,0.0,18.86,,0.54,2.28,
2012-01-11,14379.0,Zch_Stampfenbachstrasse,23.96,39.41,39.82,12.9,25.54,0.0,18.55,,0.46,1.57,
2012-01-12,14854.0,Zch_Stampfenbachstrasse,14.96,31.55,28.49,19.11,33.12,0.0,23.99,,0.36,1.45,
2012-01-13,15761.0,Zch_Stampfenbachstrasse,25.18,42.94,42.64,13.56,37.84,0.0,20.1,,0.45,2.36,
2012-01-14,11146.0,Zch_Stampfenbachstrasse,41.78,47.62,58.4,14.84,52.38,0.0,23.08,,0.57,3.94,
2012-01-15,9593.0,Zch_Stampfenbachstrasse,8.23,27.82,21.14,33.13,56.31,0.0,14.58,,0.36,3.19,
2012-01-16,13953.0,Zch_Stampfenbachstrasse,34.0,45.21,50.9,18.78,38.51,0.0,19.71,,0.49,3.14,
2012-01-17,14800.0,Zch_Stampfenbachstrasse,85.47,67.34,103.74,5.61,25.09,0.0,41.36,,0.77,6.07,
2012-01-18,15243.0,Zch_Stampfenbachstrasse,127.78,82.65,145.67,3.19,10.56,0.0,57.9,,1.01,8.33,
2012-01-19,15087.0,Zch_Stampfenbachstrasse,17.35,38.42,34.0,31.85,52.74,0.0,20.91,,0.36,5.67,
2012-01-20,15491.0,Zch_Stampfenbachstrasse,2.64,14.97,9.94,57.98,64.93,0.0,6.68,,0.2,1.88,
2012-01-21,10982.0,Zch_Stampfenbachstrasse,1.57,11.27,7.15,52.82,60.54,0.0,2.79,,0.21,1.36,
2012-01-22,9033.0,Zch_Stampfenbachstrasse,1.17,7.65,4.94,61.24,70.25,0.0,2.22,,0.19,1.49,
2012-01-23,14062.0,Zch_Stampfenbachstrasse,5.19,24.02,16.72,45.78,64.62,0.0,9.67,,0.25,1.57,
2012-01-24,14860.0,Zch_Stampfenbachstrasse,12.89,34.77,28.52,36.12,57.22,0.0,11.8,,0.32,1.72,
2012-01-25,15539.0,Zch_Stampfenbachstrasse,24.4,45.26,43.23,25.73,50.72,0.0,13.55,,0.4,1.8,
2012-01-26,15948.0,Zch_Stampfenbachstrasse,36.6,44.96,52.86,8.07,20.39,0.0,30.08,,0.51,2.25,
2012-01-27,16330.0,Zch_Stampfenbachstrasse,50.93,46.77,65.28,9.47,28.99,0.0,20.71,,0.54,2.36,
2012-01-28,12274.0,Zch_Stampfenbachstrasse,12.53,34.86,28.27,32.04,48.03,0.0,8.48,,0.36,2.01,
2012-01-29,9341.0,Zch_Stampfenbachstrasse,8.41,22.09,18.29,21.6,43.51,0.0,32.9,,0.47,1.95,
2012-01-30,14231.0,Zch_Stampfenbachstrasse,35.21,48.18,53.42,12.63,34.5,0.0,46.1,,0.63,2.77,
2012-01-31,14696.0,Zch_Stampfenbachstrasse,25.17,43.91,43.14,18.45,38.02,0.0,34.32,,0.51,2.38,
2012-02-01,15089.0,Zch_Stampfenbachstrasse,15.35,38.02,32.19,38.33,52.45,0.0,38.22,,0.48,3.33,
2012-02-02,14648.0,Zch_Stampfenbachstrasse,13.95,34.6,29.27,41.08,53.3,0.0,37.43,,0.49,5.32,
2012-02-03,15630.0,Zch_Stampfenbachstrasse,20.87,41.98,38.69,32.34,48.91,0.0,29.29,,0.48,5.88,
2012-02-04,11352.0,Zch_Stampfenbachstrasse,13.07,39.32,31.04,33.34,59.98,0.0,34.56,,0.47,7.01,
2012-02-05,8694.0,Zch_Stampfenbachstrasse,11.35,40.0,30.02,28.78,50.39,0.0,46.56,,0.5,6.27,
2012-02-06,13758.0,Zch_Stampfenbachstrasse,25.67,49.64,46.54,23.19,44.53,0.0,44.85,,0.61,5.92,
2012-02-07,14345.0,Zch_Stampfenbachstrasse,18.21,43.05,37.12,27.23,38.79,0.0,42.74,,0.55,6.77,
2012-02-08,14893.0,Zch_Stampfenbachstrasse,18.64,43.81,37.86,25.52,37.67,0.0,67.19,,0.67,10.02,
2012-02-09,15302.0,Zch_Stampfenbachstrasse,37.25,67.07,64.93,15.72,33.54,0.0,90.55,,0.8,10.67,
2012-02-10,15568.0,Zch_Stampfenbachstrasse,19.47,45.15,39.22,30.12,55.92,0.0,46.84,,0.54,7.56,
2012-02-11,10535.0,Zch_Stampfenbachstrasse,6.71,28.6,20.34,59.68,65.48,0.0,49.03,,0.47,8.88,
2012-02-12,7978.0,Zch_Stampfenbachstrasse,7.15,40.61,26.97,47.68,76.77,0.0,58.08,,0.54,10.49,
2012-02-13,12988.0,Zch_Stampfenbachstrasse,40.91,77.73,73.45,16.58,48.6,0.0,77.72,,0.77,10.83,
2012-02-14,13846.0,Zch_Stampfenbachstrasse,17.29,58.22,44.31,25.17,44.02,0.0,42.29,,0.5,6.32,
2012-02-15,12617.0,Zch_Stampfenbachstrasse,3.71,26.78,16.98,42.09,52.42,0.0,10.36,,0.27,2.56,
2012-02-16,13823.0,Zch_Stampfenbachstrasse,32.37,53.43,53.89,22.65,49.74,0.0,13.38,,0.48,3.64,
2012-02-17,15126.0,Zch_Stampfenbachstrasse,27.55,56.44,51.61,18.32,53.58,0.0,24.76,,0.46,4.47,
2012-02-18,11623.0,Zch_Stampfenbachstrasse,11.85,46.13,33.63,27.88,56.45,0.0,27.24,,0.42,4.5,
2012-02-19,8547.0,Zch_Stampfenbachstrasse,4.7,31.69,20.34,40.55,64.8,0.0,15.06,,0.32,2.88,
2012-02-20,13417.0,Zch_Stampfenbachstrasse,15.02,35.79,30.76,41.56,63.13,0.0,15.09,,0.38,3.25,
2012-02-21,14215.0,Zch_Stampfenbachstrasse,43.11,64.57,68.33,18.71,49.01,0.0,35.6,,0.57,4.92,
2012-02-22,10376.0,Zch_Stampfenbachstrasse,43.44,73.57,73.3,8.55,27.33,0.0,53.51,,0.71,4.63,
2012-02-23,14610.0,Zch_Stampfenbachstrasse,47.77,80.28,80.28,4.55,9.83,0.0,55.14,,0.67,5.65,
2012-02-24,15878.0,Zch_Stampfenbachstrasse,67.09,78.83,95.01,6.88,25.94,0.0,46.93,,0.75,6.47,
2012-02-25,11541.0,Zch_Stampfenbachstrasse,17.8,37.49,33.88,9.93,22.99,0.0,24.6,,0.42,2.69,
2012-02-26,9195.0,Zch_Stampfenbachstrasse,11.41,31.62,25.69,30.73,62.23,0.0,27.2,,0.37,2.72,
2012-02-27,16071.0,Zch_Stampfenbachstrasse,35.58,52.87,56.17,23.4,54.48,0.0,26.18,,0.53,3.62,
2012-02-28,15330.0,Zch_Stampfenbachstrasse,48.11,66.69,73.45,15.81,50.19,0.0,35.22,,0.62,4.54,
2012-02-29,15481.0,Zch_Stampfenbachstrasse,47.93,60.2,69.91,16.05,55.5,0.0,24.11,,0.59,5.06,
2012-03-01,16387.0,Zch_Stampfenbachstrasse,49.86,52.44,67.4,7.83,20.69,0.0,36.47,,0.6,3.37,
2012-03-02,16397.0,Zch_Stampfenbachstrasse,75.93,74.08,99.61,10.35,53.08,0.0,50.7,,0.83,4.54,
2012-03-03,13196.0,Zch_Stampfenbachstrasse,29.72,48.86,49.38,29.75,79.38,0.0,37.41,,0.57,4.23,
2012-03-04,10124.0,Zch_Stampfenbachstrasse,11.97,36.15,28.5,26.94,49.35,0.0,47.02,,0.48,3.09,
2012-03-05,14131.0,Zch_Stampfenbachstrasse,7.23,26.56,19.69,50.3,69.71,0.0,21.52,,0.3,2.15,
2012-03-06,14936.0,Zch_Stampfenbachstrasse,24.35,36.59,38.66,42.68,67.47,0.0,15.22,,0.37,2.72,
2012-03-07,15594.0,Zch_Stampfenbachstrasse,16.47,35.97,32.01,36.36,66.49,0.0,26.7,,0.36,2.88,
2012-03-08,15859.0,Zch_Stampfenbachstrasse,11.29,32.02,25.8,47.7,82.58,0.0,13.25,,0.33,2.03,
2012-03-09,11341.0,Zch_Stampfenbachstrasse,30.26,51.44,51.16,27.1,67.21,0.0,20.58,,0.48,3.44,
2012-03-10,11803.0,Zch_Stampfenbachstrasse,22.82,53.01,46.02,31.42,78.62,0.0,20.64,,0.46,5.06,
2012-03-11,7528.0,Zch_Stampfenbachstrasse,14.15,44.6,34.67,28.51,51.78,0.0,23.11,,0.44,5.0,
2012-03-12,14234.0,Zch_Stampfenbachstrasse,28.91,49.32,48.97,29.31,67.14,0.0,25.47,,0.5,3.66,
2012-03-13,15430.0,Zch_Stampfenbachstrasse,26.86,44.85,44.99,28.6,54.17,0.0,28.76,,0.45,3.56,
2012-03-14,16043.0,Zch_Stampfenbachstrasse,41.43,53.64,61.26,12.98,38.4,0.0,40.53,,0.58,3.49,
2012-03-15,15857.0,Zch_Stampfenbachstrasse,63.11,73.9,89.24,10.44,41.47,0.0,43.97,,0.73,4.64,
2012-03-16,16427.0,Zch_Stampfenbachstrasse,36.98,63.69,62.96,32.03,80.64,0.0,34.32,,0.54,4.38,
2012-03-17,13052.0,Zch_Stampfenbachstrasse,15.49,47.66,37.34,48.9,106.78,0.0,31.67,,0.42,4.35,
2012-03-18,9779.0,Zch_Stampfenbachstrasse,8.71,32.64,24.06,55.94,88.81,0.0,19.4,,0.36,3.17,
2012-03-19,14832.0,Zch_Stampfenbachstrasse,19.41,43.23,38.17,36.9,71.49,0.0,7.48,,0.37,1.66,
2012-03-20,15457.0,Zch_Stampfenbachstrasse,21.31,40.48,38.25,22.9,48.2,0.0,23.28,,0.42,2.23,
2012-03-21,16059.0,Zch_Stampfenbachstrasse,36.63,57.85,59.62,20.2,60.65,0.0,25.9,,0.56,3.45,
2012-03-22,15740.0,Zch_Stampfenbachstrasse,32.05,57.5,55.76,27.58,69.03,0.0,,,0.54,4.04,
2012-03-23,16556.0,Zch_Stampfenbachstrasse,43.46,66.27,69.5,26.07,89.14,0.0,,,0.62,4.32,
2012-03-24,13286.0,Zch_Stampfenbachstrasse,16.58,48.01,38.4,44.49,99.26,0.0,36.77,,0.46,4.02,
2012-03-25,10622.0,Zch_Stampfenbachstrasse,8.31,31.63,23.2,59.67,101.33,0.0,28.11,,0.36,3.06,
2012-03-26,15816.0,Zch_Stampfenbachstrasse,23.28,43.5,41.41,54.42,88.05,0.0,22.88,,0.39,3.25,
2012-03-27,16207.0,Zch_Stampfenbachstrasse,26.14,47.78,45.94,46.96,82.79,0.0,21.02,,0.41,3.9,
2012-03-28,16617.0,Zch_Stampfenbachstrasse,26.46,56.26,50.64,42.71,93.66,0.0,27.51,,0.48,4.55,
2012-03-29,16209.0,Zch_Stampfenbachstrasse,29.32,49.53,49.41,47.31,95.36,0.0,33.58,,0.43,4.12,
2012-03-30,16496.0,Zch_Stampfenbachstrasse,7.34,30.79,21.99,58.09,81.67,0.0,20.7,,0.28,3.37,
2012-03-31,13115.0,Zch_Stampfenbachstrasse,7.53,25.29,19.26,57.42,99.96,0.0,19.08,,0.28,2.95,
2012-04-01,10837.0,Zch_Stampfenbachstrasse,4.85,15.06,11.76,75.75,96.53,0.0,13.28,,0.25,2.48,
2012-04-02,15006.0,Zch_Stampfenbachstrasse,23.68,52.27,46.32,44.81,85.41,0.0,23.82,,0.44,4.27,
2012-04-03,15575.0,Zch_Stampfenbachstrasse,14.43,48.15,36.75,49.82,79.89,0.0,24.43,,0.36,2.87,
2012-04-04,15981.0,Zch_Stampfenbachstrasse,17.57,40.05,35.03,48.35,82.06,0.0,12.12,,0.37,1.88,
2012-04-05,15585.0,Zch_Stampfenbachstrasse,23.86,42.1,41.14,20.33,52.35,0.0,,,0.41,1.87,
2012-04-06,8231.0,Zch_Stampfenbachstrasse,9.68,26.95,21.85,17.56,44.21,0.0,,,0.38,2.03,
2012-04-07,9511.0,Zch_Stampfenbachstrasse,8.6,29.91,22.54,35.52,65.71,0.0,,,0.38,2.0,
2012-04-08,7502.0,Zch_Stampfenbachstrasse,4.01,17.19,12.21,65.91,79.07,0.0,,,0.25,1.87,
2012-04-09,8298.0,Zch_Stampfenbachstrasse,4.72,20.56,14.54,60.89,78.81,0.0,,,0.26,2.35,
2012-04-10,15009.0,Zch_Stampfenbachstrasse,14.25,27.97,26.05,59.01,94.66,0.0,,,0.3,2.59,
2012-04-11,15511.0,Zch_Stampfenbachstrasse,9.68,26.44,21.58,56.02,85.98,0.0,8.03,,0.28,1.72,
2012-04-12,15469.0,Zch_Stampfenbachstrasse,13.81,28.73,26.1,49.3,76.17,0.0,8.62,,0.3,1.97,
2012-04-13,15831.0,Zch_Stampfenbachstrasse,18.48,32.91,32.03,58.93,78.0,0.0,8.32,,0.36,1.99,
2012-04-14,12108.0,Zch_Stampfenbachstrasse,10.54,31.87,25.12,40.55,57.49,0.0,20.89,,0.33,2.33,
2012-04-15,8916.0,Zch_Stampfenbachstrasse,5.02,22.73,15.91,58.82,66.63,0.0,18.35,,0.28,2.18,
2012-04-16,10378.0,Zch_Stampfenbachstrasse,17.26,36.93,33.15,46.79,70.77,0.0,14.9,,0.33,1.95,
2012-04-17,16302.0,Zch_Stampfenbachstrasse,16.7,32.99,30.64,50.57,82.51,0.0,17.57,,0.35,2.45,
2012-04-18,16071.0,Zch_Stampfenbachstrasse,12.13,32.73,26.84,56.57,82.37,0.0,13.36,,0.32,2.2,
2012-04-19,16155.0,Zch_Stampfenbachstrasse,13.88,30.93,27.3,58.59,87.27,0.0,9.7,,0.3,2.54,
2012-04-20,16260.0,Zch_Stampfenbachstrasse,8.33,23.99,19.22,66.99,81.22,0.0,8.45,,0.28,2.05,
2012-04-21,12260.0,Zch_Stampfenbachstrasse,2.33,9.21,6.68,80.03,95.42,0.0,4.47,,0.21,2.01,
2012-04-22,7762.0,Zch_Stampfenbachstrasse,1.83,6.94,5.1,84.01,90.87,0.0,3.61,,0.2,1.85,
2012-04-23,14241.0,Zch_Stampfenbachstrasse,10.87,24.39,21.47,64.05,86.95,0.0,7.96,,0.28,2.06,
2012-04-24,14763.0,Zch_Stampfenbachstrasse,6.72,18.55,15.08,75.67,103.86,0.0,7.34,,0.23,1.83,
2012-04-25,15167.0,Zch_Stampfenbachstrasse,20.19,45.19,39.82,45.71,87.3,0.0,12.38,,0.41,2.84,
2012-04-26,15311.0,Zch_Stampfenbachstrasse,27.33,45.05,45.47,49.87,94.29,0.0,16.37,,0.44,3.03,
2012-04-27,15827.0,Zch_Stampfenbachstrasse,18.94,43.7,38.03,56.9,100.53,0.0,21.89,,0.42,3.02,
2012-04-28,12466.0,Zch_Stampfenbachstrasse,6.61,24.42,18.07,73.12,112.71,0.0,27.01,,0.31,2.35,
2012-04-29,9727.0,Zch_Stampfenbachstrasse,1.97,7.21,5.35,102.15,115.94,0.0,15.62,,0.19,2.03,
2012-04-30,13032.0,Zch_Stampfenbachstrasse,9.57,26.85,21.72,70.02,93.14,0.0,15.5,,0.28,2.24,
2012-05-01,7120.0,Zch_Stampfenbachstrasse,2.9,10.63,7.88,94.6,108.45,0.0,7.4,,0.21,2.12,
2012-05-02,14556.0,Zch_Stampfenbachstrasse,5.86,17.16,13.68,71.73,99.44,0.0,11.24,,0.23,1.84,
2012-05-03,14568.0,Zch_Stampfenbachstrasse,10.54,29.63,23.95,71.29,103.64,0.0,13.06,,0.29,2.32,
2012-05-04,15171.0,Zch_Stampfenbachstrasse,13.55,30.92,27.03,69.24,113.16,0.0,15.37,,0.3,1.79,
2012-05-05,11934.0,Zch_Stampfenbachstrasse,4.93,16.44,12.55,79.1,94.68,0.0,7.85,,0.23,1.13,
2012-05-06,9761.0,Zch_Stampfenbachstrasse,4.83,15.43,11.94,71.96,90.61,0.0,4.73,,0.23,1.07,
2012-05-07,14561.0,Zch_Stampfenbachstrasse,20.08,36.75,35.32,50.7,83.9,0.0,9.15,,0.34,1.37,
2012-05-08,15440.0,Zch_Stampfenbachstrasse,16.56,35.03,31.6,51.55,96.59,0.0,12.72,,0.31,1.2,
2012-05-09,17084.0,Zch_Stampfenbachstrasse,20.04,37.31,35.58,33.92,55.59,0.0,15.01,,0.36,0.57,
2012-05-10,16250.0,Zch_Stampfenbachstrasse,31.31,40.83,46.45,31.86,83.88,0.0,18.13,,0.44,0.98,
2012-05-11,16254.0,Zch_Stampfenbachstrasse,15.05,34.04,29.86,63.45,105.83,0.0,18.29,,0.32,0.99,
2012-05-12,12684.0,Zch_Stampfenbachstrasse,8.96,23.9,19.68,52.16,69.49,0.0,12.6,,0.29,0.26,
2012-05-13,11013.0,Zch_Stampfenbachstrasse,4.95,13.95,11.26,77.56,102.92,0.0,12.24,,0.24,0.84,
2012-05-14,14591.0,Zch_Stampfenbachstrasse,14.81,35.61,30.5,69.87,105.98,0.0,13.09,,0.34,1.43,
2012-05-15,15579.0,Zch_Stampfenbachstrasse,8.49,27.11,20.98,68.68,103.22,0.0,16.13,,0.26,1.5,
2012-05-16,16340.0,Zch_Stampfenbachstrasse,4.82,16.75,12.63,68.67,88.53,0.0,7.34,,0.22,1.08,
2012-05-17,9514.0,Zch_Stampfenbachstrasse,4.38,13.62,10.63,74.83,97.26,0.0,7.44,,0.24,1.61,
2012-05-18,13373.0,Zch_Stampfenbachstrasse,13.12,35.93,29.31,50.5,82.99,0.0,16.13,,0.33,1.8,
2012-05-19,10208.0,Zch_Stampfenbachstrasse,6.64,26.49,19.18,61.09,104.45,0.0,20.0,,0.32,1.7,
2012-05-20,10183.0,Zch_Stampfenbachstrasse,4.59,21.88,15.12,70.67,93.92,0.0,14.93,,0.27,1.65,
2012-05-21,14951.0,Zch_Stampfenbachstrasse,9.22,27.89,21.98,68.22,95.26,0.0,11.72,,0.27,1.23,
2012-05-22,15744.0,Zch_Stampfenbachstrasse,9.35,24.57,20.35,70.29,93.37,0.0,7.81,,0.28,1.08,
2012-05-23,16691.0,Zch_Stampfenbachstrasse,16.29,35.31,31.52,35.18,64.8,0.0,20.59,,0.38,0.93,
2012-05-24,16665.0,Zch_Stampfenbachstrasse,17.67,39.6,34.87,54.53,99.73,0.0,31.88,,0.43,0.98,
2012-05-25,16310.0,Zch_Stampfenbachstrasse,8.96,28.13,21.89,83.99,126.15,3.0,23.68,,0.3,1.27,
2012-05-26,12248.0,Zch_Stampfenbachstrasse,5.08,19.82,14.44,102.06,133.82,8.0,17.78,,0.28,1.71,
2012-05-27,9444.0,Zch_Stampfenbachstrasse,4.42,21.98,15.03,92.6,125.05,3.0,20.56,,0.31,2.2,
2012-05-28,9679.0,Zch_Stampfenbachstrasse,3.09,19.81,12.84,87.07,124.93,7.0,17.39,,0.3,1.79,
2012-05-29,15627.0,Zch_Stampfenbachstrasse,11.96,39.12,30.05,77.08,117.56,0.0,26.2,,0.37,1.54,
2012-05-30,16512.0,Zch_Stampfenbachstrasse,12.06,37.61,29.34,78.9,142.74,7.0,22.6,,0.32,1.52,
2012-05-31,13987.0,Zch_Stampfenbachstrasse,6.27,21.09,16.05,86.47,114.75,0.0,19.13,,0.24,1.2,
2012-06-01,16694.0,Zch_Stampfenbachstrasse,7.57,23.11,18.16,63.59,90.11,0.0,19.89,,0.26,1.23,
2012-06-02,13172.0,Zch_Stampfenbachstrasse,7.28,21.9,17.29,59.86,95.64,0.0,11.66,,0.3,1.38,
2012-06-03,10270.0,Zch_Stampfenbachstrasse,3.7,17.42,12.08,61.84,95.49,0.0,13.16,,0.25,1.14,
2012-06-04,15155.0,Zch_Stampfenbachstrasse,8.35,19.94,17.12,61.43,84.24,0.0,8.62,,0.21,1.02,
2012-06-05,15199.0,Zch_Stampfenbachstrasse,20.38,34.21,34.23,51.31,68.19,0.0,12.61,,0.32,1.32,
2012-06-06,15726.0,Zch_Stampfenbachstrasse,15.48,34.82,30.62,38.56,68.96,0.0,18.83,,0.32,1.23,
2012-06-07,17188.0,Zch_Stampfenbachstrasse,16.45,31.6,29.71,48.76,86.57,0.0,16.77,,0.33,1.15,
2012-06-08,16485.0,Zch_Stampfenbachstrasse,10.8,26.86,22.7,53.49,69.6,0.0,9.56,,0.25,0.99,
2012-06-09,12811.0,Zch_Stampfenbachstrasse,3.7,11.97,9.23,67.08,83.78,0.0,11.4,,0.2,1.11,
2012-06-10,10053.0,Zch_Stampfenbachstrasse,5.57,13.76,11.66,64.06,82.25,0.0,9.31,,0.23,1.17,
2012-06-11,14948.0,Zch_Stampfenbachstrasse,4.98,14.39,11.52,57.22,70.58,0.0,7.37,,0.19,1.14,
2012-06-12,15610.0,Zch_Stampfenbachstrasse,8.45,23.78,19.21,48.37,64.1,0.0,6.71,,0.22,1.05,
2012-06-13,15191.0,Zch_Stampfenbachstrasse,5.38,18.1,13.78,60.35,72.33,0.0,8.31,,0.21,1.18,
2012-06-14,15853.0,Zch_Stampfenbachstrasse,18.25,32.97,31.87,52.31,82.07,0.0,,,0.33,1.51,
2012-06-15,15733.0,Zch_Stampfenbachstrasse,14.01,37.26,30.72,66.36,130.1,4.0,17.9,,0.35,1.6,
2012-06-16,12180.0,Zch_Stampfenbachstrasse,3.91,19.21,13.18,91.56,134.3,6.0,21.34,,0.27,1.56,
2012-06-17,10152.0,Zch_Stampfenbachstrasse,4.04,12.39,9.72,73.42,99.93,0.0,13.09,,0.23,1.3,
2012-06-18,13945.0,Zch_Stampfenbachstrasse,7.94,25.19,19.54,75.36,130.59,2.0,24.37,,0.29,1.27,
2012-06-19,14193.0,Zch_Stampfenbachstrasse,9.06,28.67,22.26,73.97,118.11,0.0,22.33,,0.28,1.14,
2012-06-20,15411.0,Zch_Stampfenbachstrasse,8.72,24.61,19.86,57.53,75.32,0.0,22.72,,0.25,1.1,
2012-06-21,15074.0,Zch_Stampfenbachstrasse,13.17,27.52,24.95,51.72,97.56,0.0,20.4,,0.28,1.13,
2012-06-22,14651.0,Zch_Stampfenbachstrasse,5.59,16.18,12.94,72.94,93.69,0.0,14.13,,0.2,1.26,
2012-06-23,11458.0,Zch_Stampfenbachstrasse,4.9,15.92,12.25,76.47,102.01,0.0,15.59,,0.22,1.47,
2012-06-24,10002.0,Zch_Stampfenbachstrasse,3.68,18.06,12.4,68.43,108.79,0.0,17.06,,0.24,1.46,
2012-06-25,15402.0,Zch_Stampfenbachstrasse,5.66,15.24,12.51,55.55,90.94,0.0,7.41,,0.18,1.22,
2012-06-26,15744.0,Zch_Stampfenbachstrasse,16.29,30.35,28.93,44.31,61.64,0.0,12.57,,0.26,1.27,
2012-06-27,16257.0,Zch_Stampfenbachstrasse,13.32,28.85,25.77,48.47,90.21,0.0,11.9,,0.29,1.23,
2012-06-28,16435.0,Zch_Stampfenbachstrasse,20.33,49.37,42.12,42.55,102.47,0.0,25.6,,0.44,1.19,
2012-06-29,16555.0,Zch_Stampfenbachstrasse,12.85,37.47,29.9,67.77,133.17,3.0,40.19,,0.36,1.24,
2012-06-30,12142.0,Zch_Stampfenbachstrasse,5.92,22.34,16.43,75.24,126.22,5.0,39.25,,0.28,1.21,
2012-07-01,9552.0,Zch_Stampfenbachstrasse,6.01,17.9,14.18,53.8,75.72,0.0,15.0,,0.23,1.15,
2012-07-02,14701.0,Zch_Stampfenbachstrasse,18.42,30.81,30.88,37.0,51.22,0.0,13.92,,0.3,1.1,
2012-07-03,15680.0,Zch_Stampfenbachstrasse,15.9,28.27,27.53,31.3,60.74,0.0,12.79,,0.31,1.16,
2012-07-04,14928.0,Zch_Stampfenbachstrasse,19.26,34.44,33.45,42.02,81.95,0.0,21.55,,0.37,1.18,
2012-07-05,16216.0,Zch_Stampfenbachstrasse,16.42,35.77,31.87,47.4,102.21,0.0,19.18,,0.34,1.25,
2012-07-06,16240.0,Zch_Stampfenbachstrasse,19.68,44.87,39.24,41.39,92.14,0.0,13.72,,0.35,1.23,
2012-07-07,13639.0,Zch_Stampfenbachstrasse,8.13,22.67,18.37,57.62,94.82,0.0,13.37,,0.28,1.35,
2012-07-08,10585.0,Zch_Stampfenbachstrasse,4.02,13.55,10.31,62.83,93.3,0.0,9.35,,0.23,1.37,
2012-07-09,14923.0,Zch_Stampfenbachstrasse,9.56,21.22,18.76,68.91,90.24,0.0,9.21,,0.25,1.41,
2012-07-10,15579.0,Zch_Stampfenbachstrasse,16.78,36.67,32.63,46.38,100.14,0.0,15.38,,0.35,1.26,
2012-07-11,15413.0,Zch_Stampfenbachstrasse,11.08,21.89,20.33,55.59,77.91,0.0,12.03,,0.24,1.26,
2012-07-12,16514.0,Zch_Stampfenbachstrasse,9.04,20.77,18.11,49.79,71.78,0.0,10.8,,0.22,1.38,
2012-07-13,15788.0,Zch_Stampfenbachstrasse,8.69,24.97,20.03,46.95,82.22,0.0,12.08,,0.23,1.45,
2012-07-14,11908.0,Zch_Stampfenbachstrasse,2.85,8.43,6.69,67.55,80.11,0.0,7.4,,0.17,1.5,
2012-07-15,9186.0,Zch_Stampfenbachstrasse,2.65,7.87,6.24,56.56,65.89,0.0,6.2,,0.16,1.46,
2012-07-16,13627.0,Zch_Stampfenbachstrasse,6.75,16.75,14.17,58.35,79.0,0.0,8.49,,0.2,1.67,
2012-07-17,14156.0,Zch_Stampfenbachstrasse,3.78,11.08,8.82,70.17,81.91,0.0,11.21,,0.17,1.61,
2012-07-18,13978.0,Zch_Stampfenbachstrasse,9.66,25.3,20.98,55.67,90.63,0.0,18.29,,0.28,1.6,
2012-07-19,13959.0,Zch_Stampfenbachstrasse,7.6,22.4,17.81,48.82,85.36,0.0,15.33,,0.25,1.59,
2012-07-20,14020.0,Zch_Stampfenbachstrasse,11.97,24.92,22.63,42.74,69.59,0.0,11.78,,0.24,1.58,
2012-07-21,10202.0,Zch_Stampfenbachstrasse,5.74,14.63,12.25,54.89,74.84,0.0,8.09,,0.21,1.53,
2012-07-22,8457.0,Zch_Stampfenbachstrasse,4.91,12.07,10.25,58.4,82.46,0.0,9.0,,0.19,1.71,
2012-07-23,12167.0,Zch_Stampfenbachstrasse,9.97,18.79,17.82,65.42,89.46,0.0,10.91,,0.23,1.92,
2012-07-24,12895.0,Zch_Stampfenbachstrasse,11.72,36.28,28.37,70.54,120.43,1.0,23.5,,0.33,2.04,
2012-07-25,12988.0,Zch_Stampfenbachstrasse,9.8,37.0,27.2,73.61,141.49,4.0,30.86,,0.38,1.74,
2012-07-26,13088.0,Zch_Stampfenbachstrasse,11.73,36.07,28.26,75.13,125.14,4.0,29.48,,0.38,1.14,
2012-07-27,13118.0,Zch_Stampfenbachstrasse,11.26,36.1,27.9,83.67,158.46,8.0,32.89,,0.35,0.43,
2012-07-28,9688.0,Zch_Stampfenbachstrasse,3.42,15.79,11.0,78.64,102.97,0.0,25.77,,0.22,0.28,
2012-07-29,7733.0,Zch_Stampfenbachstrasse,2.49,9.79,7.12,61.43,81.46,0.0,13.47,,0.2,0.3,
