Datum,TotalDailyTraffic,Street,NO,NO2,NOx,O3,O3_max_h1,O3_nb_h1>120,PM10,PM2.5,CO,SO2,PN
2020-06-20,28436.0,Zch_Schimmelstrasse,10.88,23.07,20.79,50.43,79.69,0.0,7.56,4.9,,,13225.73
2020-06-21,25375.0,Zch_Schimmelstrasse,5.21,18.38,13.79,59.41,85.69,0.0,8.34,5.63,,,10196.34
2020-06-22,28027.0,Zch_Schimmelstrasse,16.87,31.89,30.2,48.76,78.04,0.0,12.2,7.22,,,14797.5
2020-06-23,29386.0,Zch_Schimmelstrasse,12.54,25.82,23.56,80.44,107.96,0.0,13.16,7.66,,,12731.83
2020-06-24,29787.0,Zch_Schimmelstrasse,12.5,31.32,26.4,96.36,117.97,0.0,17.14,10.24,,,13132.26
2020-06-25,30175.0,Zch_Schimmelstrasse,13.91,36.46,30.21,94.33,123.04,3.0,18.47,10.06,,,14655.19
2020-06-26,30446.0,Zch_Schimmelstrasse,14.93,36.7,31.16,68.67,106.68,0.0,21.24,12.33,,,13972.29
2020-06-27,29187.0,Zch_Schimmelstrasse,3.95,17.38,12.26,67.44,100.07,0.0,13.17,9.19,,,9660.58
2020-06-28,25567.0,Zch_Schimmelstrasse,5.02,14.21,11.46,50.9,62.4,0.0,10.18,6.92,,,8285.04
2020-06-29,28562.0,Zch_Schimmelstrasse,11.02,21.15,19.89,39.67,57.34,0.0,6.36,4.04,,,11083.43
2020-06-30,29543.0,Zch_Schimmelstrasse,16.96,28.93,28.73,52.26,82.07,0.0,10.87,5.82,,,11943.14
2020-07-01,29510.0,Zch_Schimmelstrasse,7.41,22.51,17.71,57.79,83.84,0.0,11.67,6.47,,,8769.85
2020-07-02,29231.0,Zch_Schimmelstrasse,12.34,19.19,19.92,44.83,69.19,0.0,8.12,4.98,,,9128.97
2020-07-03,30164.0,Zch_Schimmelstrasse,9.01,19.96,17.66,45.43,65.47,0.0,9.93,5.95,,,10520.11
2020-07-04,28882.0,Zch_Schimmelstrasse,6.17,20.52,15.68,57.46,94.35,0.0,11.15,7.1,,,9284.2
2020-07-05,25928.0,Zch_Schimmelstrasse,5.14,14.33,11.61,50.68,70.08,0.0,9.4,5.88,,,9223.27
2020-07-06,27877.0,Zch_Schimmelstrasse,10.74,17.02,17.51,49.31,69.3,0.0,10.61,5.42,,,10071.02
2020-07-07,28817.0,Zch_Schimmelstrasse,17.17,29.01,28.94,61.08,91.14,0.0,13.85,7.03,,,14959.44
2020-07-08,29224.0,Zch_Schimmelstrasse,11.08,27.14,23.08,63.76,96.62,0.0,12.77,6.44,,,12113.59
2020-07-09,29386.0,Zch_Schimmelstrasse,10.13,25.72,21.57,57.65,83.26,0.0,13.64,6.57,,,13056.14
2020-07-10,30331.0,Zch_Schimmelstrasse,10.69,26.01,22.17,63.89,101.59,0.0,16.65,7.29,,,12030.09
2020-07-11,27473.0,Zch_Schimmelstrasse,6.62,15.81,13.57,51.98,77.32,0.0,8.41,6.05,,,8327.26
2020-07-12,25512.0,Zch_Schimmelstrasse,5.86,15.13,12.61,74.17,105.72,0.0,9.41,6.62,,,8186.23
2020-07-13,27745.0,Zch_Schimmelstrasse,13.22,29.98,26.28,74.65,103.02,0.0,11.27,6.95,,,14036.28
2020-07-14,28306.0,Zch_Schimmelstrasse,11.48,31.89,25.88,79.91,126.48,5.0,15.2,9.18,,,12731.16
2020-07-15,28523.0,Zch_Schimmelstrasse,14.06,31.8,27.91,52.6,73.47,0.0,15.78,9.0,,,11396.82
2020-07-16,28955.0,Zch_Schimmelstrasse,17.22,26.77,27.81,38.81,57.21,0.0,9.71,6.39,,,10743.57
2020-07-17,29474.0,Zch_Schimmelstrasse,23.42,29.44,34.17,32.95,53.01,0.0,8.01,5.19,,,15189.66
2020-07-18,28037.0,Zch_Schimmelstrasse,8.5,24.85,19.81,59.85,99.2,0.0,10.78,7.3,,,11904.14
2020-07-19,25235.0,Zch_Schimmelstrasse,5.22,24.52,17.01,68.41,113.96,0.0,12.27,8.94,,,11996.93
2020-07-20,27407.0,Zch_Schimmelstrasse,10.07,29.18,23.33,74.87,128.57,1.0,15.61,9.91,,,11541.25
2020-07-21,24572.0,Zch_Schimmelstrasse,7.98,28.43,21.26,75.12,105.3,0.0,18.77,11.96,,,11521.95
2020-07-22,28113.0,Zch_Schimmelstrasse,8.92,25.3,20.38,87.08,126.44,1.0,20.78,12.43,,,10185.06
2020-07-23,28506.0,Zch_Schimmelstrasse,11.48,30.38,25.09,90.72,120.93,3.0,18.74,9.88,,,11207.47
2020-07-24,29172.0,Zch_Schimmelstrasse,11.37,31.1,25.38,63.84,100.36,0.0,15.63,8.86,,,11496.22
2020-07-25,26798.0,Zch_Schimmelstrasse,5.95,20.14,15.3,57.48,90.89,0.0,11.98,7.09,,,9887.81
2020-07-26,22161.0,Zch_Schimmelstrasse,4.58,13.92,10.95,55.79,72.49,0.0,10.46,6.78,,,8862.53
2020-07-27,26951.0,Zch_Schimmelstrasse,11.24,22.95,21.01,56.78,104.97,0.0,11.32,5.93,,,12235.44
2020-07-28,27066.0,Zch_Schimmelstrasse,11.82,30.0,25.16,64.59,107.86,0.0,16.89,8.74,,,12470.49
2020-07-29,27939.0,Zch_Schimmelstrasse,12.27,28.54,24.76,71.52,103.34,0.0,16.83,7.98,,,13673.43
2020-07-30,27982.0,Zch_Schimmelstrasse,10.94,34.51,26.82,93.65,156.45,8.0,19.73,10.34,,,14302.32
2020-07-31,29399.0,Zch_Schimmelstrasse,7.59,33.02,23.36,82.47,134.01,4.0,25.35,15.06,,,12349.38
2020-08-01,23954.0,Zch_Schimmelstrasse,2.36,15.53,10.01,96.57,126.64,3.0,24.47,14.85,,,8242.37
2020-08-02,21786.0,Zch_Schimmelstrasse,3.46,12.19,9.15,84.78,109.82,0.0,10.56,7.65,,,6351.24
2020-08-03,26535.0,Zch_Schimmelstrasse,12.3,20.97,20.82,41.56,58.48,0.0,9.77,6.58,,,8658.94
2020-08-04,27455.0,Zch_Schimmelstrasse,17.56,30.33,29.94,41.9,64.54,0.0,9.11,6.7,,,11618.14
2020-08-05,28160.0,Zch_Schimmelstrasse,13.49,22.36,22.51,50.81,84.91,0.0,12.67,8.95,,,10794.86
2020-08-06,28437.0,Zch_Schimmelstrasse,14.62,32.46,28.69,56.72,90.86,0.0,12.82,8.64,,,13447.98
2020-08-07,29500.0,Zch_Schimmelstrasse,15.69,37.99,32.45,59.86,111.91,0.0,16.83,11.45,,,15040.1
2020-08-08,27622.0,Zch_Schimmelstrasse,5.27,27.8,18.76,73.0,123.19,3.0,19.03,13.62,,,11206.91
2020-08-09,24997.0,Zch_Schimmelstrasse,3.84,24.9,16.1,79.68,127.55,4.0,18.79,13.58,,,10111.64
2020-08-10,27632.0,Zch_Schimmelstrasse,10.77,30.65,24.66,78.61,147.59,5.0,22.43,14.47,,,11566.44
2020-08-11,28476.0,Zch_Schimmelstrasse,6.86,28.17,20.23,81.84,122.41,3.0,18.35,10.92,,,12367.13
2020-08-12,28976.0,Zch_Schimmelstrasse,8.46,29.66,22.29,82.73,141.3,5.0,21.89,13.26,,,10836.05
2020-08-13,28959.0,Zch_Schimmelstrasse,7.15,24.36,18.47,66.76,88.2,0.0,15.82,8.9,,,11168.67
2020-08-14,30283.0,Zch_Schimmelstrasse,6.49,19.55,15.43,82.15,97.86,0.0,9.72,6.6,,,8919.83
2020-08-15,28730.0,Zch_Schimmelstrasse,7.21,24.54,18.61,70.79,111.2,0.0,10.64,7.35,,,13067.62
2020-08-16,25086.0,Zch_Schimmelstrasse,6.04,23.43,17.09,75.76,117.14,0.0,12.37,8.45,,,10177.71
2020-08-17,27696.0,Zch_Schimmelstrasse,6.57,19.09,15.25,81.8,99.04,0.0,7.16,4.81,,,8261.97
2020-08-18,28128.0,Zch_Schimmelstrasse,9.99,21.22,19.11,60.73,76.51,0.0,7.62,4.64,,,8989.95
2020-08-19,28228.0,Zch_Schimmelstrasse,9.92,26.79,21.96,54.33,95.38,0.0,8.01,4.69,,,14308.88
2020-08-20,29209.0,Zch_Schimmelstrasse,12.87,32.12,27.12,59.95,101.74,0.0,10.8,6.29,,,12440.12
2020-08-21,30206.0,Zch_Schimmelstrasse,10.83,33.2,26.05,61.8,106.38,0.0,16.78,8.96,,,12408.7
2020-08-22,28209.0,Zch_Schimmelstrasse,8.35,22.35,18.38,54.19,73.27,0.0,9.84,6.2,,,9980.83
2020-08-23,25644.0,Zch_Schimmelstrasse,6.39,17.76,14.41,56.34,76.28,0.0,8.93,5.64,,,9074.81
2020-08-24,27834.0,Zch_Schimmelstrasse,14.26,28.62,26.4,52.43,75.01,0.0,8.99,5.14,,,12897.48
2020-08-25,28729.0,Zch_Schimmelstrasse,12.01,25.45,22.94,55.86,91.77,0.0,11.44,5.96,,,12590.62
2020-08-26,29476.0,Zch_Schimmelstrasse,7.58,18.58,15.8,67.14,86.47,0.0,11.03,4.88,,,11338.81
2020-08-27,29513.0,Zch_Schimmelstrasse,16.93,35.47,32.12,51.79,93.58,0.0,14.86,7.16,,,14853.93
2020-08-28,30077.0,Zch_Schimmelstrasse,13.67,27.92,25.56,46.52,67.84,0.0,10.67,5.8,,,11467.5
2020-08-29,27805.0,Zch_Schimmelstrasse,11.88,23.99,22.06,41.66,60.31,0.0,6.47,4.52,,,10435.92
2020-08-30,24120.0,Zch_Schimmelstrasse,6.54,20.03,15.71,47.27,88.42,0.0,5.57,4.39,,,7757.67
2020-08-31,28490.0,Zch_Schimmelstrasse,22.15,29.49,33.18,36.93,68.1,0.0,7.9,4.92,,,12711.14
2020-09-01,28735.0,Zch_Schimmelstrasse,18.62,28.1,29.62,44.69,69.38,0.0,8.26,5.23,,,11403.0
2020-09-02,29094.0,Zch_Schimmelstrasse,16.94,31.98,30.31,41.5,83.02,0.0,11.43,7.88,,,11649.04
2020-09-03,28970.0,Zch_Schimmelstrasse,16.95,33.52,31.11,44.83,94.4,0.0,11.99,7.9,,,12701.89
2020-09-04,30312.0,Zch_Schimmelstrasse,15.7,38.7,32.83,48.05,102.86,0.0,15.57,9.55,,,16238.19
2020-09-05,29370.0,Zch_Schimmelstrasse,7.46,24.55,18.82,69.58,113.92,0.0,13.94,9.0,,,10000.33
2020-09-06,24916.0,Zch_Schimmelstrasse,7.52,18.05,15.47,51.33,63.27,0.0,9.71,6.66,,,8729.01
2020-09-07,27582.0,Zch_Schimmelstrasse,16.54,28.44,28.13,51.25,79.26,0.0,13.56,8.32,,,11544.43
2020-09-08,28572.0,Zch_Schimmelstrasse,22.42,39.66,38.71,41.01,78.1,0.0,15.67,10.25,,,14984.37
2020-09-09,29300.0,Zch_Schimmelstrasse,22.13,42.08,39.75,41.57,113.15,0.0,18.91,12.2,,,15577.38
2020-09-10,29295.0,Zch_Schimmelstrasse,17.93,41.72,36.19,59.2,114.28,0.0,19.47,11.36,,,15386.06
2020-09-11,30574.0,Zch_Schimmelstrasse,17.87,38.64,34.53,48.05,96.17,0.0,19.95,13.05,,,14317.42
2020-09-12,28149.0,Zch_Schimmelstrasse,10.96,35.83,27.53,53.58,109.31,0.0,21.21,15.16,,,14205.91
2020-09-13,26420.0,Zch_Schimmelstrasse,7.53,31.36,22.44,52.34,97.36,0.0,19.83,14.68,,,11781.55
2020-09-14,27846.0,Zch_Schimmelstrasse,18.41,44.24,37.9,47.81,115.07,0.0,25.34,16.37,,,14640.25
2020-09-15,28670.0,Zch_Schimmelstrasse,10.68,36.95,27.89,54.21,126.11,1.0,23.58,15.64,,,13569.18
2020-09-16,29036.0,Zch_Schimmelstrasse,18.3,48.22,39.89,47.29,100.69,0.0,26.5,16.02,,,15335.99
2020-09-17,29334.0,Zch_Schimmelstrasse,14.81,34.56,29.95,76.95,131.27,3.0,29.89,18.13,,,11724.0
2020-09-18,29866.0,Zch_Schimmelstrasse,12.97,25.78,23.88,58.16,83.42,0.0,30.63,21.15,,,10150.03
2020-09-19,28898.0,Zch_Schimmelstrasse,11.84,30.67,25.53,46.97,77.34,0.0,29.56,20.67,,,12731.55
2020-09-20,25205.0,Zch_Schimmelstrasse,7.5,26.59,19.92,54.86,104.78,0.0,26.94,20.38,,,10174.6
2020-09-21,27823.0,Zch_Schimmelstrasse,11.86,33.6,27.08,65.83,108.06,0.0,18.88,11.77,,,11435.83
2020-09-22,28638.0,Zch_Schimmelstrasse,9.74,28.59,22.76,51.17,80.34,0.0,16.36,10.52,,,10125.1
2020-09-23,29279.0,Zch_Schimmelstrasse,7.92,21.68,17.69,52.74,76.47,0.0,9.66,6.65,,,8436.31
2020-09-24,29733.0,Zch_Schimmelstrasse,8.56,20.15,17.4,54.14,66.48,0.0,8.13,5.51,,,8754.22
2020-09-25,30518.0,Zch_Schimmelstrasse,7.29,16.19,14.31,59.45,69.11,0.0,5.13,3.57,,,7314.68
2020-09-26,28747.0,Zch_Schimmelstrasse,2.48,6.55,5.41,53.57,59.87,0.0,5.48,3.8,,,3285.87
2020-09-27,25750.0,Zch_Schimmelstrasse,8.86,14.78,14.83,48.45,57.56,0.0,6.3,4.48,,,6898.85
2020-09-28,27854.0,Zch_Schimmelstrasse,24.56,25.58,33.07,33.99,52.1,0.0,7.2,4.73,,,11017.8
2020-09-29,28920.0,Zch_Schimmelstrasse,9.8,22.94,19.85,33.38,59.87,0.0,7.21,5.09,,,8195.65
2020-09-30,29902.0,Zch_Schimmelstrasse,39.01,35.41,49.79,12.79,36.57,0.0,17.46,12.1,,,13889.02
2020-10-01,29827.0,Zch_Schimmelstrasse,13.47,24.36,23.54,28.48,58.91,0.0,16.6,12.36,,,9207.49
2020-10-02,30228.0,Zch_Schimmelstrasse,29.77,39.14,44.34,16.19,39.06,0.0,14.59,9.1,,,14350.62
2020-10-03,28309.0,Zch_Schimmelstrasse,9.46,22.93,19.57,45.79,68.8,0.0,6.11,4.3,,,12635.38
2020-10-04,24934.0,Zch_Schimmelstrasse,6.88,16.53,14.16,53.24,65.47,0.0,5.37,3.68,,,10678.14
2020-10-05,26973.0,Zch_Schimmelstrasse,12.39,17.65,19.17,45.05,59.0,0.0,5.37,3.54,,,7567.22
2020-10-06,27850.0,Zch_Schimmelstrasse,8.14,13.69,13.69,48.42,67.72,0.0,5.95,3.91,,,6934.96
2020-10-07,28064.0,Zch_Schimmelstrasse,4.49,10.55,9.12,52.7,71.32,0.0,5.92,4.06,,,5745.23
2020-10-08,28327.0,Zch_Schimmelstrasse,14.69,27.35,26.08,31.71,52.52,0.0,8.43,5.06,,,13034.58
2020-10-09,29058.0,Zch_Schimmelstrasse,20.07,28.37,30.93,21.43,54.37,0.0,12.1,7.28,,,13625.26
2020-10-10,26496.0,Zch_Schimmelstrasse,9.57,21.2,18.76,39.99,53.07,0.0,8.26,6.03,,,8204.35
2020-10-11,23282.0,Zch_Schimmelstrasse,8.85,20.41,17.77,41.34,62.55,0.0,7.95,5.93,,,7507.85
2020-10-12,26835.0,Zch_Schimmelstrasse,33.08,34.8,44.72,20.73,42.37,0.0,12.09,8.45,,,12759.47
2020-10-13,28102.0,Zch_Schimmelstrasse,29.11,33.2,40.7,24.9,58.0,0.0,13.19,9.58,,,12820.13
2020-10-14,28386.0,Zch_Schimmelstrasse,22.29,28.27,32.66,31.95,59.98,0.0,13.26,9.54,,,11465.5
2020-10-15,28786.0,Zch_Schimmelstrasse,28.74,31.4,39.46,20.07,32.51,0.0,10.25,7.04,,,13528.28
2020-10-16,29053.0,Zch_Schimmelstrasse,35.28,33.24,45.67,12.02,32.31,0.0,9.25,7.17,,,12277.35
2020-10-17,26294.0,Zch_Schimmelstrasse,18.66,28.91,30.08,26.55,40.6,0.0,11.93,9.27,,,12799.79
2020-10-18,23576.0,Zch_Schimmelstrasse,14.99,25.39,25.3,25.77,52.03,0.0,12.19,9.54,,,10713.46
2020-10-19,27462.0,Zch_Schimmelstrasse,51.53,37.87,61.11,7.09,21.36,0.0,22.04,15.47,,,16473.66
2020-10-20,28022.0,Zch_Schimmelstrasse,35.04,41.24,49.66,10.26,30.35,0.0,16.74,11.26,,,15238.8
2020-10-21,28469.0,Zch_Schimmelstrasse,85.61,51.67,95.65,3.18,9.18,0.0,30.44,16.39,,,21043.87
2020-10-22,28420.0,Zch_Schimmelstrasse,57.78,48.7,71.79,10.06,39.54,0.0,26.51,13.93,,,18694.3
2020-10-23,29062.0,Zch_Schimmelstrasse,25.6,33.32,37.95,17.22,48.75,0.0,16.68,11.96,,,11266.66
2020-10-24,26948.0,Zch_Schimmelstrasse,10.33,23.35,20.49,37.67,63.75,0.0,7.71,5.48,,,10868.3
2020-10-25,24151.0,Zch_Schimmelstrasse,16.39,27.66,27.61,13.22,33.19,0.0,12.08,8.8,,,11494.44
2020-10-26,26782.0,Zch_Schimmelstrasse,9.24,26.33,21.18,41.01,63.3,0.0,5.85,4.13,,,8515.26
2020-10-27,28076.0,Zch_Schimmelstrasse,11.9,26.6,23.45,31.91,55.97,0.0,7.49,4.95,,,11978.33
2020-10-28,28264.0,Zch_Schimmelstrasse,11.01,25.15,21.98,34.1,54.11,0.0,6.89,4.47,,,
2020-10-29,27984.0,Zch_Schimmelstrasse,14.6,21.84,23.13,44.83,64.91,0.0,5.58,3.8,,,
2020-10-30,29133.0,Zch_Schimmelstrasse,19.39,28.79,30.6,33.75,52.92,0.0,9.16,5.33,,,
2020-10-31,26914.0,Zch_Schimmelstrasse,43.85,33.45,52.65,5.12,13.49,0.0,19.19,14.52,,,
2020-11-01,21296.0,Zch_Schimmelstrasse,33.3,30.89,42.85,4.67,13.86,0.0,19.03,15.42,,,
2020-11-02,26379.0,Zch_Schimmelstrasse,30.75,40.67,45.92,11.47,29.54,0.0,14.99,8.46,,,
2020-11-03,26711.0,Zch_Schimmelstrasse,29.53,39.23,44.19,24.71,40.45,0.0,11.4,6.07,,,
2020-11-04,27440.0,Zch_Schimmelstrasse,15.98,26.86,26.85,38.46,44.64,0.0,10.49,6.64,,,
2020-11-05,27734.0,Zch_Schimmelstrasse,21.91,25.24,30.77,20.44,36.49,0.0,20.37,14.17,,,
2020-11-06,28874.0,Zch_Schimmelstrasse,36.36,30.3,45.0,10.89,25.02,0.0,25.32,18.41,,,
2020-11-07,26913.0,Zch_Schimmelstrasse,29.92,26.67,37.94,6.84,13.27,0.0,19.76,15.5,,,
2020-11-08,21523.0,Zch_Schimmelstrasse,32.22,23.74,38.25,3.8,10.93,0.0,22.99,16.62,,,
2020-11-09,26138.0,Zch_Schimmelstrasse,86.43,36.83,88.55,2.98,11.24,0.0,34.2,19.85,,,
2020-11-10,26789.0,Zch_Schimmelstrasse,87.76,36.0,89.18,1.91,4.36,0.0,26.49,17.78,,,15894.93
2020-11-11,27492.0,Zch_Schimmelstrasse,63.86,36.96,70.52,4.51,18.09,0.0,25.49,18.15,,,11605.76
2020-11-12,27694.0,Zch_Schimmelstrasse,27.41,34.49,40.01,11.86,35.09,0.0,22.85,14.49,,,14244.08
2020-11-13,28850.0,Zch_Schimmelstrasse,52.82,44.04,65.38,5.59,20.67,0.0,18.88,10.87,,,20911.77
2020-11-14,27097.0,Zch_Schimmelstrasse,47.27,41.31,59.5,6.21,29.29,0.0,19.61,13.78,,,22101.31
2020-11-15,22104.0,Zch_Schimmelstrasse,39.1,35.36,49.84,13.63,63.18,0.0,18.7,13.6,,,17969.16
2020-11-16,26262.0,Zch_Schimmelstrasse,9.02,21.22,18.33,50.38,79.46,0.0,7.54,4.8,,,10176.26
2020-11-17,26890.0,Zch_Schimmelstrasse,45.04,48.01,61.22,11.59,38.29,0.0,13.66,7.74,,,21190.61
2020-11-18,27707.0,Zch_Schimmelstrasse,85.76,46.25,92.94,2.21,6.49,0.0,25.2,16.13,,,23508.52
2020-11-19,27936.0,Zch_Schimmelstrasse,36.54,32.55,46.31,30.84,67.08,0.0,12.33,8.14,,,15528.82
2020-11-20,29202.0,Zch_Schimmelstrasse,28.98,35.5,41.8,35.22,58.13,0.0,10.38,6.79,,,20236.58
2020-11-21,27206.0,Zch_Schimmelstrasse,30.06,39.71,44.87,18.01,36.98,0.0,17.86,13.41,,,
2020-11-22,21761.0,Zch_Schimmelstrasse,44.71,39.15,56.32,3.54,10.08,0.0,27.62,23.21,,,
2020-11-23,26650.0,Zch_Schimmelstrasse,85.9,51.91,96.01,2.57,12.71,0.0,32.3,23.46,,,
2020-11-24,27635.0,Zch_Schimmelstrasse,36.15,39.12,49.43,6.87,17.34,0.0,29.05,22.78,,,
2020-11-25,28266.0,Zch_Schimmelstrasse,54.81,43.75,66.82,2.99,8.0,0.0,24.34,18.11,,,
2020-11-26,28866.0,Zch_Schimmelstrasse,26.65,40.01,42.29,4.61,10.39,0.0,21.1,16.56,,,
2020-11-27,29974.0,Zch_Schimmelstrasse,58.47,45.92,70.89,3.26,7.77,0.0,27.21,20.69,,,
2020-11-28,27789.0,Zch_Schimmelstrasse,22.99,35.07,36.78,5.07,14.28,0.0,16.38,13.61,,,
2020-11-29,22972.0,Zch_Schimmelstrasse,9.17,19.21,17.39,25.58,30.34,0.0,19.28,16.62,,,
2020-11-30,27302.0,Zch_Schimmelstrasse,29.29,28.87,38.58,15.69,28.27,0.0,22.68,18.2,,,
2020-12-01,26395.0,Zch_Schimmelstrasse,,,,,,,,,,,
2020-12-02,28062.0,Zch_Schimmelstrasse,,,,,,,,,,,
2020-12-03,28546.0,Zch_Schimmelstrasse,,,,,,,,,,,
2020-12-04,29581.0,Zch_Schimmelstrasse,,,,,,,,,,,
2020-12-05,25742.0,Zch_Schimmelstrasse,,,,,,,,,,,
2020-12-06,21772.0,Zch_Schimmelstrasse,,,,,,,,,,,
2020-12-07,26665.0,Zch_Schimmelstrasse,,,,,,,,,,,
2020-12-08,27947.0,Zch_Schimmelstrasse,,,,,,,,,,,
2020-12-09,27621.0,Zch_Schimmelstrasse,56.84,44.81,69.0,7.75,23.73,0.0,,,,,
2020-12-10,28820.0,Zch_Schimmelstrasse,38.11,37.01,49.9,13.82,23.61,0.0,,,,,
2020-12-11,29603.0,Zch_Schimmelstrasse,27.58,40.16,43.12,13.79,26.57,0.0,,,,,13379.07
2020-12-12,24883.0,Zch_Schimmelstrasse,14.73,31.23,28.14,29.92,51.3,0.0,9.82,8.12,,,9396.21
2020-12-13,19883.0,Zch_Schimmelstrasse,11.02,26.89,22.9,29.12,41.82,0.0,8.34,6.53,,,8673.54
2020-12-14,26475.0,Zch_Schimmelstrasse,82.87,41.67,88.23,5.17,12.82,0.0,19.9,12.89,,,19458.1
2020-12-15,27072.0,Zch_Schimmelstrasse,114.46,48.54,117.15,2.8,3.87,0.0,23.98,14.78,,,22154.58
2020-12-16,27421.0,Zch_Schimmelstrasse,72.86,39.47,79.05,2.64,4.0,0.0,21.53,15.61,,,13074.72
2020-12-17,28154.0,Zch_Schimmelstrasse,47.79,37.42,57.88,7.1,14.86,0.0,21.57,14.95,,,14592.6
2020-12-18,28779.0,Zch_Schimmelstrasse,80.5,42.08,86.54,2.48,4.8,0.0,26.67,19.19,,,14527.42
2020-12-19,25151.0,Zch_Schimmelstrasse,64.33,37.92,71.4,2.39,4.14,0.0,21.67,17.89,,,11397.88
2020-12-20,19103.0,Zch_Schimmelstrasse,46.18,33.2,54.39,2.74,6.02,0.0,22.44,19.4,,,9869.61
2020-12-21,25644.0,Zch_Schimmelstrasse,54.53,39.2,64.22,7.36,34.03,0.0,17.82,14.02,,,13666.69
2020-12-22,25683.0,Zch_Schimmelstrasse,16.04,27.25,27.11,27.18,49.8,0.0,7.63,5.26,,,9404.42
2020-12-23,25887.0,Zch_Schimmelstrasse,14.79,23.67,24.24,23.29,54.21,0.0,6.93,4.79,,,14732.06
2020-12-24,22975.0,Zch_Schimmelstrasse,4.59,12.21,10.06,58.0,70.26,0.0,4.51,3.26,,,
2020-12-25,16742.0,Zch_Schimmelstrasse,8.45,18.27,16.33,43.24,53.41,0.0,6.24,4.89,,,
2020-12-26,18476.0,Zch_Schimmelstrasse,7.65,29.06,21.32,32.33,49.11,0.0,8.99,7.06,,,
2020-12-27,17678.0,Zch_Schimmelstrasse,6.66,27.37,19.65,36.83,50.41,0.0,9.87,7.69,,,31026.91
2020-12-28,21515.0,Zch_Schimmelstrasse,16.0,42.21,34.9,27.21,62.35,0.0,8.21,6.21,,,
2020-12-29,22895.0,Zch_Schimmelstrasse,8.21,20.04,17.06,51.73,66.61,0.0,5.32,3.74,,,
2020-12-30,22669.0,Zch_Schimmelstrasse,11.81,30.09,25.2,30.69,68.43,0.0,8.51,6.75,,,
2020-12-31,21158.0,Zch_Schimmelstrasse,10.69,30.6,24.57,24.42,39.32,0.0,15.32,11.53,,,
2021-01-01,15653.0,Zch_Schimmelstrasse,12.63,28.4,24.98,24.4,36.54,0.0,25.59,21.82,,,
2021-01-02,18746.0,Zch_Schimmelstrasse,8.29,19.85,17.03,28.17,35.9,0.0,15.98,13.16,,,
2021-01-03,17463.0,Zch_Schimmelstrasse,15.93,25.76,26.24,19.31,32.1,0.0,22.65,18.88,,,
2021-01-04,22816.0,Zch_Schimmelstrasse,29.4,29.57,39.03,15.47,29.43,0.0,22.06,17.86,,,
2021-01-05,23990.0,Zch_Schimmelstrasse,26.11,30.62,36.94,18.72,32.22,0.0,22.92,18.13,,,
2021-01-06,24554.0,Zch_Schimmelstrasse,14.54,27.86,26.22,22.41,29.02,0.0,18.25,15.18,,,
2021-01-07,25254.0,Zch_Schimmelstrasse,21.1,31.31,33.29,18.19,28.52,0.0,21.02,15.8,,,
2021-01-08,26178.0,Zch_Schimmelstrasse,25.64,38.02,40.44,19.05,41.06,0.0,18.43,13.12,,,
2021-01-09,23864.0,Zch_Schimmelstrasse,24.18,32.85,36.57,16.58,35.54,0.0,20.1,15.85,,,
2021-01-10,20473.0,Zch_Schimmelstrasse,7.91,17.17,15.32,38.39,42.59,0.0,17.03,14.04,,,
2021-01-11,25370.0,Zch_Schimmelstrasse,26.54,36.31,40.27,25.53,43.1,0.0,25.51,19.3,,,
2021-01-12,24323.0,Zch_Schimmelstrasse,12.89,26.79,24.35,38.88,54.48,0.0,15.89,12.49,,,
2021-01-13,25660.0,Zch_Schimmelstrasse,20.65,28.84,31.64,43.88,72.29,0.0,7.53,5.53,,,
2021-01-14,22157.0,Zch_Schimmelstrasse,33.51,45.97,50.9,31.09,63.53,0.0,6.64,5.22,,,
2021-01-15,20749.0,Zch_Schimmelstrasse,34.3,48.02,52.61,20.3,33.43,0.0,15.31,12.88,,,
2021-01-16,21949.0,Zch_Schimmelstrasse,39.91,47.76,56.97,15.33,31.71,0.0,23.09,19.55,,,
2021-01-17,15325.0,Zch_Schimmelstrasse,9.11,22.87,19.26,41.12,57.43,0.0,9.58,7.93,,,
2021-01-18,23532.0,Zch_Schimmelstrasse,20.68,43.08,39.11,31.53,52.96,0.0,10.01,7.19,,,
2021-01-19,24766.0,Zch_Schimmelstrasse,17.8,41.83,36.15,37.28,67.28,0.0,10.72,7.91,,,
2021-01-20,25398.0,Zch_Schimmelstrasse,35.96,57.57,58.94,27.05,76.49,0.0,13.61,7.81,,,
2021-01-21,25474.0,Zch_Schimmelstrasse,55.28,71.02,81.46,15.07,69.78,0.0,15.21,9.26,,,
2021-01-22,26855.0,Zch_Schimmelstrasse,38.04,53.14,58.29,33.48,85.09,0.0,10.22,6.25,,,
2021-01-23,23416.0,Zch_Schimmelstrasse,7.71,20.57,16.94,55.91,70.37,0.0,6.79,4.76,,,
2021-01-24,20611.0,Zch_Schimmelstrasse,4.51,18.55,13.31,57.4,70.41,0.0,7.53,5.31,,,
2021-01-25,23136.0,Zch_Schimmelstrasse,9.19,22.0,18.87,54.98,67.89,0.0,6.67,4.8,,,
2021-01-26,25428.0,Zch_Schimmelstrasse,6.8,20.14,15.98,56.05,68.28,0.0,10.02,6.75,,,
